time,tempICP,hum,tempSI7021,windSpeed,pres,RVPin,TMPPin,noise,noiseCalib,lum,meanRadTempPin,meanRadTempCalib,trNat,trFor
2024-04-04 13:48:15.953607,26.02165,50.38504,25.81254,6.324787e-05,100088.0,2178,2570,0.005964278,53.54232,102.5,85.0,112.29,167.1669,112.3265
2024-04-04 13:48:26.812437,26.02699,50.35452,25.84471,2.913975e-06,100089.7,2171,2592,0.008497965,57.79074,98.33333,24.8125,25.62,25.53461,25.61996
2024-04-04 13:48:37.670718,26.04034,50.33926,25.84471,0,100095.4,2118,2559,0.006161301,53.9583,99.16667,24.8125,25.62,25.53461,25.62
2024-04-04 13:48:48.521591,26.0537,50.29349,25.85544,0,100089.5,2079,2549,0.006890563,55.34494,144.1667,24.8125,25.62,25.52948,25.62
2024-04-04 13:48:59.338921,26.0537,50.28586,25.87689,0.001773662,100087.8,2205,2583,0.005408638,52.24891,97.49999,24.8125,25.62,25.51907,25.61829
2024-04-04 13:49:10.399704,26.07239,50.22482,25.87689,0.0004312357,100087.5,2188,2596,0.009506093,59.03423,89.16667,24.8125,25.62,25.51907,25.61926
2024-04-04 13:49:21.297518,26.09375,50.20194,25.88761,0.0006076942,100089.2,2191,2574,0.007980574,57.076,92.5,24.875,25.71,25.64642,25.70938
2024-04-04 13:49:32.287362,26.09375,50.20194,25.90907,0.0001244144,100093.3,2179,2611,0.007795116,56.80477,102.5,24.875,25.71,25.63669,25.70972
2024-04-04 13:49:43.222828,26.10443,50.17142,25.90907,0,100092.6,2150,2590,0.00786345,56.9057,94.16667,24.875,25.71,25.63669,25.70999
2024-04-04 13:49:54.153222,26.12045,50.16379,25.91979,0,100088.7,2090,2541,0.01163664,61.19129,103.3333,24.875,25.71,25.63171,25.70999
2024-04-04 13:50:05.017404,26.1338,50.10275,25.94124,0,100090.2,2114,2537,0.01128837,60.8733,112.5,24.875,25.71,25.62158,25.70999
2024-04-04 13:50:15.855670,26.13647,50.07987,25.93051,0,100085.7,2121,2542,0.006547698,54.72046,150.8333,24.875,25.71,25.62668,25.70999
2024-04-04 13:50:26.746864,26.16318,50.06461,25.95196,0,100086.7,2160,2539,0.006923383,55.40243,160.8333,24.9375,25.8,25.74771,25.79999
2024-04-04 13:50:37.660308,26.14983,50.01883,25.96269,1.541639e-05,100085.6,2171,2597,0.01083982,60.44582,160.0,24.9375,25.8,25.74307,25.79993
