Date/Heure;020 TC1 [°C];020 [hPa];020 [hPa];154 [°C];154 [%HR];154 [hPa];154 [ppm];154 Point de rosée [°C];154 Température humide [°C];154 Humidité absolue [g/m³];905 [°C];905 [m/s];905 [hPa];
04/04/2024 13:46:21;24,7;1001,9;0,006;24,8;46,6;1000,7;893;12,6;17,1;10,62;26,1;0,00;1000,9;
04/04/2024 13:47:21;24,7;1001,9;0,006;24,8;46,5;1000,8;892;12,6;17,1;10,60;26,1;0,01;1000,9;
04/04/2024 13:48:21;24,8;1001,9;0,006;24,8;46,3;1000,8;890;12,5;17,0;10,56;26,1;0,00;1000,9;
04/04/2024 13:49:21;24,8;1001,9;0,006;24,9;46,3;1000,8;888;12,6;17,1;10,62;26,2;0,00;1000,9;
04/04/2024 13:50:21;24,8;1001,9;0,006;24,9;46,3;1000,8;889;12,6;17,1;10,62;26,2;0,00;1000,9;
04/04/2024 13:51:21;24,8;1001,9;0,006;24,8;46,5;1000,7;895;12,6;17,1;10,60;26,1;0,02;1000,8;
04/04/2024 13:52:21;24,8;1001,9;0,006;24,8;46,6;1000,8;907;12,6;17,1;10,62;26,1;0,00;1000,9;
04/04/2024 13:53:21;24,8;1002,0;0,006;24,8;46,7;1000,8;909;12,6;17,1;10,65;26,1;0,00;1000,9;
04/04/2024 13:54:21;24,8;1001,9;0,006;24,7;46,9;1000,8;918;12,6;17,1;10,63;26,0;0,00;1000,9;
04/04/2024 13:55:21;24,8;1001,9;0,006;24,7;47,0;1000,8;922;12,6;17,1;10,66;26,0;0,00;1000,8;
04/04/2024 13:56:21;24,8;1001,9;0,006;24,7;47,0;1000,7;930;12,6;17,1;10,66;26,0;0,01;1000,8;
04/04/2024 13:57:21;24,8;1001,9;0,006;24,7;47,1;1000,7;931;12,7;17,1;10,68;26,0;0,00;1000,8;
04/04/2024 13:58:21;24,8;1002,0;0,006;24,7;47,0;1000,8;946;12,6;17,1;10,66;25,9;0,01;1000,8;
04/04/2024 13:59:21;24,8;1001,9;0,006;24,7;47,0;1000,7;945;12,6;17,1;10,66;25,9;0,00;1000,8;
04/04/2024 14:00:21;24,8;1001,9;0,006;24,8;47,0;1000,8;947;12,7;17,2;10,72;26,0;0,00;1000,8;
04/04/2024 14:01:21;24,8;1001,9;0,006;24,8;46,8;1000,8;949;12,7;17,1;10,67;26,0;0,00;1000,8;
04/04/2024 14:02:21;24,9;1001,9;0,006;24,9;46,8;1000,8;954;12,8;17,2;10,73;26,0;0,00;1000,8;
04/04/2024 14:03:21;24,8;1001,8;0,006;24,9;46,7;1000,8;958;12,7;17,2;10,71;26,1;0,00;1000,8;
04/04/2024 14:04:21;24,9;1001,9;0,006;24,9;46,6;1000,8;959;12,7;17,2;10,68;26,1;0,00;1000,8;
04/04/2024 14:05:21;24,9;1001,9;0,006;25,0;46,5;1000,9;960;12,7;17,2;10,72;26,2;0,00;1000,9;
04/04/2024 14:06:21;25,0;1002,0;0,006;25,0;46,4;1000,9;966;12,7;17,2;10,70;26,2;0,00;1000,9;
04/04/2024 14:07:21;25,0;1002,0;0,006;25,1;46,4;1000,9;966;12,8;17,3;10,76;26,3;0,00;1000,9;
04/04/2024 14:08:21;25,0;1002,0;0,006;25,1;46,3;1000,9;967;12,8;17,3;10,74;26,3;0,00;1000,9;
04/04/2024 14:09:21;25,1;1001,9;0,006;25,1;46,3;1000,9;970;12,8;17,3;10,74;26,4;0,00;1000,9;
04/04/2024 14:10:21;25,1;1001,9;0,006;25,2;46,3;1000,9;987;12,9;17,4;10,80;26,4;0,00;1001,0;
04/04/2024 14:11:21;25,1;1001,9;0,006;25,2;46,3;1000,9;984;12,9;17,4;10,80;26,4;0,01;1000,9;
04/04/2024 14:12:21;25,1;1002,0;0,006;25,2;46,3;1000,9;984;12,9;17,4;10,80;26,4;0,01;1000,9;
04/04/2024 14:13:21;25,1;1001,9;0,006;25,2;46,3;1000,9;994;12,9;17,4;10,80;26,4;0,00;1001,0;
04/04/2024 14:14:21;25,1;1001,9;0,006;25,2;46,3;1000,9;996;12,9;17,4;10,80;26,4;0,01;1000,9;
04/04/2024 14:15:21;25,2;1001,9;0,006;25,2;46,3;1000,9;994;12,9;17,4;10,80;26,4;0,01;1000,9;
04/04/2024 14:16:21;25,1;1001,9;0,006;25,2;46,2;1000,9;997;12,8;17,3;10,77;26,5;0,00;1000,9;
04/04/2024 14:17:21;25,1;1001,9;0,006;25,2;46,2;1000,9;997;12,8;17,3;10,77;26,5;0,00;1000,9;
04/04/2024 14:18:21;25,2;1001,9;0,007;25,2;46,0;1001,0;999;12,8;17,3;10,73;26,6;0,00;1000,9;
04/04/2024 14:19:21;25,2;1001,9;0,006;25,2;45,8;1000,9;1007;12,7;17,3;10,68;26,6;0,00;1000,9;
04/04/2024 14:20:21;25,1;1001,9;0,006;25,2;45,9;1001,0;1014;12,7;17,3;10,70;26,7;0,00;1001,0;
04/04/2024 14:21:21;25,2;1001,9;0,007;25,2;46,2;1001,0;1006;12,8;17,3;10,77;26,7;0,00;1000,9;
04/04/2024 14:22:21;25,2;1002,0;0,006;25,2;46,3;1001,0;990;12,9;17,4;10,80;26,7;0,00;1001,0;
04/04/2024 14:23:21;25,2;1002,0;0,007;25,2;46,3;1001,1;990;12,9;17,4;10,80;26,7;0,00;1001,0;
04/04/2024 14:24:21;25,2;1001,8;0,006;25,3;46,4;1000,9;1011;13,0;17,5;10,88;26,8;0,00;1000,9;
04/04/2024 14:25:21;25,2;1001,9;0,007;25,4;46,2;1001,1;1020;13,0;17,5;10,89;26,8;0,00;1001,0;
04/04/2024 14:26:21;25,3;1001,9;0,006;25,5;46,0;1001,0;1022;13,0;17,5;10,91;26,8;0,01;1000,9;
04/04/2024 14:27:21;25,4;1001,9;0,007;25,6;45,8;1001,0;1021;13,1;17,6;10,92;26,9;0,00;1000,9;
04/04/2024 14:28:21;25,5;1002,0;0,007;25,7;45,6;1001,0;1024;13,1;17,6;10,94;27,0;0,01;1001,0;
04/04/2024 14:29:21;25,6;1001,9;0,007;25,8;45,4;1000,9;1027;13,1;17,7;10,95;27,1;0,00;1001,0;
04/04/2024 14:30:21;25,7;1001,9;0,007;25,8;45,3;1000,9;1035;13,1;17,7;10,92;27,2;0,00;1000,9;
04/04/2024 14:31:21;25,7;1001,9;0,007;25,9;45,3;1001,0;1035;13,2;17,7;10,99;27,3;0,00;1001,0;
04/04/2024 14:32:21;25,8;1001,8;0,007;25,9;45,3;1000,8;1030;13,2;17,7;10,99;27,4;0,00;1000,9;
04/04/2024 14:33:21;25,8;1002,0;0,007;25,9;45,2;1001,0;1030;13,1;17,7;10,96;27,4;0,00;1001,0;
04/04/2024 14:34:21;25,8;1001,8;0,007;25,9;45,3;1000,9;1029;13,2;17,7;10,99;27,4;0,00;1001,0;
04/04/2024 14:35:21;25,8;1001,9;0,007;25,8;45,3;1000,8;1024;13,1;17,7;10,92;27,4;0,00;1000,9;
04/04/2024 14:36:21;25,8;1001,8;0,007;25,8;45,3;1000,9;1029;13,1;17,7;10,92;27,5;0,00;1001,0;
04/04/2024 14:37:21;25,8;1001,9;0,007;25,8;45,4;1000,9;1032;13,1;17,7;10,95;27,5;0,00;1001,0;
04/04/2024 14:38:21;25,7;1002,0;0,007;25,8;45,5;1000,9;1043;13,1;17,7;10,97;27,5;0,00;1001,0;
04/04/2024 14:39:21;25,8;1002,0;0,007;25,8;45,6;1000,9;1044;13,2;17,7;11,00;27,5;0,00;1000,9;
04/04/2024 14:40:21;25,7;1001,9;0,007;25,8;45,6;1000,9;1048;13,2;17,7;11,00;27,5;0,00;1000,9;
04/04/2024 14:41:21;25,7;1002,0;0,007;25,8;45,7;1001,0;1050;13,2;17,7;11,02;27,5;0,00;1001,0;
04/04/2024 14:42:21;25,8;1001,9;0,007;25,8;45,7;1000,9;1048;13,2;17,7;11,02;27,5;0,00;1000,9;
04/04/2024 14:43:21;25,7;1002,0;0,007;25,8;45,7;1001,0;1054;13,2;17,7;11,02;27,5;0,00;1001,1;
04/04/2024 14:44:21;25,7;1001,9;0,007;25,8;45,8;1001,0;1043;13,2;17,7;11,04;27,5;0,00;1001,0;
04/04/2024 14:45:21;25,7;1002,0;0,007;25,8;45,8;1001,0;1044;13,2;17,7;11,04;27,5;0,00;1001,0;
04/04/2024 14:46:21;25,7;1002,1;0,007;25,8;45,8;1001,0;1047;13,2;17,7;11,04;27,5;0,00;1001,1;
04/04/2024 14:47:21;25,7;1002,0;0,007;25,8;45,8;1001,0;1047;13,2;17,7;11,04;27,5;0,00;1001,0;
04/04/2024 14:48:21;25,7;1001,9;0,007;25,8;45,9;1000,9;1054;13,3;17,8;11,07;27,5;0,00;1000,9;
04/04/2024 14:49:21;25,7;1001,9;0,007;25,8;45,9;1000,9;1050;13,3;17,8;11,07;27,5;0,00;1000,9;
04/04/2024 14:50:21;25,7;1002,0;0,007;25,8;46,0;1001,0;1052;13,3;17,8;11,09;27,5;0,00;1001,0;
04/04/2024 14:51:21;25,7;1002,0;0,007;25,8;46,0;1001,0;1052;13,3;17,8;11,09;27,5;0,00;1001,0;
04/04/2024 14:52:21;25,7;1002,0;0,007;25,8;46,0;1001,0;1058;13,3;17,8;11,09;27,5;0,00;1001,0;
04/04/2024 14:53:21;25,7;1002,1;0,007;25,7;46,1;1001,0;1066;13,3;17,7;11,05;27,5;0,00;1001,1;
04/04/2024 14:54:21;25,7;1002,1;0,007;25,8;46,2;1001,1;1085;13,4;17,8;11,14;27,5;0,00;1001,1;
04/04/2024 14:55:21;25,7;1002,1;0,007;25,7;46,3;1001,1;1090;13,3;17,8;11,10;27,5;0,00;1001,1;
04/04/2024 14:56:21;25,7;1002,1;0,007;25,7;46,3;1001,0;1091;13,3;17,8;11,10;27,5;0,00;1001,1;
04/04/2024 14:57:21;25,6;1002,1;0,007;25,7;46,2;1001,1;1099;13,3;17,7;11,08;27,5;0,00;1001,1;
04/04/2024 14:58:21;25,6;1002,1;0,007;25,7;46,3;1001,1;1095;13,3;17,8;11,10;27,5;0,00;1001,1;
04/04/2024 14:59:21;25,6;1002,1;0,007;25,7;46,2;1001,1;1101;13,3;17,7;11,08;27,5;0,00;1001,1;
04/04/2024 15:00:21;25,6;1002,1;0,007;25,7;46,3;1001,0;1102;13,3;17,8;11,10;27,5;0,00;1001,1;
04/04/2024 15:01:21;25,6;1002,1;0,007;25,7;46,3;1001,1;1108;13,3;17,8;11,10;27,5;0,00;1001,1;
04/04/2024 15:02:21;25,6;1002,0;0,007;25,7;46,5;1001,1;1103;13,4;17,8;11,15;27,5;0,00;1001,1;
04/04/2024 15:03:21;25,6;1001,9;0,007;25,7;46,5;1001,0;1114;13,4;17,8;11,15;27,5;0,00;1001,0;
04/04/2024 15:04:21;25,6;1002,0;0,007;25,7;46,6;1000,9;1115;13,4;17,8;11,17;27,5;0,00;1001,0;
04/04/2024 15:05:21;25,6;1002,0;0,007;25,7;46,6;1000,9;1111;13,4;17,8;11,17;27,5;0,00;1001,0;
04/04/2024 15:06:21;25,6;1002,0;0,007;25,7;46,7;1001,0;1116;13,5;17,8;11,20;27,5;0,00;1001,0;
04/04/2024 15:07:21;25,6;1001,9;0,007;25,7;46,6;1000,9;1116;13,4;17,8;11,17;27,5;0,00;1001,0;
04/04/2024 15:08:21;25,6;1001,9;0,007;25,7;46,6;1000,9;1118;13,4;17,8;11,17;27,4;0,00;1000,9;
04/04/2024 15:09:21;25,5;1001,9;0,007;25,7;46,6;1000,9;1120;13,4;17,8;11,17;27,4;0,00;1000,9;
04/04/2024 15:10:21;25,5;1001,9;0,007;25,7;46,6;1000,9;1126;13,4;17,8;11,17;27,4;0,00;1000,9;
04/04/2024 15:11:21;25,6;1001,9;0,007;25,7;46,6;1000,9;1125;13,4;17,8;11,17;27,4;0,00;1000,9;
04/04/2024 15:12:21;25,5;1002,0;0,007;25,7;46,7;1001,0;1142;13,5;17,8;11,20;27,4;0,00;1000,9;
04/04/2024 15:13:21;25,5;1002,0;0,007;25,7;46,8;1000,9;1150;13,5;17,8;11,22;27,4;0,00;1000,9;
04/04/2024 15:14:21;25,5;1001,9;0,007;25,7;46,8;1000,9;1158;13,5;17,8;11,22;27,4;0,00;1000,9;
04/04/2024 15:15:21;25,5;1002,0;0,007;25,7;46,8;1001,0;1151;13,5;17,8;11,22;27,4;0,00;1000,9;
04/04/2024 15:16:21;25,5;1001,9;0,007;25,6;46,8;1000,9;1145;13,4;17,8;11,16;27,4;0,00;1000,9;
04/04/2024 15:17:21;25,5;1002,0;0,007;25,6;46,6;1000,9;1154;13,3;17,7;11,11;27,4;0,00;1001,0;
04/04/2024 15:18:21;25,5;1001,9;0,007;25,5;46,6;1000,8;1145;13,2;17,6;11,05;27,3;0,00;1000,9;
04/04/2024 15:19:21;25,5;1002,0;0,007;25,5;46,3;1000,9;1143;13,1;17,6;10,98;27,3;0,01;1000,9;
04/04/2024 15:20:21;25,4;1001,9;0,007;25,4;46,3;1000,8;1107;13,0;17,5;10,92;27,2;0,00;1000,9;
04/04/2024 15:21:21;25,3;1002,0;0,008;25,4;46,4;1000,9;1092;13,1;17,5;10,94;27,1;0,00;1000,9;
04/04/2024 15:22:21;25,3;1001,9;0,008;25,3;46,4;1001,0;1084;13,0;17,5;10,88;27,1;0,00;1000,9;
04/04/2024 15:23:21;25,3;1001,9;0,008;25,3;46,4;1000,9;1058;13,0;17,5;10,88;27,0;0,00;1000,9;
04/04/2024 15:24:21;25,3;1002,0;0,008;25,2;46,5;1001,0;1030;12,9;17,4;10,84;26,9;0,00;1001,0;
04/04/2024 15:25:21;25,2;1002,0;0,008;25,2;46,5;1000,9;1012;12,9;17,4;10,84;26,9;0,00;1000,9;
04/04/2024 15:26:21;25,2;1001,8;0,008;25,2;46,5;1000,9;993;12,9;17,4;10,84;26,8;0,00;1000,9;
04/04/2024 15:27:21;25,1;1001,9;0,008;25,1;46,5;1000,9;973;12,8;17,3;10,78;26,8;0,00;1000,9;
04/04/2024 15:28:21;25,1;1002,0;0,008;25,1;46,7;1001,0;970;12,9;17,3;10,83;26,8;0,00;1000,9;
04/04/2024 15:29:21;25,1;1002,0;0,008;25,1;46,9;1001,1;974;13,0;17,4;10,88;26,7;0,00;1001,0;
04/04/2024 15:30:21;25,1;1001,8;0,008;25,0;46,7;1001,0;971;12,8;17,3;10,77;26,7;0,00;1001,0;
04/04/2024 15:31:21;25,1;1001,9;0,008;25,0;46,9;1001,0;981;12,9;17,3;10,81;26,7;0,00;1000,9;
04/04/2024 15:32:21;25,0;1001,9;0,008;25,0;47,0;1001,0;973;12,9;17,3;10,84;26,6;0,00;1000,9;
04/04/2024 15:33:21;25,0;1002,0;0,008;25,0;47,2;1001,1;981;13,0;17,3;10,88;26,6;0,00;1001,0;
04/04/2024 15:34:21;25,0;1001,8;0,008;25,0;47,1;1001,1;986;12,9;17,3;10,86;26,6;0,00;1001,0;
04/04/2024 15:35:21;25,0;1002,1;0,008;25,0;47,1;1001,1;992;12,9;17,3;10,86;26,6;0,00;1001,0;
04/04/2024 15:36:21;24,9;1002,1;0,008;25,0;47,1;1001,1;987;12,9;17,3;10,86;26,5;0,00;1001,0;
04/04/2024 15:37:21;24,9;1002,0;0,008;25,0;47,1;1001,1;995;12,9;17,3;10,86;26,5;0,00;1001,0;
04/04/2024 15:38:21;24,9;1001,9;0,008;24,9;47,3;1001,1;1000;12,9;17,3;10,85;26,5;0,00;1001,0;
04/04/2024 15:39:21;24,9;1002,1;0,008;24,9;47,4;1001,1;1005;13,0;17,3;10,87;26,5;0,00;1001,0;
04/04/2024 15:40:21;24,9;1001,9;0,008;24,9;47,3;1001,1;1012;12,9;17,3;10,85;26,5;0,00;1001,1;
04/04/2024 15:41:21;24,9;1002,1;0,008;24,9;47,3;1001,2;999;12,9;17,3;10,85;26,5;0,00;1001,1;
04/04/2024 15:42:21;24,9;1002,0;0,008;24,9;47,3;1001,2;993;12,9;17,3;10,85;26,4;0,00;1001,1;
04/04/2024 15:43:21;24,9;1002,1;0,008;24,9;47,3;1001,1;979;12,9;17,3;10,85;26,4;0,00;1001,0;
04/04/2024 15:44:21;24,9;1002,1;0,008;24,9;47,3;1001,1;979;12,9;17,3;10,85;26,4;0,00;1001,0;
04/04/2024 15:45:21;24,8;1002,0;0,008;24,9;47,3;1001,1;975;12,9;17,3;10,85;26,4;0,00;1001,0;
04/04/2024 15:46:21;24,8;1002,0;0,008;24,9;47,3;1001,1;977;12,9;17,3;10,85;26,4;0,00;1001,0;
04/04/2024 15:47:21;24,9;1002,0;0,008;24,9;47,4;1001,1;975;13,0;17,3;10,87;26,4;0,00;1001,0;
04/04/2024 15:48:21;24,8;1001,9;0,008;24,9;47,3;1001,0;980;12,9;17,3;10,85;26,4;0,00;1001,0;
04/04/2024 15:49:21;24,8;1002,0;0,008;24,8;47,4;1001,0;971;12,9;17,2;10,81;26,3;0,01;1000,9;
04/04/2024 15:50:21;24,8;1002,0;0,008;24,8;47,5;1001,0;975;12,9;17,2;10,83;26,3;0,00;1001,0;
04/04/2024 15:51:21;24,8;1002,0;0,008;24,8;47,5;1001,0;974;12,9;17,2;10,83;26,3;0,00;1001,0;
04/04/2024 15:52:21;24,8;1002,0;0,008;24,8;47,6;1001,0;974;12,9;17,3;10,85;26,3;0,00;1001,0;
04/04/2024 15:53:21;24,8;1002,0;0,008;24,8;47,7;1001,0;979;13,0;17,3;10,88;26,3;0,00;1001,0;
04/04/2024 15:54:21;24,8;1002,0;0,008;24,8;47,5;1001,0;974;12,9;17,2;10,83;26,3;0,00;1001,0;
04/04/2024 15:55:21;24,8;1002,1;0,008;24,8;47,6;1001,1;973;12,9;17,3;10,85;26,3;0,00;1001,0;
04/04/2024 15:56:21;24,8;1002,0;0,008;24,8;47,6;1001,1;973;12,9;17,3;10,85;26,3;0,00;1001,1;
04/04/2024 15:57:21;24,8;1002,1;0,008;24,8;47,5;1001,1;964;12,9;17,2;10,83;26,3;0,00;1001,1;
04/04/2024 15:58:21;24,8;1002,1;0,008;24,8;47,5;1001,1;954;12,9;17,2;10,83;26,3;0,00;1001,1;
04/04/2024 15:59:21;24,7;1002,1;0,008;24,8;47,6;1001,1;945;12,9;17,3;10,85;26,3;0,00;1001,2;
04/04/2024 16:00:21;24,8;1002,1;0,008;24,8;47,5;1001,2;942;12,9;17,2;10,83;26,3;0,00;1001,2;
04/04/2024 16:01:21;24,8;1002,1;0,008;24,8;47,5;1001,1;936;12,9;17,2;10,83;26,3;0,00;1001,1;
04/04/2024 16:02:21;24,8;1002,1;0,008;24,8;47,6;1001,1;948;12,9;17,3;10,85;26,3;0,00;1001,1;
04/04/2024 16:03:21;24,8;1002,2;0,008;24,8;47,5;1001,1;946;12,9;17,2;10,83;26,3;0,00;1001,2;
04/04/2024 16:04:21;24,7;1002,1;0,008;24,8;47,7;1001,2;941;13,0;17,3;10,88;26,3;0,00;1001,2;
04/04/2024 16:05:21;24,7;1002,1;0,008;24,8;47,7;1001,2;945;13,0;17,3;10,88;26,3;0,00;1001,2;
04/04/2024 16:06:21;24,7;1002,2;0,008;24,8;47,7;1001,2;937;13,0;17,3;10,88;26,3;0,00;1001,2;
04/04/2024 16:07:21;24,7;1002,2;0,008;24,8;47,7;1001,2;932;13,0;17,3;10,88;26,3;0,00;1001,2;
04/04/2024 16:08:21;24,7;1002,2;0,008;24,7;47,8;1001,2;927;12,9;17,2;10,84;26,3;0,00;1001,2;
04/04/2024 16:09:21;24,7;1002,2;0,008;24,7;47,7;1001,2;930;12,9;17,2;10,81;26,3;0,00;1001,2;
04/04/2024 16:10:21;24,7;1002,1;0,008;24,7;47,9;1001,1;949;12,9;17,2;10,86;26,3;0,00;1001,2;
