#t(s)	T TESTO (°C)	T DS18B20 (°C)
1335	42.6	36.1875
1336	42.6	36.1875
1337	42.6	36.125
1338	42.6	36.125
1339	42.6	36.125
1340	42.6	36.125
1341	42.6	36.1875
1342	42.6	36.125
1343	42.6	36.1875
1344	42.6	36.1875
1345	42.6	36.1875
1346	42.6	36.1875
1347	42.6	36.1875
1348	42.6	36.1875
1349	42.6	36.1875
1350	42.6	36.125
1351	42.6	36.1875
1352	42.6	36.1875
1353	42.6	36.1875
1354	42.6	36.1875
1355	42.6	36.1875
1356	42.6	36.1875
1357	42.6	36.1875
1358	42.6	36.125
1359	42.6	36.1875
1360	42.6	36.1875
1361	42.6	36.1875
1362	42.6	36.1875
1363	42.6	36.1875
1364	42.6	36.1875
1365	42.6	36.1875
1366	42.6	36.1875
1367	42.6	36.1875
1368	42.6	36.1875
1369	42.6	36.1875
1370	42.6	36.1875
1371	42.6	36.1875
1372	42.6	36.1875
1373	42.6	36.1875
1374	42.6	36.1875
1375	42.6	36.1875
1376	42.6	36.1875
1377	42.6	36.1875
1378	42.6	36.1875
1379	42.6	36.1875
1380	42.6	36.1875
1381	42.6	36.1875
1382	42.6	36.1875
1383	42.6	36.1875
1384	42.6	36.1875
1385	42.6	36.1875
1386	42.6	36.1875
1387	42.6	36.1875
1388	42.6	36.1875
1389	42.6	36.1875
1390	42.6	36.1875
1391	42.6	36.1875
1392	42.6	36.1875
1393	42.6	36.1875
1394	42.6	36.1875
1395	42.6	36.1875
1396	42.6	36.1875
1397	42.6	36.1875
1398	42.6	36.25
1399	42.6	36.25
1400	42.6	36.1875
1401	42.6	36.1875
1402	42.6	36.1875
1403	42.6	36.1875
1404	42.6	36.1875
1405	42.6	36.1875
1406	42.6	36.1875
1407	42.6	36.1875
1408	42.6	36.1875
1409	42.6	36.1875
1410	42.6	36.1875
1411	42.6	36.25
1412	42.6	36.1875
1413	42.6	36.1875
1414	42.6	36.1875
1415	42.6	36.25
1416	42.6	36.1875
1417	42.7	36.25
1418	42.7	36.1875
1419	42.6	36.25
1420	42.6	36.1875
1421	42.6	36.25
1422	42.6	36.1875
1423	42.6	36.1875
1424	42.6	36.1875
1425	42.6	36.25
1426	42.6	36.1875
1427	42.7	36.25
1428	42.7	36.1875
1429	42.6	36.1875
1430	42.6	36.25
1431	42.7	36.1875
1432	42.7	36.1875
1433	42.7	36.125
1434	42.7	36.125
1435	42.7	36.1875
1436	42.7	36.1875
1437	42.6	36.1875
1438	42.6	36.1875
1439	42.7	36.1875
1440	42.7	36.1875
1441	42.7	36.1875
1442	42.7	36.1875
1443	42.7	36.1875
1444	42.7	36.1875
1445	42.7	36.1875
1446	42.7	36.1875
1447	42.7	36.1875
1448	42.7	36.1875
1449	42.7	36.1875
1450	42.7	36.1875
1451	42.7	36.1875
1452	42.7	36.1875
1453	42.7	36.1875
1454	42.7	36.1875
1455	42.7	36.25
1456	42.7	36.25
1457	42.7	36.1875
1458	42.7	36.25
1459	42.7	36.1875
1460	42.7	36.1875
1461	42.7	36.1875
1462	42.7	36.25
1463	42.7	36.25
1464	42.7	36.25
1465	42.7	36.25
1466	42.7	36.25
1467	42.7	36.1875
1468	42.7	36.25
1469	42.7	36.25
1470	42.7	36.1875
1471	42.7	36.25
1472	42.7	36.25
1473	42.7	36.25
1474	42.7	36.25
1475	42.7	36.1875
1476	42.7	36.1875
1477	42.7	36.25
1478	42.7	36.25
1479	42.7	36.25
1480	42.7	36.25
1481	42.7	36.1875
1482	42.7	36.1875
1483	42.7	36.25
1484	42.7	36.25
1485	42.7	36.25
1486	42.7	36.25
1487	42.7	36.25
1488	42.7	36.25
1489	42.7	36.25
1490	42.7	36.25
1491	42.7	36.25
1492	42.7	36.25
1493	42.7	36.25
1494	42.7	36.25
1495	42.7	36.25
1496	42.7	36.25
1497	42.7	36.25
1498	42.7	36.25
1499	42.7	36.25
1500	42.7	36.25
1501	42.7	36.25
1502	42.7	36.25
1503	42.7	36.25
1504	42.7	36.25
1505	42.7	36.25
1506	42.7	36.25
1507	42.7	36.25
1508	42.7	36.25
1509	42.7	36.25
1510	42.7	36.25
1511	42.7	36.25
1512	42.7	36.25
1513	42.7	36.25
1514	42.7	36.25
1515	42.7	36.25
1516	42.7	36.25
1517	42.7	36.25
1518	42.7	36.25
1519	42.7	36.25
1520	42.7	36.25
1521	42.7	36.25
1522	42.7	36.25
1523	42.7	36.25
1524	42.7	36.25
1525	42.7	36.25
1526	42.7	36.25
1527	42.7	36.25
1528	42.7	36.25
1529	42.7	36.3125
1530	42.7	36.25
1531	42.7	36.25
1532	42.7	36.25
1533	42.7	36.25
1534	42.7	36.25
1535	42.7	36.25
1536	42.7	36.25
1537	42.7	36.25
1538	42.7	36.3125
1539	42.7	36.25
1540	42.7	36.25
1541	42.7	36.25
1542	42.7	36.25
1543	42.7	36.25
1544	42.7	36.25
1545	42.7	36.25
1546	42.7	36.3125
1547	42.7	36.25
1548	42.7	36.25
1549	42.7	36.3125
1550	42.7	36.25
1551	42.7	36.25
1552	42.7	36.25
1553	42.7	36.25
1554	42.7	36.3125
1555	42.7	36.3125
1556	42.7	36.3125
1557	42.7	36.25
1558	42.7	36.3125
1559	42.7	36.3125
1560	42.7	36.3125
1561	42.7	36.3125
1562	42.7	36.3125
1563	42.7	36.3125
1564	42.7	36.3125
1565	42.7	36.3125
1566	42.7	36.3125
1567	42.7	36.25
1568	42.7	36.3125
1569	42.7	36.3125
1570	42.7	36.3125
1571	42.7	36.3125
1572	42.7	36.3125
1573	42.7	36.3125
1574	42.7	36.3125
1575	42.7	36.3125
1576	42.7	36.3125
1577	42.7	36.3125
1578	42.7	36.3125
1579	42.7	36.3125
1580	42.7	36.3125
1581	42.7	36.3125
1582	42.7	36.3125
1583	42.7	36.3125
1584	42.7	36.3125
1585	42.7	36.3125
1586	42.7	36.3125
1587	42.7	36.3125
1588	42.7	36.3125
1589	42.7	36.3125
1590	42.7	36.3125
1591	42.7	36.3125
1592	42.7	36.3125
1593	42.7	36.3125
1594	42.7	36.3125
1595	42.7	36.3125
1596	42.7	36.3125
1597	42.7	36.3125
1598	42.7	36.3125
1599	42.7	36.3125
1600	42.7	36.3125
1601	42.7	36.3125
1602	42.7	36.3125
1603	42.7	36.3125
1604	42.7	36.3125
1605	42.7	36.3125
1606	42.7	36.3125
1607	42.7	36.3125
1608	42.7	36.3125
1609	42.7	36.3125
1610	42.7	36.3125
1611	42.7	36.3125
1612	42.7	36.3125
1613	42.7	36.3125
1614	42.7	36.3125
1615	42.7	36.3125
1616	42.7	36.3125
1617	42.7	36.3125
1618	42.7	36.3125
1619	42.7	36.3125
1620	42.7	36.3125
1621	42.7	36.3125
1622	42.7	36.3125
1623	42.7	36.3125
1624	42.7	36.3125
1625	42.7	36.3125
1626	42.7	36.3125
1627	42.7	36.3125
1628	42.7	36.3125
1629	42.7	36.3125
1630	42.8	36.3125
1631	42.8	36.375
1632	42.8	36.3125
1633	42.8	36.3125
1634	42.8	36.375
1635	42.8	36.3125
1636	42.8	36.3125
1637	42.8	36.3125
1638	42.8	36.3125
1639	42.8	36.3125
1640	42.8	36.3125
1641	42.8	36.3125
1642	42.8	36.3125
1643	42.8	36.3125
1644	42.8	36.3125
1645	42.8	36.3125
1646	42.8	36.375
1647	42.8	36.3125
1648	42.8	36.375
1649	42.8	36.375
1650	42.8	36.375
1651	42.8	36.3125
1652	42.8	36.375
1653	42.8	36.375
1654	42.8	36.3125
1655	42.8	36.375
1656	42.8	36.375
1657	42.8	36.375
1658	42.8	36.375
1659	42.8	36.3125
1660	42.8	36.375
1661	42.8	36.375
1662	42.8	36.375
1663	42.8	36.3125
1664	42.8	36.375
1665	42.8	36.3125
1666	42.8	36.3125
1667	42.8	36.375
1668	42.8	36.375
1669	42.8	36.375
1670	42.8	36.375
1671	42.8	36.3125
1672	42.8	36.375
1673	42.8	36.375
1674	42.8	36.375
1675	42.8	36.375
1676	42.8	36.375
1677	42.8	36.375
1678	42.8	36.375
1679	42.8	36.375
1680	42.8	36.3125
1681	42.8	36.375
1682	42.8	36.375
1683	42.8	36.3125
1684	42.8	36.375
1685	42.8	36.375
1686	42.8	36.375
1687	42.8	36.375
1688	42.8	36.375
1689	42.8	36.375
1690	42.8	36.375
1691	42.8	36.375
1692	42.8	36.375
1693	42.8	36.375
1694	42.8	36.375
1695	42.8	36.375
1696	42.8	36.375
1697	42.8	36.375
1698	42.8	36.375
1699	42.8	36.375
1700	42.8	36.375
1701	42.8	36.375
1702	42.8	36.375
1703	42.8	36.375
1704	42.8	36.375
1705	42.8	36.375
1706	42.8	36.375
1707	42.8	36.375
1708	42.8	36.375
1709	42.8	36.375
1710	42.8	36.375
1711	42.8	36.375
1712	42.8	36.375
1713	42.8	36.375
1714	42.8	36.375
1715	42.8	36.375
1716	42.8	36.375
1717	42.8	36.375
1718	42.8	36.375
1719	42.8	36.375
1720	42.8	36.375
1721	42.8	36.375
1722	42.8	36.375
1723	42.8	36.375
1724	42.8	36.375
1725	42.8	36.375
1726	42.8	36.375
1727	42.8	36.375
1728	42.8	36.375
1729	42.8	36.375
1730	42.8	36.375
1731	42.8	36.375
1732	42.8	36.375
1733	42.8	36.375
1734	42.8	36.375
1735	42.8	36.375
1736	42.8	36.375
1737	42.8	36.375
1738	42.8	36.375
1739	42.8	36.375
1740	42.8	36.375
1741	42.8	36.375
1742	42.8	36.375
1743	42.8	36.375
1744	42.8	36.375
1745	42.8	36.375
1746	42.8	36.375
1747	42.8	36.375
1748	42.8	36.375
1749	42.8	36.375
1750	42.8	36.375
1751	42.8	36.375
1752	42.8	36.375
1753	42.8	36.375
1754	42.8	36.375
1755	42.8	36.375
1756	42.8	36.375
1757	42.8	36.4375
1758	42.8	36.375
1759	42.8	36.375
1760	42.8	36.4375
1761	42.8	36.375
1762	42.8	36.4375
1763	42.8	36.375
1764	42.8	36.375
1765	42.8	36.375
1766	42.8	36.375
1767	42.8	36.375
1768	42.8	36.375
1769	42.8	36.375
1770	42.8	36.375
1771	42.8	36.4375
1772	42.8	36.375
1773	42.8	36.4375
1774	42.8	36.4375
1775	42.8	36.375
1776	42.8	36.375
1777	42.8	36.375
1778	42.8	36.375
1779	42.8	36.4375
1780	42.8	36.4375
1781	42.8	36.375
1782	42.8	36.4375
1783	42.8	36.4375
1784	42.8	36.375
1785	42.8	36.4375
1786	42.8	36.4375
1787	42.8	36.375
1788	42.8	36.4375
1789	42.8	36.375
1790	42.8	36.4375
1791	42.8	36.4375
1792	42.8	36.375
1793	42.8	36.375
1794	42.8	36.375
1795	42.8	36.4375
1796	42.8	36.4375
1797	42.8	36.4375
1798	42.8	36.375
1799	42.8	36.4375
1800	42.8	36.375
1801	42.8	36.375
1802	42.8	36.375
1803	42.8	36.375
1804	42.8	36.4375
1805	42.8	36.4375
1806	42.8	36.4375
1807	42.8	36.4375
1808	42.8	36.375
1809	42.8	36.375
1810	42.8	36.4375
1811	42.8	36.4375
1812	42.8	36.4375
1813	42.8	36.4375
1814	42.8	36.4375
1815	42.8	36.4375
1816	42.8	36.375
1817	42.8	36.4375
1818	42.8	36.4375
1819	42.8	36.4375
1820	42.8	36.4375
1821	42.8	36.4375
1822	42.8	36.4375
1823	42.8	36.4375
1824	42.8	36.375
1825	42.8	36.4375
1826	42.8	36.4375
1827	42.8	36.4375
1828	42.8	36.4375
1829	42.8	36.4375
1830	42.8	36.4375
1831	42.8	36.4375
1832	42.8	36.4375
1833	42.8	36.4375
1834	42.8	36.4375
1835	42.8	36.4375
1836	42.8	36.4375
1837	42.8	36.4375
1838	42.9	36.4375
1839	42.9	36.4375
1840	42.8	36.4375
1841	42.8	36.4375
1842	42.8	36.4375
1843	42.8	36.4375
1844	42.8	36.4375
1845	42.8	36.4375
1846	42.8	36.4375
1847	42.8	36.375
1848	42.8	36.4375
1849	42.8	36.4375
1850	42.8	36.4375
1851	42.8	36.4375
1852	42.8	36.4375
1853	42.8	36.4375
1854	42.9	36.4375
1855	42.9	36.4375
1856	42.9	36.4375
1857	42.9	36.4375
1858	42.9	36.4375
1859	42.9	36.4375
1860	42.9	36.4375
1861	42.9	36.4375
1862	42.9	36.4375
1863	42.9	36.4375
1864	42.9	36.4375
1865	42.9	36.4375
1866	42.9	36.4375
1867	42.9	36.4375
1868	42.9	36.4375
1869	42.9	36.4375
1870	42.9	36.4375
1871	42.9	36.4375
1872	42.9	36.4375
1873	42.9	36.4375
1874	42.9	36.4375
1875	42.9	36.4375
1876	42.9	36.4375
1877	42.9	36.4375
1878	42.9	36.4375
1879	42.9	36.4375
1880	42.9	36.4375
1881	42.9	36.4375
1882	42.9	36.4375
1883	42.9	36.4375
1884	42.9	36.4375
1885	42.9	36.4375
1886	42.9	36.4375
1887	42.9	36.4375
1888	42.9	36.4375
1889	42.9	36.4375
1890	42.9	36.4375
1891	42.9	36.4375
1892	42.9	36.4375
1893	42.9	36.4375
1894	42.9	36.4375
1895	42.9	36.4375
1896	42.9	36.4375
1897	42.9	36.4375
1898	42.9	36.5
1899	42.9	36.4375
1900	42.9	36.4375
1901	42.9	36.4375
1902	42.9	36.5
1903	42.9	36.5
1904	42.9	36.5
1905	42.9	36.4375
1906	42.9	36.4375
1907	42.9	36.5
1908	42.9	36.4375
1909	42.9	36.4375
1910	42.9	36.5
1911	42.9	36.4375
1912	42.9	36.4375
1913	42.9	36.4375
1914	42.9	36.5
1915	42.9	36.5
1916	42.9	36.5
1917	42.9	36.5
1918	42.9	36.4375
1919	42.9	36.5
1920	42.9	36.5
1921	42.9	36.4375
1922	42.9	36.5
1923	42.9	36.5
1924	42.9	36.5
1925	42.9	36.5
1926	42.9	36.5
1927	42.9	36.5
1928	42.9	36.5
1929	42.9	36.5
1930	42.9	36.5
1931	42.9	36.5
1932	42.9	36.5
1933	42.9	36.5
1934	42.9	36.5
1935	42.9	36.5
1936	42.9	36.5
1937	42.9	36.5
1938	42.9	36.5
1939	42.9	36.5
1940	42.9	36.5
1941	42.9	36.5
1942	42.9	36.5
1943	42.9	36.5
1944	42.9	36.5
1945	42.9	36.5
1946	42.9	36.5
1947	42.9	36.5
1948	42.9	36.5
1949	42.9	36.5
1950	42.9	36.5
1951	42.9	36.5
1952	42.9	36.5
1953	42.9	36.5
1954	42.9	36.5
1955	42.9	36.5
1956	42.9	36.5
1957	42.9	36.5
1958	42.9	36.5
1959	42.9	36.5
1960	42.9	36.5
1961	42.9	36.5
1962	42.9	36.5
1963	42.9	36.5
1964	42.9	36.5
1965	42.9	36.5
1966	42.9	36.5
1967	42.9	36.5
1968	42.9	36.5
1969	42.9	36.5625
1970	42.9	36.5
1971	42.9	36.5
1972	42.9	36.5
1973	42.9	36.5
1974	42.9	36.5
1975	42.9	36.5
1976	42.9	36.5
1977	42.9	36.5
1978	42.9	36.5
1979	42.9	36.5
1980	43	36.5
1981	43	36.5
1982	42.9	36.5
1983	42.9	36.5
1984	42.9	36.5
1985	42.9	36.5
1986	42.9	36.5
1987	42.9	36.5
1988	42.9	36.5
1989	42.9	36.5
1990	42.9	36.5
1991	42.9	36.5
1992	42.9	36.5
1993	42.9	36.5
1994	42.9	36.5
1995	42.9	36.5
1996	42.9	36.5
1997	42.9	36.5
1998	42.9	36.5
1999	42.9	36.5
2000	42.9	36.5
2001	42.9	36.5
2002	43	36.5
2003	43	36.5
2004	42.9	36.5
2005	42.9	36.5
2006	42.9	36.5
2007	42.9	36.5
2008	42.9	36.5
2009	42.9	36.5625
2010	43	36.5
2011	43	36.5
2012	42.9	36.5
2013	42.9	36.5
2014	42.9	36.5
2015	42.9	36.5
2016	43	36.5
2017	43	36.5
2018	43	36.5
2019	43	36.5
2020	43	36.5
2021	43	36.5
2022	42.9	36.5
2023	42.9	36.5
2024	43	36.5
2025	43	36.5
2026	43	36.5
2027	43	36.5
2028	42.9	36.5
2029	42.9	36.5
2030	43	36.5
2031	43	36.5
2032	43	36.5
2033	43	36.5
2034	43	36.5625
2035	43	36.5
2036	43	36.5
2037	43	36.5625
2038	42.9	36.5
2039	42.9	36.5625
2040	43	36.5
2041	43	36.5
2042	43	36.5
2043	43	36.5
2044	43	36.5
2045	43	36.5625
2046	43	36.5625
2047	43	36.5625
2048	43	36.5625
2049	43	36.5625
2050	43	36.5625
2051	43	36.5625
2052	43	36.5625
2053	43	36.5
2054	43	36.5625
2055	43	36.5625
2056	43	36.5625
2057	43	36.5
2058	43	36.5625
2059	43	36.5625
2060	43	36.5625
2061	43	36.5625
2062	43	36.5625
2063	43	36.5625
2064	43	36.5625
2065	43	36.5625
2066	43	36.5625
2067	43	36.5625
2068	43	36.5625
2069	43	36.5625
2070	43	36.5625
2071	43	36.5
2072	43	36.5625
2073	43	36.5625
2074	43	36.5625
2075	43	36.5625
2076	43	36.5625
2077	43	36.5625
2078	43	36.5625
2079	43	36.5625
2080	43	36.5625
2081	43	36.5625
2082	43	36.5625
2083	43	36.5625
2084	43	36.5625
2085	43	36.5625
2086	43	36.5625
2087	43	36.5625
2088	43	36.5625
2089	43	36.5625
2090	43	36.5625
2091	43	36.5625
2092	43	36.5625
2093	43	36.5625
2094	43	36.5625
2095	43	36.5625
2096	43	36.5625
2097	43	36.5625
2098	43	36.5625
2099	43	36.5625
2100	43	36.5625
2101	43	36.5625
2102	43	36.5625
2103	43	36.5625
2104	43	36.625
2105	43	36.5625
2106	43	36.5625
2107	43	36.5625
2108	43	36.5625
2109	43	36.5625
2110	43	36.5625
2111	43	36.5625
2112	43	36.5625
2113	43	36.5625
2114	43	36.5625
2115	43	36.5625
2116	43	36.5625
2117	43	36.5625
2118	43	36.5625
2119	43	36.5625
2120	43	36.5625
2121	43	36.5625
2122	43	36.5625
2123	43	36.5625
2124	43	36.5625
2125	43	36.5625
2126	43	36.5625
2127	43	36.5625
2128	43	36.5625
2129	43	36.5625
2130	43	36.5625
2131	43	36.5625
2132	43	36.5625
2133	43	36.5625
2134	43	36.5625
2135	43	36.5625
2136	43	36.625
2137	43	36.5625
2138	43	36.5625
2139	43	36.5625
2140	43	36.5625
2141	43	36.5625
2142	43	36.5625
2143	43	36.625
2144	43	36.5625
2145	43	36.625
2146	43	36.5625
2147	43	36.5625
2148	43	36.5625
2149	43	36.625
2150	43	36.625
2151	43	36.5625
2152	43	36.625
2153	43	36.5625
2154	43	36.5625
2155	43	36.625
2156	43	36.5625
2157	43	36.625
2158	43	36.625
2159	43	36.5625
2160	43	36.625
2161	43	36.5625
2162	43	36.625
2163	43	36.625
2164	43	36.625
2165	43	36.625
2166	43	36.5625
2167	43	36.5625
2168	43	36.625
2169	43	36.5625
2170	43	36.5625
2171	43	36.5625
2172	43	36.5625
2173	43	36.5625
2174	43	36.625
2175	43	36.625
2176	43	36.625
2177	43	36.625
2178	43	36.625
2179	43	36.5625
2180	43	36.625
2181	43	36.625
2182	43	36.625
2183	43	36.625
2184	43	36.625
2185	43	36.625
2186	43	36.625
2187	43	36.625
2188	43	36.625
2189	43	36.5625
2190	43	36.625
2191	43	36.625
2192	43	36.625
2193	43	36.5625
2194	43	36.625
2195	43	36.625
2196	43	36.625
2197	43	36.625
2198	43	36.625
2199	43	36.625
2200	43	36.625
2201	43	36.625
2202	43	36.625
2203	43.1	36.625
2204	43.1	36.625
2205	43	36.625
2206	43	36.625
2207	43	36.625
2208	43	36.625
2209	43.1	36.625
2210	43.1	36.625
2211	43	36.625
2212	43	36.625
2213	43	36.625
2214	43	36.625
2215	43.1	36.625
2216	43.1	36.625
2217	43	36.625
2218	43	36.625
2219	43	36.625
2220	43	36.625
2221	43.1	36.625
2222	43.1	36.625
2223	43	36.625
2224	43	36.625
2225	43.1	36.625
2226	43.1	36.625
2227	43	36.625
2228	43	36.625
2229	43	36.625
2230	43	36.625
2231	43	36.625
2232	43	36.625
2233	43	36.625
2234	43	36.625
2235	43.1	36.625
2236	43.1	36.625
2237	43.1	36.625
2238	43.1	36.625
2239	43.1	36.625
2240	43.1	36.625
2241	43.1	36.625
2242	43.1	36.625
2243	43.1	36.6875
2244	43.1	36.625
2245	43.1	36.625
2246	43.1	36.625
2247	43.1	36.6875
2248	43.1	36.625
2249	43.1	36.625
2250	43.1	36.625
2251	43.1	36.625
2252	43.1	36.625
2253	43.1	36.625
2254	43.1	36.625
2255	43.1	36.6875
2256	43.1	36.625
2257	43.1	36.625
2258	43.1	36.625
2259	43.1	36.6875
2260	43.1	36.625
2261	43.1	36.6875
2262	43.1	36.6875
2263	43.1	36.6875
2264	43.1	36.625
2265	43.1	36.6875
2266	43.1	36.6875
2267	43.1	36.6875
2268	43.1	36.6875
2269	43.1	36.625
2270	43.1	36.6875
2271	43.1	36.6875
2272	43.1	36.625
2273	43.1	36.625
2274	43.1	36.625
2275	43.1	36.6875
2276	43.1	36.6875
2277	43.1	36.625
2278	43.1	36.625
2279	43.1	36.625
2280	43.1	36.625
2281	43.1	36.6875
2282	43.1	36.6875
2283	43.1	36.6875
2284	43.1	36.6875
2285	43.1	36.625
2286	43.1	36.625
2287	43.1	36.625
2288	43.1	36.6875
2289	43.1	36.6875
2290	43.1	36.6875
2291	43.1	36.6875
2292	43.1	36.6875
2293	43.1	36.6875
2294	43.1	36.6875
2295	43.1	36.6875
2296	43.1	36.625
2297	43.1	36.625
2298	43.1	36.6875
2299	43.1	36.6875
2300	43.1	36.6875
2301	43.1	36.6875
2302	43.1	36.6875
2303	43.1	36.6875
2304	43.1	36.6875
2305	43.1	36.6875
2306	43.1	36.6875
2307	43.1	36.6875
2308	43.1	36.6875
2309	43.1	36.6875
2310	43.1	36.6875
2311	43.1	36.6875
2312	43.1	36.6875
2313	43.1	36.6875
2314	43.1	36.6875
2315	43.1	36.6875
2316	43.1	36.6875
2317	43.1	36.6875
2318	43.1	36.6875
2319	43.1	36.6875
2320	43.1	36.6875
2321	43.1	36.6875
2322	43.1	36.6875
2323	43.1	36.6875
2324	43.1	36.625
2325	43.1	36.6875
2326	43.1	36.6875
2327	43.1	36.6875
2328	43.1	36.6875
2329	43.1	36.6875
2330	43.1	36.6875
2331	43.1	36.6875
2332	43.1	36.6875
2333	43.1	36.6875
2334	43.1	36.625
2335	43.1	36.6875
2336	43.1	36.6875
2337	43.1	36.6875
2338	43.1	36.6875
2339	43.1	36.6875
2340	43.1	36.6875
2341	43.1	36.6875
2342	43.1	36.6875
2343	43.1	36.6875
2344	43.1	36.6875
2345	43.1	36.6875
2346	43.1	36.6875
2347	43.1	36.6875
2348	43.1	36.6875
2349	43.1	36.6875
2350	43.1	36.6875
2351	43.1	36.6875
2352	43.1	36.6875
2353	43.1	36.6875
2354	43.1	36.6875
2355	43.1	36.6875
2356	43.1	36.6875
2357	43.1	36.6875
2358	43.1	36.6875
2359	43.1	36.6875
2360	43.1	36.6875
2361	43.1	36.6875
2362	43.1	36.6875
2363	43.1	36.6875
2364	43.1	36.6875
2365	43.1	36.6875
2366	43.1	36.6875
2367	43.1	36.6875
2368	43.1	36.6875
2369	43.1	36.6875
2370	43.1	36.6875
2371	43.1	36.6875
2372	43.1	36.6875
2373	43.1	36.6875
2374	43.1	36.6875
2375	43.1	36.6875
2376	43.1	36.6875
2377	43.1	36.6875
2378	43.1	36.6875
2379	43.1	36.6875
2380	43.1	36.6875
2381	43.1	36.6875
2382	43.1	36.6875
2383	43.1	36.6875
2384	43.1	36.6875
2385	43.1	36.6875
2386	43.1	36.6875
2387	43.1	36.6875
2388	43.1	36.6875
2389	43.1	36.6875
2390	43.1	36.6875
2391	43.1	36.6875
2392	43.1	36.6875
2393	43.1	36.6875
2394	43.2	36.6875
2395	43.2	36.6875
2396	43.2	36.6875
2397	43.2	36.6875
2398	43.2	36.6875
2399	43.2	36.6875
2400	43.2	36.6875
2401	43.2	36.6875
2402	43.2	36.6875
2403	43.2	36.6875
2404	43.2	36.6875
2405	43.2	36.6875
2406	43.2	36.75
2407	43.2	36.6875
2408	43.2	36.6875
2409	43.2	36.75
2410	43.2	36.75
2411	43.2	36.6875
2412	43.2	36.6875
2413	43.2	36.6875
2414	43.2	36.75
2415	43.2	36.75
2416	43.2	36.75
2417	43.2	36.75
2418	43.2	36.6875
2419	43.2	36.75
2420	43.2	36.6875
2421	43.2	36.75
2422	43.2	36.6875
2423	43.2	36.75
2424	43.2	36.75
2425	43.2	36.75
2426	43.2	36.75
2427	43.2	36.75
2428	43.2	36.75
2429	43.2	36.75
2430	43.2	36.75
2431	43.2	36.75
2432	43.2	36.75
2433	43.2	36.75
2434	43.2	36.75
2435	43.2	36.75
2436	43.2	36.75
2437	43.2	36.75
2438	43.2	36.75
