#t(s)	T TESTO (°C)	T DS18B20 (°C)
792	42.1	35.6875
793	42.1	35.6875
794	42.1	35.6875
795	42.1	35.6875
796	42.1	35.6875
797	42.1	35.6875
798	42.2	35.6875
799	42.2	35.6875
800	42.1	35.75
801	42.1	35.6875
802	42.2	35.6875
803	42.2	35.6875
804	42.2	35.6875
805	42.2	35.6875
806	42.2	35.6875
807	42.2	35.6875
808	42.2	35.6875
809	42.2	35.6875
810	42.2	35.6875
811	42.2	35.6875
812	42.2	35.6875
813	42.2	35.6875
814	42.2	35.75
815	42.2	35.6875
816	42.2	35.6875
817	42.2	35.6875
818	42.2	35.75
819	42.2	35.75
820	42.2	35.6875
821	42.2	35.75
822	42.2	35.75
823	42.2	35.6875
824	42.2	35.6875
825	42.2	35.6875
826	42.2	35.75
827	42.2	35.6875
828	42.2	35.75
829	42.2	35.75
830	42.2	35.75
831	42.2	35.75
832	42.2	35.75
833	42.2	35.75
834	42.2	35.75
835	42.2	35.75
836	42.2	35.75
837	42.2	35.75
838	42.2	35.75
839	42.2	35.75
840	42.2	35.75
841	42.2	35.75
842	42.2	35.75
843	42.2	35.75
844	42.2	35.75
845	42.2	35.75
846	42.2	35.75
847	42.2	35.75
848	42.2	35.75
849	42.2	35.75
850	42.2	35.75
851	42.2	35.75
852	42.2	35.75
853	42.2	35.75
854	42.2	35.75
855	42.2	35.75
856	42.2	35.75
857	42.2	35.75
858	42.2	35.75
859	42.2	35.75
860	42.2	35.75
861	42.2	35.75
862	42.2	35.75
863	42.2	35.75
864	42.2	35.75
865	42.3	35.75
866	42.3	35.75
867	42.2	35.75
868	42.2	35.75
869	42.3	35.75
870	42.3	35.75
871	42.3	35.75
872	42.3	35.8125
873	42.3	35.75
874	42.3	35.8125
875	42.3	35.8125
876	42.3	35.75
877	42.3	35.75
878	42.3	35.8125
879	42.3	35.8125
880	42.3	35.75
881	42.3	35.8125
882	42.3	35.75
883	42.3	35.75
884	42.3	35.75
885	42.3	35.8125
886	42.3	35.8125
887	42.3	35.8125
888	42.3	35.8125
889	42.3	35.8125
890	42.3	35.8125
891	42.3	35.8125
892	42.3	35.8125
893	42.3	35.8125
894	42.3	35.8125
895	42.3	35.8125
896	42.3	35.8125
897	42.3	35.8125
898	42.3	35.8125
899	42.3	35.8125
900	42.3	35.8125
901	42.3	35.75
902	42.3	35.8125
903	42.3	35.8125
904	42.3	35.8125
905	42.3	35.8125
906	42.3	35.8125
907	42.3	35.8125
908	42.3	35.8125
909	42.3	35.8125
910	42.3	35.8125
911	42.3	35.8125
912	42.3	35.8125
913	42.3	35.8125
914	42.3	35.8125
915	42.3	35.8125
916	42.3	35.8125
917	42.3	35.8125
918	42.3	35.8125
919	42.3	35.8125
920	42.3	35.8125
921	42.3	35.8125
922	42.3	35.8125
923	42.3	35.8125
924	42.3	35.8125
925	42.3	35.8125
926	42.3	35.8125
927	42.3	35.8125
928	42.3	35.8125
929	42.3	35.8125
930	42.3	35.8125
931	42.3	35.875
932	42.3	35.8125
933	42.3	35.8125
934	42.3	35.8125
935	42.3	35.8125
936	42.3	35.8125
937	42.3	35.875
938	42.3	35.8125
939	42.3	35.875
940	42.3	35.8125
941	42.3	35.8125
942	42.3	35.875
943	42.3	35.875
944	42.3	35.875
945	42.3	35.8125
946	42.3	35.875
947	42.3	35.875
948	42.3	35.875
949	42.3	35.875
950	42.3	35.875
951	42.3	35.875
952	42.3	35.875
953	42.3	35.875
954	42.3	35.875
955	42.3	35.875
956	42.3	35.875
957	42.3	35.875
958	42.3	35.875
959	42.3	35.875
960	42.3	35.875
961	42.3	35.875
962	42.3	35.875
963	42.3	35.875
964	42.3	35.875
965	42.3	35.875
966	42.3	35.875
967	42.3	35.875
968	42.3	35.875
969	42.3	35.875
970	42.3	35.875
971	42.3	35.875
972	42.3	35.875
973	42.3	35.875
974	42.3	35.875
975	42.3	35.875
976	42.3	35.875
977	42.3	35.875
978	42.3	35.875
979	42.3	35.875
980	42.3	35.875
981	42.3	35.875
982	42.3	35.875
983	42.3	35.875
984	42.3	35.875
985	42.3	35.875
986	42.3	35.9375
987	42.3	35.875
988	42.3	35.9375
989	42.3	35.875
990	42.3	35.9375
991	42.3	35.875
992	42.3	35.875
993	42.3	35.875
994	42.3	35.875
995	42.3	35.9375
996	42.3	35.875
997	42.3	35.9375
998	42.3	35.875
999	42.3	35.875
1000	42.3	35.875
1001	42.3	35.875
1002	42.3	35.875
1003	42.3	35.875
1004	42.3	35.875
1005	42.3	35.875
1006	42.3	35.875
1007	42.3	35.875
1008	42.3	35.875
1009	42.3	35.875
1010	42.3	35.875
1011	42.3	35.875
1012	42.3	35.9375
1013	42.3	35.9375
1014	42.3	35.9375
1015	42.3	35.9375
1016	42.3	35.9375
1017	42.3	35.875
1018	42.3	35.9375
1019	42.3	35.875
1020	42.3	35.9375
1021	42.3	35.9375
1022	42.3	35.9375
1023	42.3	35.875
1024	42.3	35.9375
1025	42.3	35.875
1026	42.3	35.9375
1027	42.4	35.9375
1028	42.4	35.9375
1029	42.3	35.9375
1030	42.3	35.875
1031	42.3	35.9375
1032	42.3	35.875
1033	42.3	35.9375
1034	42.3	35.9375
1035	42.3	35.9375
1036	42.3	35.9375
1037	42.4	35.9375
1038	42.4	35.9375
1039	42.3	35.9375
1040	42.3	35.875
1041	42.3	35.9375
1042	42.3	35.9375
1043	42.4	35.9375
1044	42.4	35.9375
1045	42.3	35.9375
1046	42.3	35.9375
1047	42.3	35.9375
1048	42.3	35.9375
1049	42.4	35.9375
1050	42.4	35.9375
1051	42.4	35.9375
1052	42.4	35.9375
1053	42.3	35.9375
1054	42.3	35.9375
1055	42.4	35.9375
1056	42.4	35.9375
1057	42.4	35.9375
1058	42.4	35.9375
1059	42.4	35.9375
1060	42.4	35.9375
1061	42.4	35.9375
1062	42.4	35.9375
1063	42.4	35.9375
1064	42.4	35.9375
1065	42.4	35.9375
1066	42.4	35.9375
1067	42.4	35.9375
1068	42.4	35.9375
1069	42.4	35.9375
1070	42.4	35.9375
1071	42.4	35.9375
1072	42.4	35.9375
1073	42.4	35.9375
1074	42.4	35.9375
1075	42.4	35.9375
1076	42.4	35.9375
1077	42.4	35.9375
1078	42.4	35.9375
1079	42.4	35.9375
1080	42.4	35.9375
1081	42.4	35.9375
1082	42.4	36
1083	42.4	35.9375
1084	42.4	35.9375
1085	42.4	35.9375
1086	42.4	35.9375
1087	42.4	35.9375
1088	42.4	36
1089	42.4	35.9375
1090	42.4	35.9375
1091	42.4	35.9375
1092	42.4	36
1093	42.4	35.9375
1094	42.4	36
1095	42.4	36
1096	42.4	36
1097	42.4	35.9375
1098	42.4	35.9375
1099	42.4	35.9375
1100	42.4	36
1101	42.4	35.9375
1102	42.4	35.9375
1103	42.4	35.9375
1104	42.4	35.9375
1105	42.4	36
1106	42.4	35.9375
1107	42.4	36
1108	42.4	36
1109	42.4	36
1110	42.4	36
1111	42.4	35.9375
1112	42.4	36
1113	42.4	36
1114	42.4	35.9375
1115	42.4	36
1116	42.4	36
1117	42.4	36
1118	42.4	36
1119	42.4	36
1120	42.4	36
1121	42.4	36
1122	42.4	36
1123	42.4	36
1124	42.4	36
1125	42.4	36
1126	42.4	36
1127	42.4	36
1128	42.4	36
1129	42.4	36
1130	42.4	36
1131	42.4	36
1132	42.4	36
1133	42.4	36
1134	42.4	36
1135	42.4	36
1136	42.4	36
1137	42.4	36
1138	42.4	36
1139	42.4	36
1140	42.4	36
1141	42.4	36
1142	42.4	36
1143	42.4	36
1144	42.4	36
1145	42.4	36
1146	42.4	36
1147	42.4	36
1148	42.4	36
1149	42.4	36.0625
1150	42.4	36
1151	42.4	36
1152	42.4	36
1153	42.4	36
1154	42.4	36
1155	42.4	36
1156	42.4	36
1157	42.4	36
1158	42.4	36
1159	42.4	36
1160	42.4	36
1161	42.4	36
1162	42.4	36
1163	42.4	36.0625
1164	42.4	36
1165	42.4	36
1166	42.4	36.0625
1167	42.4	36
1168	42.5	36
1169	42.5	36
1170	42.5	36
1171	42.5	36.0625
1172	42.5	36.0625
1173	42.5	36
1174	42.5	36.0625
1175	42.5	36.0625
1176	42.5	36.0625
1177	42.5	36
1178	42.5	36
1179	42.5	36
1180	42.5	36.0625
1181	42.5	36.0625
1182	42.5	36.0625
1183	42.5	36.0625
1184	42.5	36.0625
1185	42.5	36.0625
1186	42.5	36.0625
1187	42.5	36.0625
1188	42.5	36.0625
1189	42.5	36.0625
1190	42.5	36.0625
1191	42.5	36.0625
1192	42.5	36.0625
1193	42.5	36.0625
1194	42.5	36.0625
1195	42.5	36
1196	42.5	36
1197	42.5	36.0625
1198	42.5	36
1199	42.5	36.0625
1200	42.5	36.0625
1201	42.5	36.0625
1202	42.5	36.0625
1203	42.5	36.0625
1204	42.5	36.0625
1205	42.5	36.0625
1206	42.5	36.0625
1207	42.5	36.0625
1208	42.5	36.0625
1209	42.5	36.0625
1210	42.5	36.0625
1211	42.5	36.0625
1212	42.5	36.0625
1213	42.5	36.0625
1214	42.5	36.0625
1215	42.5	36.0625
1216	42.5	36.0625
1217	42.5	36.0625
1218	42.5	36.0625
1219	42.5	36.0625
1220	42.5	36.0625
1221	42.5	36.0625
1222	42.5	36.0625
1223	42.5	36.0625
1224	42.5	36.0625
1225	42.5	36.0625
1226	42.5	36.0625
1227	42.5	36.0625
1228	42.5	36.0625
1229	42.5	36.0625
1230	42.5	36.0625
1231	42.5	36.0625
1232	42.5	36.0625
1233	42.5	36.0625
1234	42.5	36.0625
1235	42.5	36.0625
1236	42.5	36.0625
1237	42.5	36.125
1238	42.5	36.0625
1239	42.5	36.0625
1240	42.5	36.0625
1241	42.5	36.0625
1242	42.5	36.0625
1243	42.5	36.0625
1244	42.5	36.0625
1245	42.5	36.0625
1246	42.5	36.0625
1247	42.5	36.0625
1248	42.5	36.0625
1249	42.5	36.125
1250	42.5	36.0625
1251	42.5	36.0625
1252	42.5	36.0625
1253	42.5	36.125
1254	42.5	36.0625
1255	42.5	36.0625
1256	42.5	36.0625
1257	42.5	36.0625
1258	42.5	36.0625
1259	42.5	36.0625
1260	42.5	36.0625
1261	42.5	36.0625
1262	42.5	36.0625
1263	42.5	36.0625
1264	42.5	36.0625
1265	42.5	36.125
1266	42.6	36.0625
1267	42.6	36.125
1268	42.5	36.125
1269	42.5	36.125
1270	42.5	36.125
1271	42.6	36.125
1272	42.5	36.125
1273	42.5	36.0625
1274	42.5	36.0625
1275	42.5	36.0625
1276	42.6	36.125
1277	42.6	36.125
1278	42.5	36.125
1279	42.5	36.125
1280	42.6	36.125
1281	42.6	36.125
1282	42.6	36.125
1283	42.6	36.125
1284	42.6	36.125
1285	42.6	36.125
1286	42.6	36.125
1287	42.6	36.125
1288	42.6	36.125
1289	42.6	36.125
1290	42.6	36.125
1291	42.6	36.125
1292	42.6	36.125
1293	42.6	36.125
1294	42.6	36.125
1295	42.6	36.125
1296	42.6	36.125
1297	42.6	36.125
1298	42.6	36.125
1299	42.6	36.125
1300	42.6	36.125
1301	42.6	36.125
1302	42.6	36.125
1303	42.6	36.125
1304	42.6	36.125
1305	42.6	36.125
1306	42.6	36.125
1307	42.6	36.125
1308	42.6	36.125
1309	42.6	36.125
1310	42.6	36.125
1311	42.6	36.125
1312	42.6	36.125
1313	42.6	36.125
1314	42.6	36.125
1315	42.6	36.125
1316	42.6	36.125
1317	42.6	36.125
1318	42.6	36.125
1319	42.6	36.125
1320	42.6	36.125
1321	42.6	36.125
1322	42.6	36.125
1323	42.6	36.1875
1324	42.6	36.125
1325	42.6	36.125
1326	42.6	36.125
1327	42.6	36.125
1328	42.6	36.125
1329	42.6	36.1875
1330	42.6	36.125
1331	42.6	36.1875
1332	42.6	36.125
1333	42.6	36.125
1334	42.6	36.125
