#t(s)	T TESTO (°C)	T DS18B20 (°C)
1312	35.2	30.8125
1313	35.2	30.8125
1314	35.2	30.8125
1315	35.2	30.875
1316	35.2	30.875
1317	35.2	30.875
1318	35.2	30.875
1319	35.2	30.875
1320	35.2	30.875
1321	35.2	30.875
1322	35.2	30.875
1323	35.2	30.875
1324	35.2	30.875
1325	35.2	30.875
1326	35.2	30.875
1327	35.2	30.8125
1328	35.2	30.875
1329	35.2	30.875
1330	35.2	30.875
1331	35.2	30.875
1332	35.2	30.875
1333	35.2	30.875
1334	35.2	30.875
1335	35.2	30.875
1336	35.2	30.875
1337	35.2	30.875
1338	35.2	30.875
1339	35.2	30.875
1340	35.2	30.875
1341	35.2	30.875
1342	35.2	30.875
1343	35.2	30.875
1344	35.2	30.875
1345	35.2	30.875
1346	35.2	30.875
1347	35.2	30.875
1348	35.2	30.875
1349	35.2	30.875
1350	35.2	30.875
1351	35.2	30.875
1352	35.2	30.875
1353	35.2	30.875
1354	35.2	30.875
1355	35.2	30.875
1356	35.2	30.875
1357	35.2	30.9375
1358	35.2	30.875
1359	35.2	30.875
1360	35.2	30.875
1361	35.2	30.875
1362	35.2	30.9375
1363	35.2	30.875
1364	35.2	30.875
1365	35.2	30.875
1366	35.2	30.875
1367	35.2	30.875
1368	35.2	30.9375
1369	35.2	30.9375
1370	35.2	30.875
1371	35.2	30.875
1372	35.2	30.875
1373	35.2	30.9375
1374	35.2	30.875
1375	35.2	30.9375
1376	35.2	30.9375
1377	35.2	30.9375
1378	35.2	30.9375
1379	35.2	30.9375
1380	35.2	30.9375
1381	35.2	30.875
1382	35.2	30.875
1383	35.2	30.9375
1384	35.2	30.9375
1385	35.2	30.9375
1386	35.2	30.875
1387	35.2	30.9375
1388	35.2	30.9375
1389	35.2	30.9375
1390	35.2	30.9375
1391	35.2	30.875
1392	35.2	30.9375
1393	35.2	30.9375
1394	35.2	30.9375
1395	35.2	30.9375
1396	35.2	30.9375
1397	35.2	30.9375
1398	35.2	30.875
1399	35.2	30.9375
1400	35.2	30.9375
1401	35.2	30.9375
1402	35.2	30.9375
1403	35.2	30.9375
1404	35.2	30.9375
1405	35.2	30.9375
1406	35.2	30.9375
1407	35.2	30.9375
1408	35.2	30.9375
1409	35.2	30.9375
1410	35.2	30.9375
1411	35.2	30.9375
1412	35.2	30.9375
1413	35.2	30.9375
1414	35.2	30.9375
1415	35.2	30.9375
1416	35.2	30.9375
1417	35.2	30.9375
1418	35.2	30.9375
1419	35.2	30.9375
1420	35.2	30.9375
1421	35.2	30.9375
1422	35.2	30.9375
1423	35.2	30.9375
1424	35.2	30.9375
1425	35.2	30.9375
1426	35.2	30.9375
1427	35.2	30.9375
1428	35.2	30.9375
1429	35.2	30.9375
1430	35.2	30.9375
1431	35.2	30.9375
1432	35.2	30.9375
1433	35.2	30.9375
1434	35.2	30.9375
1435	35.2	31
1436	35.2	30.9375
1437	35.2	30.9375
1438	35.2	30.9375
1439	35.2	30.9375
1440	35.2	30.9375
1441	35.2	30.9375
1442	35.2	30.9375
1443	35.2	30.9375
1444	35.2	30.9375
1445	35.2	31
1446	35.2	30.9375
1447	35.2	30.9375
1448	35.2	30.9375
1449	35.2	30.9375
1450	35.2	30.9375
1451	35.2	31
1452	35.2	30.9375
1453	35.2	30.9375
1454	35.2	30.9375
1455	35.2	30.9375
1456	35.2	30.9375
1457	35.2	30.9375
1458	35.2	30.9375
1459	35.2	30.9375
1460	35.2	30.9375
1461	35.2	30.9375
1462	35.2	30.9375
1463	35.2	31
1464	35.2	30.9375
1465	35.2	30.9375
1466	35.2	31
1467	35.2	31
1468	35.2	31
1469	35.2	31
1470	35.2	31
1471	35.2	30.9375
1472	35.2	30.9375
1473	35.2	30.9375
1474	35.2	31
1475	35.2	31
1476	35.2	31
1477	35.2	31
1478	35.2	30.9375
1479	35.2	31
1480	35.2	30.9375
1481	35.2	31
1482	35.2	31
1483	35.3	31
1484	35.3	30.9375
1485	35.3	31
1486	35.3	31
1487	35.3	31
1488	35.3	30.9375
1489	35.3	30.9375
1490	35.3	31
1491	35.3	31
1492	35.3	31
1493	35.3	31
1494	35.3	31
1495	35.3	31
1496	35.3	31
1497	35.3	31
1498	35.3	31
1499	35.3	31
1500	35.3	31
1501	35.3	31
1502	35.3	31
1503	35.3	31
1504	35.3	31
1505	35.3	31
1506	35.3	31
1507	35.3	31
1508	35.3	31
1509	35.3	31
1510	35.3	31
1511	35.3	31
1512	35.3	31
1513	35.3	31
1514	35.3	31
1515	35.3	31
1516	35.3	31
1517	35.3	31
1518	35.3	31
1519	35.3	31
1520	35.3	31
1521	35.3	31
1522	35.3	31
1523	35.3	31
1524	35.3	31
1525	35.3	31
1526	35.3	31
1527	35.3	31
1528	35.3	31
1529	35.3	31
1530	35.3	31
1531	35.3	31
1532	35.3	31
1533	35.3	31
1534	35.3	31
1535	35.3	31
1536	35.3	31
1537	35.3	31
1538	35.3	31
1539	35.3	31
1540	35.3	31
1541	35.3	31
1542	35.3	31
1543	35.3	31
1544	35.3	31
1545	35.3	31.0625
1546	35.3	31
1547	35.3	31
1548	35.3	31
1549	35.3	31
1550	35.3	31.0625
1551	35.3	31
1552	35.3	31.0625
1553	35.3	31
1554	35.3	31.0625
1555	35.3	31.0625
1556	35.3	31
1557	35.3	31.0625
1558	35.3	31.0625
1559	35.3	31
1560	35.3	31
1561	35.3	31.0625
1562	35.3	31.0625
1563	35.3	31.0625
1564	35.3	31.0625
1565	35.3	31
1566	35.3	31.0625
1567	35.3	31.0625
1568	35.3	31.0625
1569	35.3	31.0625
1570	35.3	31.0625
1571	35.3	31
1572	35.3	31.0625
1573	35.3	31.0625
1574	35.3	31.0625
1575	35.3	31.0625
1576	35.3	31
1577	35.3	31.0625
1578	35.3	31
1579	35.3	31.0625
1580	35.3	31.0625
1581	35.3	31.0625
1582	35.3	31.0625
1583	35.3	31.0625
1584	35.3	31.0625
1585	35.3	31.0625
1586	35.3	31.0625
1587	35.3	31.0625
1588	35.3	31.0625
1589	35.3	31.0625
1590	35.3	31.0625
1591	35.3	31.0625
1592	35.3	31.0625
1593	35.3	31.0625
1594	35.3	31.0625
1595	35.3	31.0625
1596	35.3	31.0625
1597	35.3	31.0625
1598	35.3	31.0625
1599	35.3	31.0625
1600	35.3	31.0625
1601	35.3	31.0625
1602	35.3	31.0625
1603	35.3	31.0625
1604	35.3	31.0625
1605	35.3	31.0625
1606	35.3	31.0625
1607	35.3	31.0625
1608	35.3	31.0625
1609	35.3	31.0625
1610	35.3	31.0625
1611	35.3	31.0625
1612	35.3	31.0625
1613	35.3	31.0625
1614	35.3	31.0625
1615	35.3	31.0625
1616	35.3	31.0625
1617	35.3	31.0625
1618	35.3	31.0625
1619	35.3	31.0625
1620	35.3	31.0625
1621	35.4	31.0625
1622	35.4	31.0625
1623	35.4	31.0625
1624	35.4	31.0625
1625	35.4	31.0625
1626	35.4	31.0625
1627	35.4	31.0625
1628	35.4	31.0625
1629	35.3	31.0625
1630	35.3	31.0625
1631	35.4	31.0625
1632	35.4	31.0625
1633	35.4	31.0625
1634	35.4	31.0625
1635	35.4	31.0625
1636	35.4	31.0625
1637	35.4	31.0625
1638	35.4	31.0625
1639	35.4	31.0625
1640	35.4	31.0625
1641	35.4	31.0625
1642	35.4	31.0625
1643	35.4	31.0625
1644	35.4	31.0625
1645	35.3	31.125
1646	35.3	31.0625
1647	35.4	31.0625
1648	35.4	31.0625
1649	35.4	31.0625
1650	35.4	31.0625
1651	35.4	31.0625
1652	35.4	31.0625
1653	35.4	31.0625
1654	35.4	31.0625
1655	35.4	31.0625
1656	35.4	31.0625
1657	35.4	31.0625
1658	35.4	31.0625
1659	35.4	31.0625
1660	35.4	31.0625
1661	35.4	31.0625
1662	35.4	31.0625
1663	35.4	31.0625
1664	35.4	31.0625
1665	35.4	31.0625
1666	35.4	31.125
1667	35.4	31.0625
1668	35.4	31.0625
1669	35.4	31.0625
1670	35.4	31.125
1671	35.4	31.0625
1672	35.4	31.0625
1673	35.4	31.125
1674	35.4	31.125
1675	35.4	31.125
1676	35.4	31.125
1677	35.4	31.125
1678	35.4	31.125
1679	35.4	31.125
1680	35.4	31.125
1681	35.4	31.125
1682	35.4	31.0625
1683	35.3	31.125
1684	35.3	31.125
1685	35.4	31.125
1686	35.4	31.125
1687	35.4	31.125
1688	35.4	31.125
1689	35.4	31.125
1690	35.4	31.125
1691	35.4	31.0625
1692	35.4	31.125
1693	35.4	31.125
1694	35.4	31.125
1695	35.4	31.125
1696	35.4	31.125
1697	35.4	31.125
1698	35.4	31.125
1699	35.4	31.125
1700	35.4	31.125
1701	35.4	31.125
1702	35.4	31.125
1703	35.4	31.125
1704	35.4	31.125
1705	35.4	31.125
1706	35.4	31.125
1707	35.3	31.125
1708	35.3	31.125
1709	35.4	31.125
1710	35.4	31.125
1711	35.4	31.125
1712	35.4	31.125
1713	35.4	31.125
1714	35.4	31.125
1715	35.4	31.125
1716	35.4	31.125
1717	35.4	31.125
1718	35.4	31.125
1719	35.4	31.125
1720	35.4	31.125
1721	35.4	31.125
1722	35.4	31.125
1723	35.4	31.125
1724	35.4	31.125
1725	35.4	31.125
1726	35.4	31.125
1727	35.4	31.125
1728	35.4	31.125
1729	35.4	31.125
1730	35.4	31.125
1731	35.4	31.125
1732	35.4	31.125
1733	35.4	31.125
1734	35.4	31.125
1735	35.4	31.125
1736	35.4	31.1875
1737	35.4	31.125
1738	35.4	31.125
1739	35.4	31.125
1740	35.4	31.125
1741	35.4	31.125
1742	35.4	31.125
1743	35.4	31.125
1744	35.4	31.125
1745	35.4	31.125
1746	35.4	31.125
1747	35.4	31.125
1748	35.4	31.125
1749	35.4	31.125
1750	35.4	31.1875
1751	35.4	31.125
1752	35.4	31.1875
1753	35.4	31.125
1754	35.4	31.125
1755	35.4	31.125
1756	35.4	31.125
1757	35.4	31.1875
1758	35.4	31.125
1759	35.4	31.1875
1760	35.4	31.125
1761	35.4	31.125
1762	35.4	31.125
1763	35.4	31.1875
1764	35.4	31.125
1765	35.4	31.125
1766	35.4	31.125
1767	35.4	31.1875
1768	35.4	31.125
1769	35.4	31.125
1770	35.4	31.125
1771	35.4	31.125
1772	35.4	31.1875
1773	35.4	31.1875
1774	35.4	31.1875
1775	35.4	31.125
1776	35.4	31.125
1777	35.4	31.125
1778	35.4	31.125
1779	35.4	31.125
1780	35.4	31.125
1781	35.4	31.1875
1782	35.4	31.1875
1783	35.4	31.1875
1784	35.4	31.1875
1785	35.4	31.125
1786	35.4	31.1875
1787	35.4	31.1875
1788	35.4	31.1875
1789	35.4	31.1875
1790	35.4	31.1875
1791	35.4	31.1875
1792	35.4	31.1875
1793	35.4	31.1875
1794	35.4	31.1875
1795	35.4	31.1875
1796	35.4	31.1875
1797	35.4	31.1875
1798	35.4	31.1875
1799	35.4	31.1875
1800	35.4	31.1875
1801	35.4	31.1875
1802	35.4	31.1875
1803	35.4	31.1875
1804	35.5	31.1875
1805	35.5	31.125
1806	35.5	31.1875
1807	35.5	31.1875
1808	35.5	31.1875
1809	35.5	31.1875
1810	35.5	31.1875
1811	35.5	31.1875
1812	35.5	31.1875
1813	35.5	31.1875
1814	35.5	31.1875
1815	35.5	31.1875
1816	35.5	31.1875
1817	35.5	31.1875
1818	35.5	31.1875
1819	35.5	31.1875
1820	35.5	31.1875
1821	35.5	31.1875
1822	35.5	31.1875
1823	35.5	31.1875
1824	35.5	31.1875
1825	35.5	31.1875
1826	35.5	31.1875
1827	35.5	31.1875
1828	35.5	31.1875
1829	35.5	31.1875
1830	35.5	31.1875
1831	35.5	31.1875
1832	35.5	31.1875
1833	35.5	31.1875
1834	35.5	31.1875
1835	35.5	31.1875
1836	35.5	31.1875
1837	35.5	31.1875
1838	35.5	31.1875
1839	35.5	31.1875
1840	35.5	31.1875
1841	35.5	31.1875
1842	35.5	31.25
1843	35.5	31.1875
1844	35.5	31.1875
1845	35.5	31.1875
1846	35.5	31.1875
1847	35.5	31.1875
1848	35.5	31.1875
1849	35.5	31.1875
1850	35.5	31.25
1851	35.5	31.1875
1852	35.5	31.1875
1853	35.5	31.1875
1854	35.5	31.1875
1855	35.5	31.1875
1856	35.5	31.1875
1857	35.5	31.1875
1858	35.5	31.1875
1859	35.5	31.1875
1860	35.5	31.25
1861	35.5	31.25
1862	35.5	31.1875
1863	35.5	31.25
1864	35.5	31.1875
1865	35.5	31.1875
1866	35.5	31.1875
1867	35.5	31.1875
1868	35.5	31.1875
1869	35.5	31.1875
1870	35.5	31.25
1871	35.5	31.1875
1872	35.5	31.1875
1873	35.5	31.25
1874	35.5	31.25
1875	35.5	31.1875
1876	35.5	31.25
1877	35.5	31.1875
1878	35.5	31.25
1879	35.5	31.1875
1880	35.5	31.25
1881	35.5	31.25
1882	35.5	31.1875
1883	35.5	31.1875
1884	35.5	31.1875
1885	35.5	31.1875
1886	35.5	31.1875
1887	35.5	31.25
1888	35.5	31.25
1889	35.5	31.25
1890	35.5	31.25
1891	35.5	31.25
1892	35.5	31.1875
1893	35.5	31.25
1894	35.5	31.25
1895	35.5	31.25
1896	35.5	31.25
1897	35.5	31.1875
1898	35.5	31.25
1899	35.5	31.1875
1900	35.5	31.25
1901	35.5	31.25
1902	35.5	31.1875
1903	35.5	31.25
1904	35.5	31.25
1905	35.5	31.25
1906	35.5	31.25
1907	35.5	31.25
1908	35.5	31.25
1909	35.5	31.1875
1910	35.5	31.25
1911	35.5	31.25
1912	35.5	31.25
1913	35.5	31.25
1914	35.5	31.25
1915	35.5	31.25
1916	35.5	31.1875
1917	35.5	31.25
1918	35.5	31.25
1919	35.5	31.25
1920	35.5	31.1875
1921	35.5	31.25
1922	35.5	31.25
1923	35.5	31.25
1924	35.5	31.25
1925	35.5	31.25
1926	35.5	31.25
1927	35.5	31.25
1928	35.5	31.25
1929	35.5	31.25
1930	35.5	31.25
1931	35.5	31.25
1932	35.5	31.25
1933	35.5	31.25
1934	35.5	31.25
1935	35.5	31.25
1936	35.5	31.25
1937	35.5	31.25
1938	35.5	31.25
1939	35.5	31.25
1940	35.5	31.25
1941	35.5	31.25
1942	35.5	31.25
1943	35.5	31.25
1944	35.5	31.25
1945	35.5	31.25
1946	35.5	31.25
1947	35.5	31.25
1948	35.5	31.25
1949	35.5	31.25
1950	35.5	31.25
1951	35.5	31.25
1952	35.6	31.25
1953	35.6	31.25
1954	35.5	31.25
1955	35.5	31.25
1956	35.5	31.25
1957	35.5	31.25
1958	35.5	31.25
1959	35.5	31.25
1960	35.6	31.25
1961	35.6	31.25
1962	35.5	31.25
1963	35.5	31.25
1964	35.6	31.25
1965	35.6	31.25
1966	35.6	31.25
1967	35.6	31.25
1968	35.5	31.25
1969	35.5	31.25
1970	35.5	31.25
1971	35.5	31.25
1972	35.5	31.25
1973	35.5	31.25
1974	35.5	31.25
1975	35.6	31.25
1976	35.6	31.25
1977	35.6	31.25
1978	35.6	31.25
1979	35.5	31.25
1980	35.5	31.25
1981	35.6	31.25
1982	35.6	31.25
1983	35.5	31.3125
1984	35.5	31.25
1985	35.6	31.25
1986	35.6	31.25
1987	35.6	31.25
1988	35.6	31.3125
1989	35.6	31.25
1990	35.6	31.25
1991	35.6	31.25
1992	35.6	31.3125
1993	35.6	31.25
1994	35.6	31.25
1995	35.6	31.25
1996	35.6	31.25
1997	35.6	31.3125
1998	35.6	31.3125
1999	35.6	31.25
2000	35.6	31.25
2001	35.6	31.3125
2002	35.6	31.3125
2003	35.6	31.3125
2004	35.6	31.25
2005	35.6	31.3125
2006	35.6	31.25
2007	35.6	31.3125
2008	35.6	31.3125
2009	35.6	31.3125
2010	35.6	31.25
2011	35.6	31.3125
2012	35.6	31.3125
2013	35.6	31.3125
2014	35.6	31.25
2015	35.6	31.3125
2016	35.6	31.3125
2017	35.6	31.3125
2018	35.6	31.3125
2019	35.6	31.3125
2020	35.6	31.3125
2021	35.6	31.3125
2022	35.6	31.25
2023	35.6	31.25
2024	35.6	31.3125
2025	35.6	31.3125
2026	35.6	31.3125
2027	35.6	31.3125
2028	35.6	31.3125
2029	35.6	31.3125
2030	35.6	31.3125
2031	35.6	31.3125
2032	35.6	31.3125
2033	35.6	31.3125
2034	35.6	31.25
2035	35.6	31.3125
2036	35.6	31.3125
2037	35.6	31.3125
2038	35.6	31.3125
2039	35.6	31.3125
2040	35.6	31.3125
2041	35.6	31.3125
2042	35.6	31.3125
2043	35.6	31.3125
2044	35.6	31.3125
2045	35.6	31.3125
2046	35.6	31.3125
2047	35.6	31.3125
2048	35.6	31.3125
2049	35.6	31.3125
2050	35.6	31.3125
2051	35.6	31.3125
2052	35.6	31.3125
2053	35.6	31.3125
2054	35.6	31.3125
2055	35.6	31.3125
2056	35.6	31.3125
2057	35.6	31.3125
2058	35.6	31.3125
2059	35.6	31.3125
2060	35.6	31.3125
2061	35.6	31.3125
2062	35.6	31.3125
2063	35.6	31.375
2064	35.6	31.3125
2065	35.6	31.3125
2066	35.6	31.3125
2067	35.6	31.3125
2068	35.6	31.3125
2069	35.6	31.3125
2070	35.6	31.3125
2071	35.6	31.3125
2072	35.6	31.3125
2073	35.6	31.3125
2074	35.6	31.3125
2075	35.6	31.3125
2076	35.6	31.3125
2077	35.6	31.3125
2078	35.6	31.3125
2079	35.6	31.375
2080	35.6	31.3125
2081	35.6	31.3125
2082	35.6	31.3125
2083	35.6	31.3125
2084	35.6	31.3125
2085	35.6	31.3125
2086	35.6	31.375
2087	35.6	31.3125
2088	35.6	31.3125
2089	35.6	31.3125
2090	35.6	31.375
2091	35.6	31.375
2092	35.6	31.3125
2093	35.6	31.3125
2094	35.6	31.3125
2095	35.6	31.3125
2096	35.6	31.3125
2097	35.6	31.3125
2098	35.6	31.3125
2099	35.6	31.3125
2100	35.6	31.3125
2101	35.6	31.3125
2102	35.6	31.3125
2103	35.6	31.3125
2104	35.6	31.3125
2105	35.6	31.375
2106	35.6	31.3125
2107	35.6	31.375
2108	35.6	31.375
2109	35.6	31.375
2110	35.6	31.375
2111	35.6	31.3125
2112	35.6	31.375
2113	35.6	31.3125
2114	35.6	31.375
2115	35.6	31.3125
2116	35.6	31.3125
2117	35.6	31.3125
2118	35.6	31.375
2119	35.6	31.3125
2120	35.6	31.375
2121	35.6	31.375
2122	35.6	31.3125
2123	35.6	31.375
2124	35.6	31.375
2125	35.6	31.375
2126	35.6	31.375
2127	35.6	31.375
2128	35.6	31.375
2129	35.6	31.375
2130	35.6	31.375
2131	35.6	31.375
2132	35.6	31.3125
2133	35.6	31.375
2134	35.6	31.375
2135	35.6	31.375
2136	35.6	31.375
2137	35.6	31.3125
2138	35.6	31.375
2139	35.6	31.375
2140	35.6	31.3125
2141	35.6	31.375
2142	35.6	31.375
2143	35.6	31.3125
2144	35.6	31.375
2145	35.6	31.3125
2146	35.6	31.375
2147	35.6	31.375
2148	35.6	31.375
2149	35.6	31.375
2150	35.6	31.375
2151	35.6	31.375
2152	35.6	31.375
2153	35.6	31.375
2154	35.6	31.375
2155	35.6	31.375
2156	35.6	31.375
2157	35.6	31.375
2158	35.6	31.375
2159	35.6	31.375
2160	35.6	31.375
2161	35.6	31.375
2162	35.6	31.375
2163	35.6	31.375
2164	35.6	31.375
2165	35.6	31.375
2166	35.6	31.375
2167	35.6	31.375
2168	35.6	31.375
2169	35.6	31.375
2170	35.6	31.375
2171	35.6	31.375
2172	35.6	31.375
2173	35.6	31.375
2174	35.6	31.375
2175	35.6	31.375
2176	35.6	31.375
2177	35.6	31.375
2178	35.6	31.375
2179	35.6	31.4375
2180	35.6	31.375
2181	35.7	31.375
2182	35.7	31.375
2183	35.7	31.375
2184	35.7	31.375
2185	35.7	31.375
2186	35.7	31.375
2187	35.7	31.375
2188	35.7	31.375
2189	35.7	31.375
2190	35.7	31.375
2191	35.7	31.375
2192	35.7	31.375
2193	35.7	31.375
2194	35.7	31.375
2195	35.7	31.4375
2196	35.7	31.375
2197	35.7	31.375
2198	35.7	31.375
2199	35.7	31.375
2200	35.7	31.375
2201	35.7	31.4375
2202	35.7	31.375
2203	35.7	31.4375
2204	35.7	31.375
2205	35.7	31.4375
2206	35.7	31.375
2207	35.7	31.375
2208	35.7	31.4375
2209	35.7	31.375
2210	35.7	31.4375
2211	35.7	31.4375
2212	35.7	31.375
2213	35.7	31.4375
2214	35.7	31.4375
2215	35.7	31.375
2216	35.7	31.4375
2217	35.7	31.375
2218	35.7	31.375
2219	35.7	31.375
2220	35.7	31.4375
2221	35.7	31.4375
2222	35.7	31.4375
2223	35.7	31.375
2224	35.7	31.4375
2225	35.7	31.4375
2226	35.7	31.375
2227	35.7	31.4375
2228	35.7	31.4375
2229	35.7	31.4375
2230	35.7	31.375
2231	35.7	31.4375
2232	35.7	31.375
2233	35.7	31.4375
2234	35.7	31.4375
2235	35.7	31.4375
2236	35.7	31.4375
2237	35.7	31.4375
2238	35.7	31.375
2239	35.7	31.4375
2240	35.7	31.4375
2241	35.7	31.4375
2242	35.7	31.4375
2243	35.7	31.4375
2244	35.7	31.4375
2245	35.7	31.4375
2246	35.7	31.4375
2247	35.7	31.4375
2248	35.7	31.4375
2249	35.7	31.4375
2250	35.7	31.4375
2251	35.7	31.4375
2252	35.7	31.4375
2253	35.7	31.4375
2254	35.7	31.4375
2255	35.7	31.4375
2256	35.7	31.4375
2257	35.7	31.4375
2258	35.7	31.4375
2259	35.7	31.4375
2260	35.7	31.4375
2261	35.7	31.4375
2262	35.7	31.4375
2263	35.7	31.4375
2264	35.7	31.4375
2265	35.7	31.4375
2266	35.7	31.4375
2267	35.7	31.4375
2268	35.7	31.4375
2269	35.7	31.4375
2270	35.7	31.4375
2271	35.7	31.4375
2272	35.7	31.4375
2273	35.7	31.4375
2274	35.7	31.4375
2275	35.7	31.4375
2276	35.7	31.4375
2277	35.7	31.4375
2278	35.7	31.4375
2279	35.7	31.4375
2280	35.7	31.4375
2281	35.7	31.4375
2282	35.7	31.4375
2283	35.7	31.4375
2284	35.7	31.4375
2285	35.7	31.4375
2286	35.7	31.4375
2287	35.7	31.4375
2288	35.7	31.4375
2289	35.7	31.4375
2290	35.7	31.4375
2291	35.7	31.4375
2292	35.7	31.4375
2293	35.7	31.4375
2294	35.7	31.4375
2295	35.7	31.4375
2296	35.7	31.4375
2297	35.7	31.4375
2298	35.7	31.4375
2299	35.7	31.4375
2300	35.7	31.4375
2301	35.7	31.4375
2302	35.7	31.4375
2303	35.7	31.4375
2304	35.7	31.4375
2305	35.7	31.5
2306	35.7	31.4375
2307	35.7	31.4375
2308	35.7	31.5
2309	35.8	31.5
2310	35.8	31.4375
2311	35.8	31.5
2312	35.8	31.4375
2313	35.8	31.5
2314	35.8	31.5
2315	35.8	31.4375
2316	35.8	31.5
2317	35.8	31.4375
2318	35.8	31.4375
2319	35.8	31.5
2320	35.8	31.5
2321	35.8	31.5
2322	35.8	31.5
2323	35.8	31.5
2324	35.8	31.5
2325	35.8	31.4375
2326	35.8	31.5
2327	35.8	31.4375
2328	35.8	31.5
2329	35.8	31.5
2330	35.8	31.5
2331	35.8	31.5
2332	35.8	31.5
2333	35.8	31.5
2334	35.8	31.5
2335	35.8	31.5
2336	35.8	31.5
2337	35.8	31.4375
2338	35.8	31.5
2339	35.8	31.4375
2340	35.8	31.5
2341	35.8	31.5
2342	35.8	31.5
2343	35.8	31.5
2344	35.8	31.5
2345	35.8	31.5
2346	35.8	31.5
2347	35.8	31.5
2348	35.8	31.5
2349	35.8	31.4375
2350	35.8	31.5
2351	35.8	31.5
2352	35.8	31.5
2353	35.8	31.5
2354	35.8	31.5
2355	35.8	31.5
2356	35.8	31.5
2357	35.8	31.5
2358	35.8	31.4375
2359	35.8	31.5
2360	35.8	31.5
2361	35.8	31.5
2362	35.8	31.5
2363	35.8	31.5
2364	35.8	31.5
2365	35.8	31.5
2366	35.8	31.5
2367	35.8	31.5
2368	35.8	31.5
2369	35.8	31.5
2370	35.8	31.5
2371	35.8	31.5
2372	35.8	31.5
2373	35.8	31.5
2374	35.8	31.5
2375	35.8	31.5
2376	35.8	31.5
2377	35.8	31.5
2378	35.8	31.5
2379	35.8	31.5
2380	35.8	31.5
2381	35.8	31.5
2382	35.8	31.5
2383	35.8	31.5
2384	35.8	31.5
2385	35.8	31.5
2386	35.8	31.5
2387	35.8	31.5
2388	35.8	31.5
2389	35.8	31.5
2390	35.8	31.5
2391	35.8	31.5
2392	35.8	31.5625
2393	35.8	31.5
2394	35.8	31.5
2395	35.8	31.5
2396	35.8	31.5
2397	35.8	31.5
2398	35.8	31.5
2399	35.8	31.5
2400	35.8	31.5
2401	35.8	31.5
2402	35.8	31.5
2403	35.8	31.5
2404	35.8	31.5
2405	35.8	31.5
2406	35.8	31.5
2407	35.8	31.5
2408	35.8	31.5625
2409	35.8	31.5
2410	35.8	31.5625
2411	35.8	31.5
2412	35.8	31.5
2413	35.8	31.5
2414	35.8	31.5625
2415	35.8	31.5
2416	35.8	31.5625
2417	35.8	31.5
2418	35.8	31.5
2419	35.8	31.5
2420	35.8	31.5
2421	35.8	31.5
2422	35.8	31.5
2423	35.8	31.5
2424	35.8	31.5625
2425	35.9	31.5
2426	35.9	31.5625
2427	35.9	31.5625
2428	35.9	31.5
2429	35.9	31.5625
2430	35.9	31.5
2431	35.8	31.5
2432	35.8	31.5
2433	35.9	31.5625
2434	35.9	31.5625
2435	35.9	31.5625
2436	35.9	31.5625
2437	35.9	31.5
2438	35.9	31.5625
2439	35.9	31.5
2440	35.9	31.5625
2441	35.9	31.5
2442	35.9	31.5625
2443	35.9	31.5625
2444	35.9	31.5
2445	35.9	31.5
2446	35.9	31.5625
2447	35.9	31.5625
2448	35.9	31.5625
2449	35.9	31.5625
2450	35.9	31.5625
2451	35.9	31.5625
2452	35.9	31.5625
2453	35.9	31.5
2454	35.9	31.5
2455	35.9	31.5625
2456	35.9	31.5625
2457	35.9	31.5625
2458	35.9	31.5625
2459	35.9	31.5625
2460	35.9	31.5
2461	35.9	31.5625
2462	35.9	31.5
2463	35.9	31.5625
2464	35.8	31.5625
2465	35.8	31.5625
2466	35.9	31.5625
2467	35.9	31.5625
2468	35.9	31.5625
2469	35.9	31.5625
2470	35.9	31.5625
2471	35.9	31.5625
2472	35.9	31.5625
2473	35.9	31.5625
2474	35.9	31.5625
2475	35.9	31.5625
2476	35.9	31.5625
2477	35.9	31.5625
2478	35.9	31.5625
2479	35.9	31.5625
2480	35.9	31.5625
2481	35.9	31.5625
2482	35.9	31.5625
2483	35.9	31.5625
2484	35.9	31.5625
2485	35.9	31.5625
2486	35.9	31.5625
2487	35.9	31.5625
2488	35.9	31.5625
2489	35.9	31.5625
2490	35.9	31.5625
2491	35.9	31.5625
2492	35.9	31.5625
2493	35.9	31.5625
2494	35.9	31.5625
2495	35.9	31.5625
2496	35.9	31.5625
2497	35.9	31.5625
2498	35.9	31.5625
2499	35.9	31.5625
2500	35.9	31.5625
2501	35.9	31.5625
2502	35.9	31.5625
2503	35.9	31.5625
2504	35.9	31.5625
2505	35.9	31.5625
2506	35.9	31.5625
2507	35.9	31.5625
2508	35.9	31.5625
2509	35.9	31.5625
2510	35.9	31.5625
2511	35.9	31.5625
2512	35.9	31.5625
2513	35.9	31.5625
2514	35.9	31.5625
2515	35.9	31.5625
2516	35.9	31.5625
2517	35.9	31.5625
2518	35.9	31.5625
2519	35.9	31.5625
2520	35.9	31.5625
2521	35.9	31.5625
2522	35.9	31.5625
2523	35.9	31.5625
2524	35.9	31.5625
2525	35.9	31.5625
2526	35.9	31.5625
2527	35.9	31.5625
2528	35.9	31.5625
2529	35.9	31.5625
2530	35.9	31.5625
2531	35.9	31.5625
2532	35.9	31.5625
2533	35.9	31.5625
2534	35.9	31.5625
2535	35.9	31.5625
2536	35.9	31.5625
2537	35.9	31.5625
2538	35.9	31.5625
