timestamp,uV,digital
495,1517000,1707
1892,1556000,1769
2217,1516000,1728
2502,1512000,1707
2788,1553000,1759
3073,1538000,1751
3358,1505000,1703
3643,1534000,1728
3928,1556000,1770
4213,1518000,1727
4498,1512000,1710
4783,1553000,1758
5068,1540000,1757
5354,1507000,1709
5639,1536000,1729
5925,1557000,1771
6211,1518000,1728
6515,1516000,1711
6800,1560000,1765
7085,1538000,1751
7370,1508000,1707
7655,1538000,1735
7940,1560000,1770
8225,1520000,1728
8510,1516000,1712
8796,1558000,1762
9081,1540000,1756
9366,1510000,1711
9651,1539000,1738
9936,1552000,1775
10296,1512000,1712
10612,1531000,1729
10897,1561000,1771
11183,1526000,1740
11468,1512000,1712
11753,1555000,1757
12038,1549000,1765
12323,1512000,1713
12609,1538000,1734
12968,1550000,1767
13320,1511000,1711
13683,1551000,1749
14044,1542000,1751
14408,1510000,1702
14762,1555000,1766
15109,1534000,1744
15401,1504000,1706
15686,1541000,1739
15973,1552000,1766
16258,1512000,1717
16553,1518000,1713
16838,1558000,1765
17123,1530000,1742
17408,1504000,1700
17694,1538000,1740
17979,1551000,1763
18264,1512000,1716
18549,1516000,1711
18834,1556000,1762
19119,1529000,1744
19405,1505000,1703
19690,1539000,1738
19979,1550000,1763
20273,1508000,1710
20622,1540000,1741
20958,1558000,1774
21249,1516000,1725
21540,1524000,1721
21831,1563000,1771
22121,1537000,1749
22412,1512000,1710
22703,1548000,1746
22993,1556000,1771
23284,1513000,1722
23574,1527000,1727
23865,1564000,1776
24155,1533000,1745
24446,1514000,1712
24737,1558000,1761
25027,1553000,1774
25318,1514000,1719
25609,1537000,1731
25900,1564000,1776
26191,1528000,1741
26491,1522000,1717
26782,1565000,1771
27072,1548000,1767
27363,1514000,1719
27654,1548000,1746
27944,1565000,1783
28235,1525000,1736
28526,1528000,1722
28817,1568000,1776
29107,1544000,1761
29402,1515000,1717
29693,1555000,1754
29983,1563000,1776
30274,1518000,1728
30565,1534000,1728
30856,1566000,1777
31147,1537000,1750
31437,1515000,1712
31728,1556000,1757
32020,1552000,1771
32311,1512000,1716
32603,1536000,1729
32894,1564000,1776
33184,1525000,1740
33475,1513000,1712
33765,1560000,1761
34056,1545000,1762
34347,1512000,1712
34637,1538000,1733
34928,1559000,1776
35219,1520000,1731
35509,1520000,1712
35800,1559000,1762
36091,1538000,1753
36391,1508000,1707
36681,1544000,1743
36972,1555000,1774
37263,1512000,1722
37553,1523000,1718
37844,1563000,1772
38138,1531000,1744
38429,1511000,1705
38723,1549000,1750
39014,1547000,1765
39304,1512000,1714
39595,1530000,1728
39886,1562000,1775
40176,1526000,1739
40467,1514000,1712
40757,1556000,1760
41048,1546000,1763
41339,1512000,1713
41629,1538000,1733
41920,1563000,1776
42211,1525000,1735
42501,1520000,1714
42792,1564000,1767
43083,1543000,1761
43373,1512000,1712
43664,1547000,1744
43955,1560000,1779
44265,1520000,1728
44557,1530000,1728
44847,1569000,1777
45138,1538000,1755
45429,1516000,1714
45719,1559000,1757
46011,1559000,1776
46301,1515000,1722
46602,1538000,1738
46893,1565000,1779
47183,1531000,1744
47474,1520000,1715
47764,1563000,1766
48059,1550000,1766
48350,1513000,1714
48640,1542000,1743
48931,1564000,1780
49222,1525000,1734
49512,1522000,1715
49802,1564000,1773
50093,1544000,1761
50384,1513000,1715
50677,1547000,1746
50968,1560000,1776
51259,1516000,1728
51549,1525000,1719
51840,1565000,1775
52131,1536000,1748
52421,1512000,1711
52713,1553000,1751
53003,1554000,1774
53294,1515000,1721
53585,1532000,1727
53875,1564000,1776
54166,1529000,1743
54457,1514000,1712
54747,1560000,1759
55038,1549000,1769
55328,1512000,1714
55619,1537000,1733
55910,1565000,1778
56201,1524000,1738
56501,1523000,1714
56792,1564000,1770
57082,1544000,1762
57377,1513000,1713
57667,1548000,1744
57958,1564000,1778
58249,1524000,1730
58539,1528000,1725
58830,1566000,1776
59120,1540000,1759
59411,1515000,1713
59701,1556000,1755
59992,1560000,1776
60283,1521000,1727
60573,1538000,1731
60864,1573000,1782
61155,1536000,1752
61446,1520000,1717
61736,1562000,1763
62027,1556000,1775
62317,1518000,1725
62608,1538000,1737
62902,1568000,1782
63192,1533000,1745
63483,1524000,1721
63774,1565000,1774
64064,1553000,1774
64355,1520000,1721
64646,1548000,1746
64936,1569000,1786
65227,1529000,1743
65517,1529000,1727
65808,1569000,1776
66099,1548000,1767
66397,1520000,1719
66692,1556000,1757
66982,1564000,1781
67273,1525000,1732
67563,1536000,1732
67854,1572000,1786
68144,1543000,1760
68435,1524000,1719
68726,1563000,1767
69016,1562000,1779
69307,1521000,1730
69597,1539000,1741
69888,1569000,1786
70179,1537000,1750
70469,1524000,1723
70760,1565000,1774
71051,1555000,1775
71341,1518000,1723
71632,1544000,1744
71922,1567000,1783
72213,1528000,1743
72503,1525000,1719
72794,1565000,1776
73085,1548000,1767
73375,1513000,1716
73666,1551000,1746
73956,1564000,1779
74247,1523000,1735
74541,1528000,1726
74831,1568000,1776
75122,1540000,1760
75413,1515000,1715
75703,1553000,1753
75998,1560000,1775
76289,1516000,1724
76588,1536000,1734
76879,1568000,1781
77169,1534000,1745
77460,1517000,1712
77751,1561000,1760
78041,1548000,1767
78332,1512000,1718
78622,1538000,1734
78913,1564000,1778
79203,1525000,1740
79494,1521000,1714
79785,1564000,1767
80075,1547000,1761
80366,1512000,1714
80656,1546000,1740
80947,1561000,1776
81237,1522000,1731
81528,1524000,1717
81818,1563000,1771
82109,1538000,1753
82400,1512000,1710
82690,1546000,1745
82981,1556000,1776
83271,1515000,1725
83562,1527000,1719
83853,1564000,1775
84143,1533000,1747
84434,1512000,1711
84725,1553000,1754
85015,1552000,1770
85310,1512000,1715
85601,1533000,1728
85891,1564000,1776
86182,1524000,1738
86482,1515000,1712
86776,1560000,1763
87066,1541000,1759
87357,1508000,1712
87647,1538000,1734
87938,1560000,1777
88229,1517000,1728
88519,1520000,1713
88810,1563000,1770
89101,1538000,1756
89391,1510000,1707
89682,1543000,1742
89972,1556000,1774
90263,1513000,1722
90553,1524000,1716
90844,1564000,1773
91135,1534000,1745
91425,1508000,1707
91715,1549000,1747
92006,1551000,1767
92297,1512000,1714
92587,1526000,1721
92878,1561000,1769
