timestamp,uV,digital
545,1537000,1744
1802,1538000,1746
2140,1540000,1745
2431,1539000,1745
2723,1540000,1745
3014,1540000,1745
3304,1540000,1745
3615,1540000,1745
4007,1539000,1747
4370,1539000,1745
4731,1540000,1745
5097,1540000,1752
5466,1537000,1744
5827,1536000,1741
6171,1535000,1739
6517,1535000,1739
6871,1538000,1735
7231,1530000,1738
7594,1532000,1738
7948,1533000,1739
8268,1534000,1738
8553,1531000,1735
8838,1531000,1734
9123,1529000,1735
9408,1530000,1734
9694,1528000,1732
9979,1532000,1738
10265,1529000,1734
10553,1528000,1731
10838,1529000,1730
11132,1532000,1735
11417,1531000,1735
11721,1529000,1733
12029,1533000,1739
12356,1533000,1740
12641,1533000,1738
12926,1536000,1740
13211,1534000,1741
13496,1533000,1737
13782,1535000,1741
14076,1536000,1743
14390,1540000,1743
14744,1538000,1741
15030,1537000,1743
15315,1532000,1744
15600,1528000,1732
15885,1530000,1734
16175,1528000,1731
16489,1529000,1733
16774,1530000,1735
17059,1530000,1734
17344,1529000,1734
17629,1530000,1736
17914,1535000,1734
18200,1529000,1734
18485,1529000,1733
18770,1528000,1731
19055,1529000,1733
19340,1529000,1733
19625,1529000,1730
19910,1531000,1735
20195,1530000,1735
20484,1529000,1734
20769,1531000,1734
21054,1530000,1735
21339,1527000,1733
21624,1529000,1733
21909,1531000,1734
22194,1531000,1737
22480,1530000,1733
22765,1528000,1735
23050,1529000,1737
23335,1530000,1734
23623,1532000,1735
23908,1531000,1739
24201,1533000,1735
24486,1534000,1739
24771,1535000,1739
25056,1536000,1742
25341,1537000,1743
25626,1536000,1743
25912,1536000,1743
26197,1535000,1741
26482,1536000,1743
26767,1536000,1744
27052,1537000,1744
27337,1537000,1743
27622,1538000,1744
27909,1538000,1744
28194,1537000,1744
28479,1538000,1744
28764,1538000,1744
29050,1538000,1744
29335,1538000,1744
29624,1538000,1744
29910,1538000,1745
30195,1539000,1746
30480,1538000,1744
30765,1538000,1744
31050,1540000,1744
31335,1538000,1746
31621,1537000,1744
31906,1538000,1744
32191,1538000,1744
32476,1538000,1743
32761,1537000,1744
33046,1538000,1744
33331,1537000,1743
33617,1537000,1744
33902,1538000,1744
34197,1538000,1744
34482,1538000,1745
34767,1538000,1744
35053,1539000,1744
35338,1538000,1745
35623,1538000,1744
35908,1540000,1747
36193,1539000,1745
36478,1538000,1745
36763,1540000,1747
37048,1542000,1747
37333,1540000,1747
37618,1540000,1747
37903,1541000,1749
38188,1542000,1750
38473,1540000,1746
38763,1540000,1747
39048,1540000,1747
39334,1540000,1745
39619,1538000,1745
39904,1539000,1746
40189,1539000,1745
40474,1539000,1746
40759,1538000,1744
41044,1538000,1744
41329,1538000,1744
41614,1538000,1744
41899,1538000,1744
42184,1536000,1744
42469,1535000,1739
42754,1534000,1741
43040,1536000,1741
43325,1537000,1741
43611,1534000,1741
43896,1534000,1739
44187,1532000,1735
44472,1531000,1737
44757,1528000,1735
45042,1530000,1732
45327,1527000,1731
45612,1526000,1732
45898,1526000,1730
46183,1528000,1731
46485,1528000,1730
46815,1526000,1729
47100,1527000,1729
47385,1527000,1728
47670,1527000,1730
47960,1527000,1730
48245,1525000,1730
48530,1525000,1728
48815,1528000,1730
49100,1527000,1731
49385,1527000,1729
49670,1527000,1730
49955,1529000,1733
50241,1529000,1734
50526,1528000,1731
50811,1531000,1733
51096,1531000,1735
51382,1532000,1734
51667,1531000,1737
51952,1535000,1738
52237,1536000,1739
52522,1534000,1739
52807,1536000,1741
53093,1536000,1742
53378,1536000,1743
53664,1536000,1740
53949,1537000,1744
54242,1536000,1741
54527,1536000,1738
54813,1535000,1741
55098,1534000,1739
55383,1536000,1741
55668,1536000,1741
55953,1533000,1741
56238,1534000,1741
56523,1534000,1740
56808,1536000,1738
57097,1536000,1739
57383,1536000,1739
57668,1535000,1739
57953,1536000,1743
58301,1536000,1739
58663,1534000,1740
59026,1536000,1743
59388,1536000,1739
59752,1536000,1739
60111,1536000,1743
60430,1537000,1742
60715,1537000,1743
61000,1538000,1744
61285,1538000,1744
61570,1538000,1744
61855,1539000,1745
62140,1541000,1744
62425,1538000,1745
62710,1538000,1745
62995,1539000,1747
63280,1539000,1746
63566,1538000,1748
63851,1539000,1746
64147,1540000,1745
64432,1538000,1746
64717,1538000,1744
65003,1539000,1744
65288,1539000,1746
65573,1539000,1747
65858,1539000,1744
66143,1538000,1749
66449,1544000,1747
66812,1538000,1746
67177,1538000,1759
67508,1536000,1743
67821,1537000,1741
68106,1536000,1741
68391,1532000,1739
68676,1534000,1739
68961,1534000,1738
69247,1534000,1738
69532,1531000,1737
69817,1531000,1735
70101,1531000,1737
70387,1529000,1732
70672,1528000,1733
70957,1531000,1734
71242,1529000,1734
71527,1528000,1733
71812,1530000,1735
72097,1531000,1738
72382,1530000,1735
72676,1530000,1734
73021,1538000,1743
73378,1538000,1744
73671,1538000,1743
73961,1538000,1744
74261,1538000,1744
74551,1538000,1744
74842,1538000,1744
75133,1538000,1744
75424,1538000,1743
75715,1537000,1743
76006,1538000,1744
76300,1538000,1743
76591,1538000,1744
76882,1538000,1744
77172,1538000,1744
77463,1537000,1744
77753,1537000,1743
78044,1537000,1743
78335,1537000,1744
78626,1536000,1740
78916,1538000,1742
79207,1532000,1739
79497,1531000,1736
79788,1533000,1740
80079,1534000,1737
80370,1531000,1737
80661,1533000,1739
80951,1534000,1737
81242,1532000,1737
81533,1534000,1737
81824,1533000,1739
82115,1534000,1740
82406,1536000,1738
82696,1536000,1741
82991,1536000,1741
83282,1536000,1741
83573,1536000,1743
83864,1537000,1742
84164,1538000,1742
84455,1537000,1743
84746,1538000,1743
85036,1538000,1744
85327,1538000,1744
85622,1540000,1744
85913,1540000,1746
86204,1538000,1747
86494,1540000,1746
86785,1540000,1749
87076,1540000,1750
87367,1540000,1746
87659,1540000,1749
87950,1542000,1748
88240,1542000,1748
88531,1540000,1749
88822,1543000,1749
89113,1541000,1751
89403,1543000,1750
89694,1540000,1748
89985,1543000,1749
90275,1540000,1745
90566,1538000,1744
90857,1540000,1747
91147,1540000,1746
91439,1538000,1745
91730,1538000,1744
92021,1538000,1744
92311,1538000,1744
92602,1538000,1743
92893,1538000,1744
93184,1538000,1744
93475,1537000,1742
93766,1536000,1741
94066,1536000,1740
94357,1536000,1743
94647,1536000,1741
94943,1536000,1741
95233,1537000,1742
95524,1536000,1742
95815,1535000,1742
96106,1536000,1743
96397,1534000,1743
96689,1538000,1742
96980,1538000,1744
97271,1538000,1744
97561,1538000,1744
97852,1540000,1746
98143,1539000,1747
98434,1539000,1746
98724,1542000,1749
99015,1543000,1751
99305,1546000,1750
99596,1542000,1750
99887,1544000,1751
100178,1544000,1751
100469,1544000,1751
100760,1543000,1755
101051,1548000,1757
101341,1544000,1754
101632,1542000,1751
101922,1546000,1753
102213,1544000,1750
102504,1544000,1750
102795,1543000,1750
103085,1543000,1750
103376,1543000,1750
103667,1540000,1750
103958,1540000,1748
104259,1540000,1747
104550,1538000,1744
104841,1538000,1744
105131,1538000,1746
105421,1538000,1744
105712,1538000,1743
106003,1537000,1744
106294,1537000,1744
106584,1535000,1743
106875,1537000,1742
107166,1536000,1743
107457,1536000,1743
107748,1536000,1739
108038,1536000,1742
108329,1535000,1740
108620,1536000,1743
108910,1538000,1742
109200,1536000,1742
109491,1536000,1742
109782,1536000,1742
