timestamp,uV,digital
3984,1537000,1742
5247,1537000,1744
5576,1534000,1739
5861,1537000,1743
6146,1538000,1745
6431,1533000,1735
6716,1533000,1739
7002,1537000,1742
7288,1536000,1739
7573,1531000,1737
7858,1537000,1739
8159,1536000,1743
8444,1529000,1739
8729,1534000,1737
9014,1535000,1741
9299,1534000,1736
9585,1530000,1734
9870,1533000,1735
10155,1532000,1738
10453,1528000,1733
10739,1528000,1733
11024,1533000,1738
11309,1530000,1735
11594,1528000,1731
11879,1528000,1733
12164,1530000,1735
12450,1528000,1729
12735,1529000,1733
13102,1532000,1734
13452,1525000,1730
13830,1532000,1731
14186,1530000,1735
14550,1528000,1728
14908,1530000,1733
15224,1528000,1737
15509,1527000,1731
15794,1529000,1733
16094,1530000,1737
16447,1530000,1732
16803,1532000,1734
17147,1531000,1739
17465,1530000,1732
17750,1529000,1730
18035,1534000,1741
18320,1529000,1733
18605,1530000,1733
18890,1534000,1738
19175,1534000,1739
19460,1530000,1735
19746,1530000,1734
20031,1532000,1738
20317,1530000,1738
20611,1528000,1731
20896,1533000,1738
21181,1532000,1740
21466,1530000,1737
21752,1531000,1734
22037,1534000,1742
22322,1531000,1737
22631,1534000,1735
22989,1539000,1744
23296,1537000,1744
23591,1536000,1739
23881,1538000,1743
24172,1538000,1745
24463,1537000,1743
24756,1537000,1742
25046,1539000,1744
25337,1536000,1744
25628,1536000,1742
25919,1539000,1744
26210,1539000,1747
26501,1538000,1744
26792,1539000,1744
27082,1542000,1750
27373,1539000,1745
27663,1538000,1745
27954,1544000,1751
28244,1543000,1751
28535,1540000,1749
28825,1547000,1751
29116,1548000,1757
29407,1544000,1753
29698,1544000,1753
29989,1549000,1758
30280,1548000,1759
30580,1548000,1757
30870,1550000,1757
31161,1551000,1759
31452,1548000,1756
31744,1549000,1755
32034,1552000,1763
32325,1549000,1759
32615,1548000,1754
32910,1551000,1760
33201,1550000,1761
33491,1548000,1758
33782,1550000,1757
34073,1552000,1763
34364,1548000,1758
34654,1544000,1750
34945,1548000,1755
35235,1548000,1757
35526,1543000,1751
35817,1548000,1755
36107,1549000,1757
36398,1543000,1750
36688,1540000,1747
36979,1544000,1750
37271,1539000,1748
37561,1538000,1744
37852,1540000,1745
38144,1539000,1746
38434,1536000,1744
38725,1538000,1743
39016,1539000,1745
39306,1536000,1744
39597,1534000,1741
39887,1536000,1742
40179,1534000,1744
40479,1530000,1737
40770,1531000,1733
41060,1535000,1738
41351,1529000,1734
41642,1527000,1730
41933,1527000,1732
42229,1525000,1730
42520,1524000,1728
42810,1527000,1728
43101,1526000,1729
43392,1523000,1727
43683,1523000,1725
43974,1526000,1728
44265,1525000,1728
44556,1521000,1722
44846,1523000,1726
45137,1524000,1729
45428,1522000,1728
45718,1525000,1726
46009,1526000,1729
46300,1524000,1728
46591,1520000,1725
46882,1526000,1729
47173,1528000,1730
47464,1525000,1729
47755,1528000,1730
48045,1531000,1735
48336,1530000,1737
48627,1531000,1733
48918,1534000,1738
49208,1536000,1741
49499,1533000,1737
49789,1535000,1739
50080,1537000,1743
50377,1534000,1742
50668,1536000,1741
50959,1539000,1745
51250,1538000,1745
51544,1538000,1745
51835,1540000,1745
52126,1544000,1751
52417,1540000,1746
52708,1540000,1745
52999,1544000,1751
53289,1542000,1753
53580,1540000,1747
53870,1546000,1750
54161,1546000,1755
54452,1540000,1749
54742,1544000,1750
55033,1546000,1756
55323,1545000,1753
55614,1543000,1750
55904,1547000,1752
56195,1548000,1759
56485,1544000,1751
56776,1547000,1757
57067,1550000,1759
57358,1547000,1754
57648,1544000,1751
57939,1548000,1757
58230,1547000,1757
58521,1544000,1751
58811,1544000,1750
59103,1548000,1757
59393,1540000,1751
59684,1542000,1749
59975,1547000,1757
60270,1543000,1752
60569,1542000,1749
60864,1545000,1753
61155,1547000,1753
61445,1540000,1747
61736,1540000,1750
62027,1545000,1755
62317,1541000,1750
62608,1539000,1745
62898,1543000,1750
63189,1543000,1751
63480,1540000,1746
63770,1540000,1747
64061,1544000,1751
64352,1542000,1750
64642,1539000,1745
64934,1541000,1747
65225,1540000,1749
65516,1538000,1745
65807,1540000,1746
66097,1544000,1751
66388,1538000,1746
66679,1540000,1746
66969,1542000,1745
67260,1539000,1746
67551,1538000,1744
67841,1538000,1744
68131,1540000,1746
68422,1537000,1744
68714,1538000,1744
69005,1539000,1746
69296,1538000,1744
69587,1537000,1742
69877,1538000,1744
70173,1538000,1744
70473,1534000,1742
70764,1536000,1741
71054,1536000,1743
71345,1535000,1742
71635,1532000,1737
71926,1535000,1739
72216,1536000,1743
72507,1531000,1735
72798,1533000,1739
73088,1536000,1741
73380,1534000,1741
73671,1531000,1735
73963,1534000,1739
74253,1530000,1737
74545,1529000,1733
74835,1532000,1735
75126,1536000,1742
75416,1530000,1735
75707,1531000,1733
75997,1536000,1741
76288,1532000,1738
76578,1530000,1734
76869,1532000,1738
77159,1534000,1739
77450,1531000,1735
77741,1531000,1738
78032,1534000,1744
78323,1533000,1739
78614,1533000,1735
78904,1536000,1741
79195,1536000,1742
79490,1532000,1734
79781,1534000,1738
80072,1535000,1743
80371,1533000,1739
80662,1534000,1739
80953,1539000,1744
81243,1537000,1744
81534,1536000,1743
81824,1538000,1744
82115,1538000,1747
82405,1539000,1744
82696,1538000,1745
82986,1543000,1748
83277,1539000,1747
83568,1540000,1745
83859,1544000,1750
84149,1545000,1751
84441,1541000,1750
84731,1542000,1747
85022,1546000,1751
85313,1543000,1751
85603,1539000,1747
85894,1546000,1751
86184,1547000,1754
86475,1544000,1749
86766,1545000,1751
87057,1547000,1757
87347,1544000,1755
87638,1542000,1751
87929,1548000,1758
88219,1548000,1755
88510,1544000,1751
88805,1544000,1753
89095,1547000,1757
89386,1544000,1754
89676,1544000,1749
89970,1547000,1756
90260,1544000,1753
90557,1540000,1749
90848,1543000,1751
91139,1546000,1750
91429,1540000,1749
91720,1539000,1745
92011,1543000,1757
92301,1540000,1746
92592,1537000,1744
92882,1540000,1745
93173,1539000,1747
93463,1536000,1744
93754,1538000,1743
94044,1539000,1745
94335,1538000,1744
94625,1536000,1740
94916,1537000,1744
95207,1538000,1744
95497,1534000,1739
95788,1536000,1739
96079,1536000,1741
96369,1534000,1741
96660,1533000,1739
96951,1536000,1742
97242,1536000,1742
97532,1531000,1737
97822,1534000,1740
98117,1536000,1744
98408,1530000,1733
98699,1529000,1731
98990,1532000,1739
99280,1532000,1735
99571,1529000,1735
99862,1532000,1737
100152,1532000,1738
100454,1528000,1733
100745,1528000,1731
101037,1531000,1737
101327,1529000,1733
101618,1527000,1730
101909,1532000,1733
102200,1531000,1735
102490,1528000,1733
102781,1531000,1735
103072,1532000,1739
103362,1531000,1737
103678,1528000,1735
104036,1531000,1735
104388,1520000,1732
104737,1528000,1735
105091,1534000,1739
105397,1529000,1733
105682,1530000,1733
105967,1536000,1739
106252,1534000,1741
106537,1535000,1738
106825,1535000,1739
107110,1536000,1742
107395,1533000,1739
107685,1534000,1740
107970,1538000,1744
108279,1537000,1743
108564,1536000,1739
108849,1538000,1742
109134,1538000,1744
109419,1537000,1743
109704,1538000,1743
109990,1540000,1744
110275,1539000,1745
110567,1536000,1743
110853,1538000,1744
111138,1540000,1746
111423,1538000,1744
111708,1539000,1744
111993,1540000,1748
112278,1540000,1748
112563,1538000,1744
112848,1540000,1745
113135,1540000,1747
113420,1538000,1744
113705,1538000,1744
113990,1539000,1745
114275,1538000,1744
114560,1538000,1741
114845,1538000,1744
115130,1538000,1744
115494,1533000,1739
115844,1539000,1744
116175,1540000,1745
116540,1538000,1744
116902,1540000,1747
117267,1538000,1744
117567,1538000,1743
117857,1538000,1743
118148,1538000,1744
118438,1537000,1744
118729,1537000,1743
119020,1538000,1744
119310,1537000,1744
119601,1536000,1741
119892,1538000,1743
120184,1537000,1744
120485,1532000,1738
120775,1536000,1739
121066,1538000,1742
121356,1533000,1741
121647,1533000,1738
121937,1536000,1741
122228,1536000,1741
122518,1531000,1737
122809,1534000,1740
123099,1536000,1741
123390,1533000,1739
123680,1531000,1737
123971,1536000,1739
124262,1534000,1738
124552,1530000,1737
124843,1536000,1741
125133,1536000,1742
125424,1531000,1737
125715,1530000,1734
126005,1534000,1741
126296,1533000,1739
126590,1532000,1734
126881,1536000,1742
127172,1536000,1742
127462,1533000,1738
127752,1532000,1735
128043,1536000,1744
128334,1536000,1742
128625,1536000,1739
128915,1538000,1744
129206,1538000,1743
129496,1537000,1742
129787,1537000,1743
130078,1539000,1745
130377,1535000,1743
130667,1537000,1740
130958,1538000,1744
131249,1536000,1744
131539,1535000,1741
131830,1538000,1743
132121,1538000,1744
132411,1536000,1743
132702,1538000,1743
132992,1539000,1744
133283,1538000,1744
133573,1537000,1741
133864,1538000,1744
134155,1538000,1745
134446,1538000,1744
134736,1537000,1744
135027,1540000,1746
135317,1538000,1744
135608,1538000,1743
135902,1540000,1744
136193,1540000,1746
136483,1538000,1744
136774,1538000,1744
137065,1539000,1745
137355,1538000,1744
137646,1538000,1744
137937,1541000,1745
138227,1540000,1747
138518,1538000,1744
138808,1540000,1746
139099,1540000,1749
139389,1540000,1745
139680,1539000,1745
139972,1542000,1748
140262,1539000,1749
140564,1538000,1744
140854,1540000,1745
141145,1543000,1749
141436,1538000,1746
141726,1540000,1746
142017,1541000,1749
142307,1540000,1748
142598,1538000,1745
142888,1540000,1746
143179,1541000,1750
143469,1539000,1745
143760,1538000,1744
144051,1543000,1747
144341,1540000,1747
144632,1540000,1744
144922,1542000,1750
145217,1542000,1749
145508,1540000,1747
145798,1540000,1749
146089,1543000,1751
146379,1540000,1745
146670,1538000,1744
146961,1540000,1746
147251,1540000,1747
147542,1539000,1744
147832,1540000,1745
148123,1539000,1749
148414,1538000,1744
148704,1538000,1744
148995,1538000,1746
149286,1538000,1741
149576,1531000,1739
149867,1536000,1739
150158,1537000,1742
150458,1532000,1738
150751,1532000,1739
151042,1534000,1743
151332,1533000,1742
151623,1529000,1733
151914,1534000,1738
152204,1531000,1735
152495,1529000,1735
152785,1531000,1734
153076,1531000,1735
153366,1528000,1733
153657,1528000,1730
153948,1534000,1738
154238,1530000,1738
154533,1531000,1734
154823,1536000,1739
155114,1536000,1741
155405,1531000,1735
155695,1532000,1734
155986,1535000,1742
156276,1535000,1740
156567,1533000,1738
156858,1536000,1741
157148,1538000,1744
157439,1536000,1742
157729,1537000,1743
158020,1538000,1745
158311,1537000,1744
158601,1536000,1743
158892,1539000,1744
159182,1539000,1746
159473,1537000,1744
159763,1539000,1744
160055,1543000,1750
160351,1538000,1747
160642,1539000,1744
160932,1543000,1749
161223,1544000,1754
161514,1542000,1747
161804,1542000,1748
162095,1546000,1754
162386,1540000,1747
162677,1540000,1747
162967,1544000,1750
163258,1543000,1751
163548,1540000,1747
163843,1545000,1751
164134,1544000,1753
164424,1542000,1750
164715,1540000,1747
165005,1547000,1753
165296,1545000,1751
165587,1542000,1749
165877,1547000,1753
166168,1545000,1751
166458,1540000,1748
166749,1544000,1748
167039,1546000,1755
167330,1541000,1749
167621,1542000,1747
167911,1543000,1755
168201,1543000,1750
168492,1539000,1746
168783,1540000,1747
169073,1543000,1750
169364,1539000,1746
169654,1538000,1744
169945,1540000,1749
170236,1539000,1746
170537,1538000,1744
170828,1538000,1745
171118,1538000,1745
171409,1538000,1744
171699,1537000,1743
171990,1538000,1743
172281,1538000,1744
172571,1535000,1739
172861,1536000,1741
173156,1538000,1744
173446,1536000,1742
173737,1536000,1739
174027,1536000,1743
174318,1536000,1741
174609,1534000,1739
174899,1538000,1742
175190,1536000,1744
175480,1533000,1739
175771,1536000,1739
176061,1538000,1744
176352,1536000,1742
176642,1536000,1741
176933,1538000,1744
177223,1539000,1746
177514,1536000,1743
177804,1539000,1744
178095,1538000,1745
178386,1538000,1744
178676,1539000,1744
178967,1540000,1747
179258,1540000,1747
179548,1538000,1744
179839,1539000,1745
180130,1544000,1751
180429,1539000,1747
180720,1538000,1744
181011,1545000,1750
181301,1543000,1748
181592,1540000,1746
181883,1543000,1751
182173,1543000,1753
182468,1540000,1747
182759,1542000,1751
183049,1547000,1753
183340,1542000,1749
183630,1540000,1746
183921,1544000,1750
184211,1545000,1753
184502,1540000,1747
184792,1544000,1749
185083,1545000,1752
185374,1541000,1749
185664,1540000,1744
185954,1545000,1753
186245,1542000,1750
186536,1539000,1745
186826,1539000,1745
187117,1541000,1751
187408,1538000,1745
187698,1538000,1744
187989,1540000,1747
188279,1538000,1745
188570,1538000,1744
188860,1538000,1744
189151,1539000,1745
189442,1536000,1744
189732,1536000,1739
190023,1538000,1744
190314,1537000,1743
190613,1533000,1739
190904,1537000,1741
191195,1536000,1743
191485,1530000,1735
191780,1533000,1739
192071,1535000,1742
192361,1533000,1735
192652,1529000,1733
192942,1534000,1737
193233,1531000,1738
193524,1527000,1733
193815,1530000,1735
194105,1533000,1739
194396,1531000,1737
194686,1532000,1735
194977,1533000,1740
195267,1531000,1735
195558,1529000,1734
195848,1534000,1738
196139,1534000,1741
196430,1529000,1732
196720,1531000,1734
197011,1533000,1739
197302,1533000,1738
197592,1529000,1734
197883,1535000,1739
198174,1536000,1742
198464,1533000,1735
198755,1536000,1739
199045,1536000,1743
199336,1534000,1741
199626,1536000,1739
199917,1538000,1744
200208,1538000,1745
200509,1536000,1742
200799,1537000,1744
201094,1540000,1747
201385,1538000,1744
201675,1537000,1744
201966,1540000,1747
202256,1540000,1745
202547,1537000,1744
202838,1538000,1744
203128,1542000,1747
203419,1538000,1744
203710,1540000,1745
204000,1542000,1747
204291,1540000,1746
204581,1540000,1745
204872,1544000,1750
205162,1543000,1750
205453,1540000,1747
205743,1539000,1747
206056,1544000,1751
206402,1537000,1741
206760,1536000,1743
207105,1538000,1745
207416,1536000,1742
207701,1536000,1741
207986,1538000,1744
208294,1534000,1739
208579,1532000,1739
208864,1536000,1741
209149,1538000,1742
209434,1533000,1738
209719,1531000,1738
210029,1536000,1739
210372,1530000,1735
210661,1529000,1732
210946,1533000,1735
211231,1534000,1738
211516,1528000,1733
211802,1531000,1733
212087,1534000,1739
212372,1529000,1733
212657,1529000,1731
212942,1532000,1737
213227,1531000,1735
213512,1528000,1731
213797,1529000,1731
214082,1532000,1739
214367,1530000,1735
214652,1529000,1731
214937,1534000,1738
215222,1532000,1739
215507,1530000,1736
215792,1533000,1738
216077,1536000,1743
216362,1536000,1739
216648,1536000,1738
216933,1538000,1742
217218,1538000,1744
217503,1534000,1742
217849,1538000,1746
218195,1538000,1745
218548,1545000,1747
218911,1550000,1755
219276,1547000,1754
219634,1543000,1754
219925,1550000,1757
220220,1549000,1758
220519,1546000,1753
220810,1548000,1756
221100,1552000,1761
221391,1547000,1755
221682,1549000,1757
221972,1552000,1758
222263,1548000,1757
222554,1546000,1756
222845,1550000,1757
223135,1551000,1759
223426,1548000,1755
223717,1548000,1754
224007,1550000,1760
224298,1548000,1758
224588,1543000,1750
224879,1547000,1755
225170,1547000,1758
225460,1540000,1749
225751,1543000,1749
226042,1547000,1753
226332,1543000,1750
226623,1542000,1747
226914,1543000,1750
227204,1542000,1751
227495,1538000,1744
227785,1539000,1746
228076,1539000,1748
228366,1537000,1744
228657,1536000,1741
228947,1538000,1744
229238,1538000,1745
229532,1534000,1739
229823,1537000,1741
230114,1537000,1744
230414,1533000,1740
230705,1532000,1737
230995,1536000,1743
231286,1531000,1737
231576,1529000,1734
231867,1533000,1738
232158,1534000,1740
232448,1527000,1736
232739,1529000,1735
233030,1534000,1738
233320,1530000,1737
233611,1529000,1732
233902,1534000,1741
234192,1536000,1742
234483,1531000,1735
234773,1536000,1738
235064,1538000,1743
235354,1532000,1743
235645,1534000,1737
235936,1537000,1744
236226,1538000,1744
236517,1537000,1744
236808,1537000,1744
237098,1538000,1744
237389,1537000,1744
237680,1537000,1743
237970,1538000,1746
238261,1540000,1747
238551,1538000,1744
238846,1540000,1746
239137,1541000,1747
239427,1538000,1745
239718,1539000,1745
240009,1543000,1748
240300,1539000,1749
240601,1538000,1744
240891,1544000,1747
241182,1544000,1749
241472,1540000,1748
241763,1540000,1748
242053,1543000,1750
242344,1540000,1749
242635,1540000,1745
242925,1544000,1747
243216,1543000,1749
243507,1539000,1746
243797,1543000,1749
244088,1542000,1751
244378,1540000,1748
244669,1540000,1745
244960,1542000,1750
245250,1543000,1751
245541,1538000,1747
245831,1540000,1748
246122,1543000,1749
246412,1538000,1745
246703,1538000,1744
246994,1539000,1747
247285,1540000,1745
247575,1538000,1743
247866,1538000,1744
248161,1538000,1744
248451,1535000,1742
248742,1538000,1743
249032,1538000,1744
249323,1537000,1743
249614,1534000,1743
249904,1538000,1745
250195,1539000,1746
250492,1534000,1743
250783,1538000,1743
251073,1538000,1744
251364,1538000,1743
251654,1537000,1741
251945,1538000,1745
252235,1538000,1745
252526,1536000,1744
252817,1539000,1743
253107,1540000,1745
253398,1538000,1744
253688,1538000,1746
253979,1539000,1745
254269,1538000,1744
254560,1536000,1741
254851,1538000,1744
255141,1538000,1745
255432,1536000,1743
255722,1536000,1741
256013,1539000,1745
256304,1538000,1744
256594,1536000,1741
256885,1537000,1744
257175,1538000,1744
257470,1536000,1739
257761,1537000,1741
258051,1538000,1744
258342,1537000,1742
258632,1535000,1739
258923,1538000,1744
259213,1537000,1744
259504,1536000,1743
259795,1538000,1743
260085,1538000,1744
260384,1536000,1742
260675,1535000,1742
260966,1538000,1744
261256,1538000,1744
261547,1533000,1738
261837,1536000,1744
262128,1538000,1744
262419,1532000,1741
262709,1534000,1734
263000,1536000,1742
263290,1535000,1744
263581,1531000,1737
263872,1536000,1741
264162,1536000,1742
264453,1532000,1737
264743,1531000,1734
265034,1535000,1739
265324,1531000,1736
265615,1530000,1735
265906,1536000,1738
266196,1534000,1741
266487,1529000,1737
266781,1534000,1735
267072,1536000,1740
267363,1531000,1735
267653,1533000,1733
267944,1533000,1739
268235,1533000,1739
268525,1532000,1738
268816,1535000,1739
269107,1537000,1742
269397,1536000,1740
269688,1536000,1738
269979,1536000,1742
270270,1536000,1742
270569,1532000,1738
270859,1538000,1742
271150,1537000,1744
271440,1534000,1741
271731,1536000,1741
272021,1538000,1745
272312,1538000,1744
272603,1537000,1743
272893,1538000,1744
273184,1539000,1747
273475,1538000,1743
273765,1538000,1745
274056,1541000,1749
274346,1538000,1747
274637,1538000,1745
274927,1543000,1748
275218,1541000,1748
275508,1542000,1746
275799,1543000,1747
276093,1544000,1753
276384,1540000,1748
276674,1540000,1747
276965,1546000,1751
277255,1544000,1754
277546,1540000,1750
277837,1547000,1750
278127,1546000,1757
278418,1545000,1751
278708,1545000,1754
278999,1547000,1758
279289,1546000,1755
279580,1544000,1751
279871,1549000,1755
280162,1548000,1757
280462,1545000,1751
280752,1547000,1752
281043,1548000,1756
281333,1546000,1754
281624,1543000,1751
281915,1548000,1755
282205,1548000,1755
282496,1540000,1749
282786,1543000,1747
283077,1546000,1756
283367,1542000,1750
283658,1538000,1744
283949,1540000,1748
284239,1540000,1747
284530,1538000,1744
284821,1538000,1744
285111,1540000,1746
285406,1538000,1744
285696,1534000,1742
285987,1539000,1744
286277,1536000,1744
286568,1532000,1739
286859,1537000,1741
287150,1536000,1743
287440,1531000,1735
287731,1533000,1735
288021,1536000,1742
288312,1532000,1735
288602,1529000,1735
288893,1534000,1737
289183,1532000,1737
289474,1527000,1731
289765,1533000,1734
290057,1531000,1739
290356,1530000,1735
290646,1529000,1737
290937,1534000,1736
291228,1532000,1739
291518,1531000,1735
291809,1533000,1738
292099,1536000,1742
292390,1534000,1738
292681,1534000,1740
292972,1538000,1744
293262,1532000,1744
293553,1536000,1741
293843,1538000,1743
294134,1538000,1745
294425,1538000,1744
294719,1538000,1744
295010,1543000,1749
295300,1539000,1749
295591,1539000,1745
295882,1540000,1748
296172,1544000,1751
296463,1541000,1746
296754,1540000,1746
297044,1544000,1751
297335,1543000,1749
