timestamp,uV,digital
514,1526000,1722
1747,1553000,1767
2081,1525000,1733
2376,1526000,1727
2667,1556000,1763
2958,1538000,1750
3248,1516000,1717
3539,1543000,1744
3830,1548000,1763
4120,1521000,1727
4411,1531000,1728
4701,1555000,1764
4993,1536000,1744
5283,1518000,1718
5574,1548000,1750
5865,1547000,1761
6155,1520000,1725
6446,1536000,1734
6737,1555000,1767
7051,1525000,1733
7409,1538000,1734
7774,1552000,1765
8142,1520000,1723
8508,1548000,1749
8875,1540000,1755
9241,1521000,1719
9599,1550000,1755
9956,1529000,1740
10309,1515000,1714
10668,1553000,1771
11044,1524000,1722
11407,1535000,1729
11749,1550000,1764
12105,1516000,1727
12453,1538000,1731
12798,1550000,1759
13083,1520000,1728
13368,1521000,1717
13653,1551000,1754
13939,1538000,1747
14224,1513000,1713
14509,1536000,1733
14795,1540000,1758
15095,1518000,1725
15381,1524000,1717
15666,1548000,1754
15952,1536000,1744
16237,1512000,1712
16522,1537000,1738
16807,1547000,1756
17097,1518000,1727
17392,1524000,1719
17677,1551000,1759
17962,1536000,1744
18247,1513000,1714
18532,1539000,1742
18817,1548000,1761
19102,1518000,1727
19387,1524000,1721
19672,1551000,1758
19957,1536000,1745
20243,1513000,1715
20532,1538000,1742
20817,1548000,1763
21103,1521000,1726
21388,1524000,1722
21674,1551000,1759
21959,1534000,1744
22245,1514000,1713
22530,1538000,1739
22815,1546000,1758
23100,1520000,1725
23385,1523000,1723
23670,1552000,1756
23955,1536000,1743
24241,1512000,1711
24526,1538000,1738
24811,1548000,1759
25096,1520000,1728
25382,1523000,1719
25668,1550000,1757
25953,1536000,1745
26238,1512000,1712
26523,1537000,1737
26809,1546000,1759
27094,1516000,1725
27388,1520000,1715
27674,1548000,1753
27959,1529000,1740
28244,1512000,1710
28529,1533000,1733
28814,1542000,1753
29099,1515000,1719
29385,1520000,1717
29674,1547000,1751
29959,1528000,1740
30245,1512000,1709
30531,1536000,1734
30816,1540000,1754
31102,1514000,1717
31387,1516000,1712
31673,1544000,1745
31958,1527000,1737
32244,1508000,1709
32529,1533000,1733
32814,1542000,1750
33099,1513000,1716
33384,1514000,1712
33669,1544000,1744
33954,1529000,1737
34240,1504000,1703
34525,1528000,1727
34810,1539000,1749
35095,1512000,1715
35380,1512000,1710
35665,1540000,1744
35950,1524000,1733
36235,1504000,1702
36520,1527000,1727
36805,1538000,1748
37091,1512000,1714
37385,1513000,1710
37670,1541000,1744
37955,1525000,1731
38240,1505000,1702
38526,1526000,1727
38815,1538000,1746
39100,1511000,1714
39385,1513000,1710
39671,1542000,1746
39956,1524000,1734
40241,1505000,1702
40527,1528000,1728
40812,1538000,1748
41097,1512000,1714
41382,1512000,1711
41667,1542000,1747
41952,1525000,1734
42237,1504000,1706
42522,1529000,1727
42807,1539000,1747
43092,1512000,1718
43377,1514000,1710
43663,1540000,1744
43948,1526000,1734
44233,1505000,1705
44518,1528000,1727
44803,1540000,1747
45088,1512000,1717
45373,1513000,1711
45658,1542000,1745
45944,1528000,1735
46229,1508000,1706
46514,1529000,1727
46799,1540000,1751
47084,1514000,1720
47380,1516000,1712
47665,1544000,1746
47954,1529000,1738
48239,1508000,1706
48524,1532000,1728
48809,1539000,1751
49104,1511000,1712
49439,1521000,1719
49724,1545000,1754
50009,1524000,1731
50294,1512000,1707
50579,1538000,1742
50864,1538000,1747
51150,1512000,1712
51435,1523000,1721
51720,1547000,1755
52005,1527000,1733
52290,1512000,1712
52575,1540000,1743
52860,1540000,1751
53145,1513000,1718
53430,1525000,1723
53715,1551000,1759
54000,1528000,1739
54286,1512000,1712
54571,1543000,1744
54856,1543000,1757
55141,1517000,1723
55426,1529000,1728
55711,1552000,1765
55996,1532000,1743
56282,1515000,1713
56567,1543000,1744
56852,1548000,1760
57141,1518000,1724
57436,1533000,1731
57721,1556000,1765
58007,1534000,1744
58292,1521000,1719
58578,1547000,1749
58863,1549000,1761
59148,1521000,1727
59435,1532000,1731
59720,1556000,1767
60007,1537000,1744
60292,1523000,1722
60577,1553000,1760
60893,1540000,1755
61244,1525000,1725
