timestamp,uV,digital
3975,1512000,1703
6188,1543000,1772
6627,1501000,1697
6965,1577000,1776
7323,1528000,1735
7669,1513000,1703
8024,1576000,1788
8385,1514000,1733
8740,1526000,1722
9100,1572000,1792
9444,1512000,1716
9779,1528000,1718
10078,1576000,1790
10363,1534000,1747
10648,1504000,1701
10933,1559000,1758
11218,1563000,1781
11504,1508000,1712
11789,1525000,1717
12074,1576000,1790
12360,1535000,1750
12645,1508000,1698
12930,1560000,1758
13215,1562000,1781
13500,1509000,1715
13785,1526000,1716
14071,1573000,1786
14360,1529000,1744
14657,1504000,1695
14942,1561000,1759
15235,1555000,1776
15520,1503000,1709
15807,1527000,1719
16092,1571000,1787
16377,1525000,1743
16663,1503000,1695
16948,1559000,1755
17233,1556000,1776
17518,1500000,1706
17803,1525000,1714
18089,1569000,1783
18374,1525000,1742
18659,1500000,1693
18944,1558000,1755
19229,1555000,1776
19514,1501000,1705
19799,1524000,1714
20084,1569000,1783
20370,1525000,1741
20655,1500000,1693
20940,1556000,1754
21225,1558000,1777
21510,1502000,1710
21795,1524000,1715
22080,1573000,1786
22365,1531000,1745
22650,1500000,1691
22935,1558000,1754
23220,1560000,1777
23506,1504000,1709
23790,1525000,1715
24077,1576000,1789
24367,1528000,1744
24662,1507000,1697
24947,1564000,1760
25232,1562000,1782
25520,1505000,1712
25805,1533000,1725
26090,1577000,1791
26375,1528000,1744
26660,1504000,1699
26946,1563000,1763
27231,1564000,1782
27516,1505000,1712
27802,1528000,1719
28087,1578000,1792
28372,1532000,1747
28657,1508000,1698
28942,1564000,1765
29227,1563000,1786
29512,1509000,1713
29797,1530000,1719
30082,1577000,1791
30367,1532000,1751
30652,1503000,1700
30937,1561000,1757
31222,1564000,1780
31507,1504000,1711
31793,1526000,1717
32078,1576000,1787
32363,1532000,1749
32648,1502000,1703
32962,1572000,1774
33315,1528000,1744
33683,1551000,1785
35733,1571000,1781
36356,1525000,1742
36646,1497000,1691
36931,1553000,1747
37216,1555000,1776
37501,1500000,1706
37786,1521000,1712
38072,1568000,1778
38357,1524000,1743
38642,1496000,1685
38927,1549000,1745
39213,1552000,1773
39498,1498000,1702
39783,1516000,1707
40069,1566000,1776
40355,1525000,1739
40640,1492000,1686
40926,1550000,1744
41211,1552000,1776
41496,1498000,1703
41781,1517000,1709
42067,1566000,1778
42352,1526000,1743
42637,1496000,1686
42922,1550000,1745
43207,1556000,1776
43493,1501000,1707
43778,1520000,1712
44065,1569000,1782
44350,1529000,1744
44646,1500000,1693
44935,1558000,1755
45220,1559000,1776
45506,1503000,1710
45791,1524000,1715
46076,1572000,1785
46362,1528000,1744
46647,1502000,1695
46951,1568000,1774
47290,1547000,1765
47575,1500000,1701
47861,1540000,1733
48146,1571000,1786
48431,1515000,1728
48716,1512000,1706
49004,1572000,1776
49289,1544000,1765
49574,1500000,1698
49860,1540000,1735
50145,1569000,1789
50430,1515000,1728
50716,1512000,1702
51001,1569000,1774
51286,1547000,1769
51571,1501000,1703
51856,1539000,1733
52142,1569000,1790
52427,1517000,1728
52712,1512000,1702
52997,1568000,1775
53283,1548000,1767
53568,1499000,1701
53854,1539000,1733
54143,1569000,1789
54435,1513000,1728
54721,1512000,1706
55006,1572000,1776
55292,1547000,1766
55577,1501000,1699
55862,1540000,1738
56147,1569000,1787
56432,1516000,1728
56718,1512000,1706
57003,1569000,1776
