NO;SOUND;UNIT;TIME
630;54.8;dBC;05-04-24/15:31:10
631;54.6;dBC;05-04-24/15:31:20
632;50.0;dBC;05-04-24/15:31:30
633;55.8;dBC;05-04-24/15:31:40
634;54.6;dBC;05-04-24/15:31:50
635;54.3;dBC;05-04-24/15:32:00
636;56.0;dBC;05-04-24/15:32:10
637;52.4;dBC;05-04-24/15:32:20
638;55.8;dBC;05-04-24/15:32:30
639;54.3;dBC;05-04-24/15:32:40
640;57.9;dBC;05-04-24/15:32:50
641;51.5;dBC;05-04-24/15:33:00
642;52.7;dBC;05-04-24/15:33:10
643;56.5;dBC;05-04-24/15:33:20
644;58.1;dBC;05-04-24/15:33:30
645;54.1;dBC;05-04-24/15:33:40
646;53.6;dBC;05-04-24/15:33:50
647;50.8;dBC;05-04-24/15:34:00
648;53.6;dBC;05-04-24/15:34:10
649;58.4;dBC;05-04-24/15:34:20
650;55.3;dBC;05-04-24/15:34:30
651;52.4;dBC;05-04-24/15:34:40
652;53.4;dBC;05-04-24/15:34:50
653;51.7;dBC;05-04-24/15:35:00
654;51.9;dBC;05-04-24/15:35:10
655;57.9;dBC;05-04-24/15:35:20
656;55.3;dBC;05-04-24/15:35:30
657;54.1;dBC;05-04-24/15:35:40
658;57.7;dBC;05-04-24/15:35:50
659;51.9;dBC;05-04-24/15:36:00
660;52.7;dBC;05-04-24/15:36:10
661;52.9;dBC;05-04-24/15:36:20
662;54.3;dBC;05-04-24/15:36:30
663;55.0;dBC;05-04-24/15:36:40
664;55.0;dBC;05-04-24/15:36:50
665;54.1;dBC;05-04-24/15:37:00
666;52.7;dBC;05-04-24/15:37:10
667;52.2;dBC;05-04-24/15:37:20
668;56.5;dBC;05-04-24/15:37:30
669;53.9;dBC;05-04-24/15:37:40
670;52.7;dBC;05-04-24/15:37:50
671;50.3;dBC;05-04-24/15:38:00
672;53.4;dBC;05-04-24/15:38:10
673;51.9;dBC;05-04-24/15:38:20
674;60.1;dBC;05-04-24/15:38:30
675;60.5;dBC;05-04-24/15:38:40
676;56.2;dBC;05-04-24/15:38:50
677;54.8;dBC;05-04-24/15:39:00
678;55.8;dBC;05-04-24/15:39:10
679;53.4;dBC;05-04-24/15:39:20
680;53.9;dBC;05-04-24/15:39:30
681;52.7;dBC;05-04-24/15:39:40
682;54.6;dBC;05-04-24/15:39:50
683;55.5;dBC;05-04-24/15:40:00
684;55.5;dBC;05-04-24/15:40:10
685;57.9;dBC;05-04-24/15:40:20
686;52.4;dBC;05-04-24/15:40:30
687;56.2;dBC;05-04-24/15:40:40
688;51.7;dBC;05-04-24/15:40:50
689;55.3;dBC;05-04-24/15:41:00
690;58.6;dBC;05-04-24/15:41:10
691;55.8;dBC;05-04-24/15:41:20
692;55.0;dBC;05-04-24/15:41:30
693;51.7;dBC;05-04-24/15:41:40
694;53.6;dBC;05-04-24/15:41:50
695;54.1;dBC;05-04-24/15:42:00
696;52.9;dBC;05-04-24/15:42:10
697;53.6;dBC;05-04-24/15:42:20
698;51.5;dBC;05-04-24/15:42:30
699;52.9;dBC;05-04-24/15:42:40
700;55.3;dBC;05-04-24/15:42:50
701;54.1;dBC;05-04-24/15:43:00
702;50.3;dBC;05-04-24/15:43:10
703;51.2;dBC;05-04-24/15:43:20
704;55.3;dBC;05-04-24/15:43:30
705;55.0;dBC;05-04-24/15:43:40
706;54.1;dBC;05-04-24/15:43:50
707;53.1;dBC;05-04-24/15:44:00
708;53.1;dBC;05-04-24/15:44:10
709;54.1;dBC;05-04-24/15:44:20
710;54.1;dBC;05-04-24/15:44:30
711;53.4;dBC;05-04-24/15:44:40
712;51.0;dBC;05-04-24/15:44:50
713;59.1;dBC;05-04-24/15:45:00
714;53.6;dBC;05-04-24/15:45:10
715;63.2;dBC;05-04-24/15:45:20
716;59.8;dBC;05-04-24/15:45:30
717;55.0;dBC;05-04-24/15:45:40
718;50.8;dBC;05-04-24/15:45:50
719;51.7;dBC;05-04-24/15:46:00
720;52.7;dBC;05-04-24/15:46:10
721;51.5;dBC;05-04-24/15:46:20
722;49.3;dBC;05-04-24/15:46:30
723;49.6;dBC;05-04-24/15:46:40
724;49.3;dBC;05-04-24/15:46:50
725;50.5;dBC;05-04-24/15:47:00
726;51.2;dBC;05-04-24/15:47:10
727;51.7;dBC;05-04-24/15:47:20
728;52.7;dBC;05-04-24/15:47:30
729;55.8;dBC;05-04-24/15:47:40
730;52.9;dBC;05-04-24/15:47:50
731;50.8;dBC;05-04-24/15:48:00
732;49.8;dBC;05-04-24/15:48:10
733;51.9;dBC;05-04-24/15:48:20
734;52.2;dBC;05-04-24/15:48:30
735;54.3;dBC;05-04-24/15:48:40
736;51.5;dBC;05-04-24/15:48:50
737;52.4;dBC;05-04-24/15:49:00
738;50.5;dBC;05-04-24/15:49:10
739;49.8;dBC;05-04-24/15:49:20
740;54.6;dBC;05-04-24/15:49:30
741;52.4;dBC;05-04-24/15:49:40
742;54.8;dBC;05-04-24/15:49:50
743;52.4;dBC;05-04-24/15:50:00
744;53.9;dBC;05-04-24/15:50:10
745;50.8;dBC;05-04-24/15:50:20
746;52.9;dBC;05-04-24/15:50:30
747;53.4;dBC;05-04-24/15:50:40
748;52.9;dBC;05-04-24/15:50:50
749;50.3;dBC;05-04-24/15:51:00
750;49.6;dBC;05-04-24/15:51:10
751;51.9;dBC;05-04-24/15:51:20
752;50.3;dBC;05-04-24/15:51:30
753;50.5;dBC;05-04-24/15:51:40
754;49.8;dBC;05-04-24/15:51:50
755;49.8;dBC;05-04-24/15:52:00
756;48.6;dBC;05-04-24/15:52:10
757;50.8;dBC;05-04-24/15:52:20
758;55.0;dBC;05-04-24/15:52:30
759;52.7;dBC;05-04-24/15:52:40
760;51.2;dBC;05-04-24/15:52:50
761;50.3;dBC;05-04-24/15:53:00
762;50.8;dBC;05-04-24/15:53:10
763;53.9;dBC;05-04-24/15:53:20
764;52.2;dBC;05-04-24/15:53:30
765;51.7;dBC;05-04-24/15:53:40
766;57.2;dBC;05-04-24/15:53:50
767;51.2;dBC;05-04-24/15:54:00
768;52.2;dBC;05-04-24/15:54:10
769;51.0;dBC;05-04-24/15:54:20
770;51.0;dBC;05-04-24/15:54:30
771;51.5;dBC;05-04-24/15:54:40
772;49.6;dBC;05-04-24/15:54:50
773;49.8;dBC;05-04-24/15:55:00
774;53.9;dBC;05-04-24/15:55:10
775;52.7;dBC;05-04-24/15:55:20
776;53.6;dBC;05-04-24/15:55:30
777;52.2;dBC;05-04-24/15:55:40
778;49.8;dBC;05-04-24/15:55:50
779;52.7;dBC;05-04-24/15:56:00
780;52.9;dBC;05-04-24/15:56:10
781;49.8;dBC;05-04-24/15:56:20
782;51.7;dBC;05-04-24/15:56:30
783;51.2;dBC;05-04-24/15:56:40
784;56.5;dBC;05-04-24/15:56:50
785;52.2;dBC;05-04-24/15:57:00
786;53.1;dBC;05-04-24/15:57:10
787;53.6;dBC;05-04-24/15:57:20
788;51.5;dBC;05-04-24/15:57:30
789;51.0;dBC;05-04-24/15:57:40
790;51.0;dBC;05-04-24/15:57:50
791;51.0;dBC;05-04-24/15:58:00
792;50.0;dBC;05-04-24/15:58:10
793;54.1;dBC;05-04-24/15:58:20
794;51.2;dBC;05-04-24/15:58:30
795;53.4;dBC;05-04-24/15:58:40
796;53.1;dBC;05-04-24/15:58:50
797;56.7;dBC;05-04-24/15:59:00
798;54.8;dBC;05-04-24/15:59:10
799;56.7;dBC;05-04-24/15:59:20
800;58.4;dBC;05-04-24/15:59:30
801;58.6;dBC;05-04-24/15:59:40
802;52.7;dBC;05-04-24/15:59:50
803;52.4;dBC;05-04-24/16:00:00
804;53.4;dBC;05-04-24/16:00:10
805;52.7;dBC;05-04-24/16:00:20
806;52.4;dBC;05-04-24/16:00:30
807;50.3;dBC;05-04-24/16:00:40
808;49.1;dBC;05-04-24/16:00:50
809;50.8;dBC;05-04-24/16:01:00
810;49.6;dBC;05-04-24/16:01:10
811;57.4;dBC;05-04-24/16:01:20
812;59.8;dBC;05-04-24/16:01:30
813;52.7;dBC;05-04-24/16:01:40
814;53.1;dBC;05-04-24/16:01:50
815;50.8;dBC;05-04-24/16:02:00
816;49.1;dBC;05-04-24/16:02:10
817;50.0;dBC;05-04-24/16:02:20
818;52.4;dBC;05-04-24/16:02:30
819;49.3;dBC;05-04-24/16:02:40
820;48.4;dBC;05-04-24/16:02:50
821;53.9;dBC;05-04-24/16:03:00
822;49.3;dBC;05-04-24/16:03:10
823;49.8;dBC;05-04-24/16:03:20
824;51.0;dBC;05-04-24/16:03:30
825;54.3;dBC;05-04-24/16:03:40
826;51.7;dBC;05-04-24/16:03:50
827;52.2;dBC;05-04-24/16:04:00
828;52.7;dBC;05-04-24/16:04:10
829;53.6;dBC;05-04-24/16:04:20
830;52.4;dBC;05-04-24/16:04:30
831;51.7;dBC;05-04-24/16:04:40
832;50.3;dBC;05-04-24/16:04:50
833;52.4;dBC;05-04-24/16:05:00
834;51.0;dBC;05-04-24/16:05:10
835;50.0;dBC;05-04-24/16:05:20
836;49.6;dBC;05-04-24/16:05:30
837;50.5;dBC;05-04-24/16:05:40
838;52.2;dBC;05-04-24/16:05:50
839;52.9;dBC;05-04-24/16:06:00
840;49.3;dBC;05-04-24/16:06:10
841;48.6;dBC;05-04-24/16:06:20
842;56.0;dBC;05-04-24/16:06:30
843;55.0;dBC;05-04-24/16:06:40
844;63.9;dBC;05-04-24/16:06:50
845;57.7;dBC;05-04-24/16:07:00
846;52.9;dBC;05-04-24/16:07:10
847;53.1;dBC;05-04-24/16:07:20
848;52.4;dBC;05-04-24/16:07:30
849;52.9;dBC;05-04-24/16:07:40
850;52.9;dBC;05-04-24/16:07:50
851;49.8;dBC;05-04-24/16:08:00
852;51.9;dBC;05-04-24/16:08:10
853;56.5;dBC;05-04-24/16:08:20
854;54.8;dBC;05-04-24/16:08:30
855;51.9;dBC;05-04-24/16:08:40
856;50.8;dBC;05-04-24/16:08:50
857;54.3;dBC;05-04-24/16:09:00
858;52.7;dBC;05-04-24/16:09:10
859;61.0;dBC;05-04-24/16:09:20
860;53.6;dBC;05-04-24/16:09:30
861;54.1;dBC;05-04-24/16:09:40
862;57.9;dBC;05-04-24/16:09:50
863;51.7;dBC;05-04-24/16:10:00
864;56.5;dBC;05-04-24/16:10:10
865;49.3;dBC;05-04-24/16:10:20
866;51.7;dBC;05-04-24/16:10:30
867;54.1;dBC;05-04-24/16:10:40
868;51.0;dBC;05-04-24/16:10:50
869;51.9;dBC;05-04-24/16:11:00
870;51.7;dBC;05-04-24/16:11:10
871;51.5;dBC;05-04-24/16:11:20
872;56.5;dBC;05-04-24/16:11:30
873;60.5;dBC;05-04-24/16:11:40
874;61.2;dBC;05-04-24/16:11:50
875;54.3;dBC;05-04-24/16:12:00
876;53.9;dBC;05-04-24/16:12:10
877;55.8;dBC;05-04-24/16:12:20
878;53.9;dBC;05-04-24/16:12:30
879;55.5;dBC;05-04-24/16:12:40
880;60.5;dBC;05-04-24/16:12:50
881;55.8;dBC;05-04-24/16:13:00
882;55.8;dBC;05-04-24/16:13:10
883;59.3;dBC;05-04-24/16:13:20
884;56.2;dBC;05-04-24/16:13:30
885;54.3;dBC;05-04-24/16:13:40
886;50.8;dBC;05-04-24/16:13:50
887;53.4;dBC;05-04-24/16:14:00
888;51.2;dBC;05-04-24/16:14:10
889;49.6;dBC;05-04-24/16:14:20
890;52.4;dBC;05-04-24/16:14:30
891;49.1;dBC;05-04-24/16:14:40
892;52.7;dBC;05-04-24/16:14:50
893;51.0;dBC;05-04-24/16:15:00
894;51.2;dBC;05-04-24/16:15:10
895;59.6;dBC;05-04-24/16:15:20
896;52.4;dBC;05-04-24/16:15:30
897;57.7;dBC;05-04-24/16:15:40
898;49.6;dBC;05-04-24/16:15:50
899;52.2;dBC;05-04-24/16:16:00
900;52.7;dBC;05-04-24/16:16:10
901;51.7;dBC;05-04-24/16:16:20
902;54.8;dBC;05-04-24/16:16:30
903;52.9;dBC;05-04-24/16:16:40
904;57.0;dBC;05-04-24/16:16:50
905;54.3;dBC;05-04-24/16:17:00
906;61.7;dBC;05-04-24/16:17:10
907;55.5;dBC;05-04-24/16:17:20
908;57.0;dBC;05-04-24/16:17:30
909;55.0;dBC;05-04-24/16:17:40
910;58.9;dBC;05-04-24/16:17:50
911;59.8;dBC;05-04-24/16:18:00
912;59.1;dBC;05-04-24/16:18:10
913;61.7;dBC;05-04-24/16:18:20
914;57.2;dBC;05-04-24/16:18:30
915;52.9;dBC;05-04-24/16:18:40
916;52.9;dBC;05-04-24/16:18:50
917;66.0;dBC;05-04-24/16:19:00
918;62.2;dBC;05-04-24/16:19:10
919;57.4;dBC;05-04-24/16:19:20
920;58.1;dBC;05-04-24/16:19:30
921;61.7;dBC;05-04-24/16:19:40
922;74.4;dBC;05-04-24/16:19:50
923;59.1;dBC;05-04-24/16:20:00
924;57.4;dBC;05-04-24/16:20:10
925;57.4;dBC;05-04-24/16:20:20
926;60.1;dBC;05-04-24/16:20:30
927;66.3;dBC;05-04-24/16:20:40
928;61.5;dBC;05-04-24/16:20:50
929;53.9;dBC;05-04-24/16:21:00
930;60.3;dBC;05-04-24/16:21:10
931;57.0;dBC;05-04-24/16:21:20
932;59.3;dBC;05-04-24/16:21:30
933;57.4;dBC;05-04-24/16:21:40
934;61.2;dBC;05-04-24/16:21:50
935;54.1;dBC;05-04-24/16:22:00
936;58.4;dBC;05-04-24/16:22:10
937;56.0;dBC;05-04-24/16:22:20
938;62.2;dBC;05-04-24/16:22:30
939;57.0;dBC;05-04-24/16:22:40
940;59.6;dBC;05-04-24/16:22:50
941;54.8;dBC;05-04-24/16:23:00
942;58.1;dBC;05-04-24/16:23:10
943;54.3;dBC;05-04-24/16:23:20
944;59.3;dBC;05-04-24/16:23:30
945;60.5;dBC;05-04-24/16:23:40
946;60.8;dBC;05-04-24/16:23:50
947;59.3;dBC;05-04-24/16:24:00
948;71.5;dBC;05-04-24/16:24:10
949;52.9;dBC;05-04-24/16:24:20
950;55.5;dBC;05-04-24/16:24:30
951;54.3;dBC;05-04-24/16:24:40
952;59.1;dBC;05-04-24/16:24:50
953;59.3;dBC;05-04-24/16:25:00
954;61.5;dBC;05-04-24/16:25:10
955;54.8;dBC;05-04-24/16:25:20
956;56.0;dBC;05-04-24/16:25:30
957;54.1;dBC;05-04-24/16:25:40
958;61.7;dBC;05-04-24/16:25:50
959;59.1;dBC;05-04-24/16:26:00
960;53.9;dBC;05-04-24/16:26:10
961;58.9;dBC;05-04-24/16:26:20
962;62.2;dBC;05-04-24/16:26:30
963;52.9;dBC;05-04-24/16:26:40
964;52.2;dBC;05-04-24/16:26:50
965;57.4;dBC;05-04-24/16:27:00
966;57.7;dBC;05-04-24/16:27:10
967;53.1;dBC;05-04-24/16:27:20
968;55.3;dBC;05-04-24/16:27:30
969;52.4;dBC;05-04-24/16:27:40
970;54.8;dBC;05-04-24/16:27:50
971;58.9;dBC;05-04-24/16:28:00
972;57.0;dBC;05-04-24/16:28:10
973;53.4;dBC;05-04-24/16:28:20
974;57.0;dBC;05-04-24/16:28:30
975;62.4;dBC;05-04-24/16:28:40
976;56.2;dBC;05-04-24/16:28:50
977;52.4;dBC;05-04-24/16:29:00
978;51.5;dBC;05-04-24/16:29:10
979;50.8;dBC;05-04-24/16:29:20
980;51.7;dBC;05-04-24/16:29:30
981;51.2;dBC;05-04-24/16:29:40
982;49.6;dBC;05-04-24/16:29:50
983;51.7;dBC;05-04-24/16:30:00
984;51.0;dBC;05-04-24/16:30:10
985;51.7;dBC;05-04-24/16:30:20
986;51.9;dBC;05-04-24/16:30:30
987;56.0;dBC;05-04-24/16:30:40
988;51.0;dBC;05-04-24/16:30:50
989;51.2;dBC;05-04-24/16:31:00
990;51.5;dBC;05-04-24/16:31:10
991;51.0;dBC;05-04-24/16:31:20
992;49.1;dBC;05-04-24/16:31:30
993;48.8;dBC;05-04-24/16:31:40
994;49.8;dBC;05-04-24/16:31:50
995;50.5;dBC;05-04-24/16:32:00
996;50.0;dBC;05-04-24/16:32:10
997;53.1;dBC;05-04-24/16:32:20
998;57.9;dBC;05-04-24/16:32:30
999;50.3;dBC;05-04-24/16:32:40
1000;49.3;dBC;05-04-24/16:32:50
1001;48.8;dBC;05-04-24/16:33:00
1002;49.3;dBC;05-04-24/16:33:10
1003;50.5;dBC;05-04-24/16:33:20
1004;51.0;dBC;05-04-24/16:33:30
1005;53.4;dBC;05-04-24/16:33:40
1006;52.4;dBC;05-04-24/16:33:50
1007;52.2;dBC;05-04-24/16:34:00
1008;54.6;dBC;05-04-24/16:34:10
1009;54.6;dBC;05-04-24/16:34:20
1010;61.7;dBC;05-04-24/16:34:30
1011;55.5;dBC;05-04-24/16:34:40
1012;53.1;dBC;05-04-24/16:34:50
1013;52.9;dBC;05-04-24/16:35:00
1014;52.4;dBC;05-04-24/16:35:10
1015;57.2;dBC;05-04-24/16:35:20
1016;55.8;dBC;05-04-24/16:35:30
1017;52.7;dBC;05-04-24/16:35:40
1018;53.9;dBC;05-04-24/16:35:50
1019;51.0;dBC;05-04-24/16:36:00
1020;51.9;dBC;05-04-24/16:36:10
1021;53.9;dBC;05-04-24/16:36:20
1022;51.9;dBC;05-04-24/16:36:30
1023;50.8;dBC;05-04-24/16:36:40
1024;52.7;dBC;05-04-24/16:36:50
1025;51.9;dBC;05-04-24/16:37:00
1026;52.2;dBC;05-04-24/16:37:10
1027;52.2;dBC;05-04-24/16:37:20
1028;56.0;dBC;05-04-24/16:37:30
1029;54.6;dBC;05-04-24/16:37:40
1030;52.9;dBC;05-04-24/16:37:50
1031;52.9;dBC;05-04-24/16:38:00
1032;58.6;dBC;05-04-24/16:38:10
1033;55.3;dBC;05-04-24/16:38:20
1034;50.8;dBC;05-04-24/16:38:30
1035;51.0;dBC;05-04-24/16:38:40
1036;53.9;dBC;05-04-24/16:38:50
1037;52.2;dBC;05-04-24/16:39:00
1038;56.5;dBC;05-04-24/16:39:10
1039;53.9;dBC;05-04-24/16:39:20
1040;54.6;dBC;05-04-24/16:39:30
1041;53.6;dBC;05-04-24/16:39:40
1042;53.4;dBC;05-04-24/16:39:50
1043;54.1;dBC;05-04-24/16:40:00
1044;58.1;dBC;05-04-24/16:40:10
1045;66.0;dBC;05-04-24/16:40:20
1046;54.3;dBC;05-04-24/16:40:30
1047;54.1;dBC;05-04-24/16:40:40
1048;51.9;dBC;05-04-24/16:40:50
1049;56.7;dBC;05-04-24/16:41:00
1050;53.4;dBC;05-04-24/16:41:10
1051;52.7;dBC;05-04-24/16:41:20
1052;56.7;dBC;05-04-24/16:41:30
1053;55.5;dBC;05-04-24/16:41:40
1054;51.2;dBC;05-04-24/16:41:50
1055;55.3;dBC;05-04-24/16:42:00
1056;52.2;dBC;05-04-24/16:42:10
1057;52.2;dBC;05-04-24/16:42:20
1058;56.2;dBC;05-04-24/16:42:30
1059;65.1;dBC;05-04-24/16:42:40
1060;54.8;dBC;05-04-24/16:42:50
1061;56.2;dBC;05-04-24/16:43:00
1062;53.1;dBC;05-04-24/16:43:10
1063;52.4;dBC;05-04-24/16:43:20
1064;53.9;dBC;05-04-24/16:43:30
1065;53.6;dBC;05-04-24/16:43:40
1066;53.1;dBC;05-04-24/16:43:50
1067;52.9;dBC;05-04-24/16:44:00
1068;53.1;dBC;05-04-24/16:44:10
1069;55.5;dBC;05-04-24/16:44:20
1070;55.8;dBC;05-04-24/16:44:30
1071;55.3;dBC;05-04-24/16:44:40
1072;62.4;dBC;05-04-24/16:44:50
1073;54.3;dBC;05-04-24/16:45:00
1074;54.6;dBC;05-04-24/16:45:10
1075;60.1;dBC;05-04-24/16:45:20
1076;57.0;dBC;05-04-24/16:45:30
1077;52.7;dBC;05-04-24/16:45:40
1078;56.7;dBC;05-04-24/16:45:50
1079;54.6;dBC;05-04-24/16:46:00
1080;55.8;dBC;05-04-24/16:46:10
1081;55.5;dBC;05-04-24/16:46:20
1082;53.4;dBC;05-04-24/16:46:30
1083;53.9;dBC;05-04-24/16:46:40
1084;54.8;dBC;05-04-24/16:46:50
1085;55.0;dBC;05-04-24/16:47:00
1086;56.2;dBC;05-04-24/16:47:10
1087;54.8;dBC;05-04-24/16:47:20
1088;53.6;dBC;05-04-24/16:47:30
1089;54.3;dBC;05-04-24/16:47:40
1090;61.7;dBC;05-04-24/16:47:50
1091;58.9;dBC;05-04-24/16:48:00
1092;56.5;dBC;05-04-24/16:48:10
1093;55.5;dBC;05-04-24/16:48:20
1094;57.4;dBC;05-04-24/16:48:30
1095;54.3;dBC;05-04-24/16:48:40
1096;60.1;dBC;05-04-24/16:48:50
1097;56.5;dBC;05-04-24/16:49:00
1098;56.5;dBC;05-04-24/16:49:10
1099;54.3;dBC;05-04-24/16:49:20
1100;52.7;dBC;05-04-24/16:49:30
1101;56.0;dBC;05-04-24/16:49:40
1102;55.5;dBC;05-04-24/16:49:50
1103;55.0;dBC;05-04-24/16:50:00
1104;54.8;dBC;05-04-24/16:50:10
1105;54.1;dBC;05-04-24/16:50:20
1106;57.0;dBC;05-04-24/16:50:30
1107;56.7;dBC;05-04-24/16:50:40
1108;53.9;dBC;05-04-24/16:50:50
1109;51.7;dBC;05-04-24/16:51:00
1110;50.3;dBC;05-04-24/16:51:10
1111;52.9;dBC;05-04-24/16:51:20
1112;51.9;dBC;05-04-24/16:51:30
1113;50.0;dBC;05-04-24/16:51:40
1114;51.5;dBC;05-04-24/16:51:50
1115;52.9;dBC;05-04-24/16:52:00
1116;51.5;dBC;05-04-24/16:52:10
1117;52.4;dBC;05-04-24/16:52:20
1118;53.4;dBC;05-04-24/16:52:30
1119;52.9;dBC;05-04-24/16:52:40
1120;51.2;dBC;05-04-24/16:52:50
1121;53.9;dBC;05-04-24/16:53:00
1122;50.5;dBC;05-04-24/16:53:10
1123;51.2;dBC;05-04-24/16:53:20
1124;54.1;dBC;05-04-24/16:53:30
1125;50.0;dBC;05-04-24/16:53:40
1126;50.5;dBC;05-04-24/16:53:50
1127;53.1;dBC;05-04-24/16:54:00
1128;50.3;dBC;05-04-24/16:54:10
1129;51.5;dBC;05-04-24/16:54:20
1130;56.2;dBC;05-04-24/16:54:30
1131;52.7;dBC;05-04-24/16:54:40
1132;52.4;dBC;05-04-24/16:54:50
1133;49.1;dBC;05-04-24/16:55:00
1134;52.7;dBC;05-04-24/16:55:10
1135;49.8;dBC;05-04-24/16:55:20
1136;54.6;dBC;05-04-24/16:55:30
1137;52.2;dBC;05-04-24/16:55:40
1138;51.0;dBC;05-04-24/16:55:50
1139;60.1;dBC;05-04-24/16:56:00
1140;56.2;dBC;05-04-24/16:56:10
1141;56.2;dBC;05-04-24/16:56:20
1142;54.1;dBC;05-04-24/16:56:30
1143;49.3;dBC;05-04-24/16:56:40
1144;58.6;dBC;05-04-24/16:56:50
1145;55.0;dBC;05-04-24/16:57:00
1146;62.4;dBC;05-04-24/16:57:10
1147;56.0;dBC;05-04-24/16:57:20
1148;53.9;dBC;05-04-24/16:57:30
1149;53.1;dBC;05-04-24/16:57:40
1150;56.0;dBC;05-04-24/16:57:50
1151;56.2;dBC;05-04-24/16:58:00
1152;58.6;dBC;05-04-24/16:58:10
1153;54.8;dBC;05-04-24/16:58:20
1154;56.0;dBC;05-04-24/16:58:30
1155;56.5;dBC;05-04-24/16:58:40
1156;52.9;dBC;05-04-24/16:58:50
1157;55.0;dBC;05-04-24/16:59:00
1158;53.4;dBC;05-04-24/16:59:10
1159;52.2;dBC;05-04-24/16:59:20
1160;61.7;dBC;05-04-24/16:59:30
1161;59.1;dBC;05-04-24/16:59:40
1162;55.8;dBC;05-04-24/16:59:50
1163;62.0;dBC;05-04-24/17:00:00
1164;59.8;dBC;05-04-24/17:00:10
1165;55.3;dBC;05-04-24/17:00:20
1166;61.5;dBC;05-04-24/17:00:30
1167;69.4;dBC;05-04-24/17:00:40
1168;61.7;dBC;05-04-24/17:00:50
1169;61.5;dBC;05-04-24/17:01:00
1170;57.9;dBC;05-04-24/17:01:10
1171;61.5;dBC;05-04-24/17:01:20
1172;58.6;dBC;05-04-24/17:01:30
1173;55.8;dBC;05-04-24/17:01:40
1174;64.1;dBC;05-04-24/17:01:50
1175;58.4;dBC;05-04-24/17:02:00
1176;66.7;dBC;05-04-24/17:02:10
1177;60.8;dBC;05-04-24/17:02:20
1178;60.8;dBC;05-04-24/17:02:30
1179;62.0;dBC;05-04-24/17:02:40
1180;65.8;dBC;05-04-24/17:02:50
1181;59.8;dBC;05-04-24/17:03:00
1182;61.2;dBC;05-04-24/17:03:10
1183;60.8;dBC;05-04-24/17:03:20
1184;63.6;dBC;05-04-24/17:03:30
1185;62.2;dBC;05-04-24/17:03:40
1186;61.5;dBC;05-04-24/17:03:50
1187;60.1;dBC;05-04-24/17:04:00
1188;61.2;dBC;05-04-24/17:04:10
1189;68.2;dBC;05-04-24/17:04:20
1190;63.6;dBC;05-04-24/17:04:30
1191;56.2;dBC;05-04-24/17:04:40
1192;57.0;dBC;05-04-24/17:04:50
1193;56.0;dBC;05-04-24/17:05:00
1194;64.3;dBC;05-04-24/17:05:10
1195;67.7;dBC;05-04-24/17:05:20
1196;59.8;dBC;05-04-24/17:05:30
1197;56.7;dBC;05-04-24/17:05:40
1198;65.8;dBC;05-04-24/17:05:50
1199;62.9;dBC;05-04-24/17:06:00
1200;60.3;dBC;05-04-24/17:06:10
1201;59.3;dBC;05-04-24/17:06:20
1202;55.8;dBC;05-04-24/17:06:30
1203;62.0;dBC;05-04-24/17:06:40
1204;57.4;dBC;05-04-24/17:06:50
1205;60.1;dBC;05-04-24/17:07:00
1206;59.8;dBC;05-04-24/17:07:10
1207;63.2;dBC;05-04-24/17:07:20
1208;55.8;dBC;05-04-24/17:07:30
1209;63.2;dBC;05-04-24/17:07:40
1210;67.2;dBC;05-04-24/17:07:50
1211;65.1;dBC;05-04-24/17:08:00
1212;62.2;dBC;05-04-24/17:08:10
1213;63.9;dBC;05-04-24/17:08:20
1214;61.5;dBC;05-04-24/17:08:30
1215;57.4;dBC;05-04-24/17:08:40
1216;56.5;dBC;05-04-24/17:08:50
1217;62.7;dBC;05-04-24/17:09:00
1218;60.5;dBC;05-04-24/17:09:10
1219;57.7;dBC;05-04-24/17:09:20
1220;63.4;dBC;05-04-24/17:09:30
1221;61.0;dBC;05-04-24/17:09:40
