Date/Heure;020 TC1 [°C];020 [hPa];020 [hPa];154 [°C];154 [%HR];154 [hPa];154 [ppm];154 Point de rosée [°C];154 Température humide [°C];154 Humidité absolue [g/m³];905 [°C];905 [m/s];905 [hPa];
05/04/2024 14:16:30;21,0;1002,6;0,006;21,1;55,7;1001,5;657;11,9;15,4;10,28;22,5;0,00;1001,5;
05/04/2024 14:17:30;21,1;1002,6;0,006;21,1;55,5;1001,5;655;11,9;15,4;10,24;22,6;0,00;1001,5;
05/04/2024 14:18:30;21,1;1002,6;0,006;21,1;54,9;1001,5;653;11,7;15,3;10,13;22,6;0,00;1001,5;
05/04/2024 14:19:30;21,1;1002,6;0,006;21,2;54,8;1001,5;649;11,8;15,4;10,17;22,6;0,00;1001,5;
05/04/2024 14:20:30;21,1;1002,6;0,006;21,2;54,8;1001,5;648;11,8;15,4;10,17;22,6;0,00;1001,5;
05/04/2024 14:21:30;21,1;1002,6;0,006;21,3;54,7;1001,5;648;11,8;15,5;10,21;22,6;0,00;1001,5;
05/04/2024 14:22:30;21,1;1002,5;0,006;21,3;54,8;1001,4;655;11,8;15,5;10,23;22,6;0,00;1001,4;
05/04/2024 14:23:30;21,1;1002,5;0,006;21,3;54,8;1001,4;655;11,8;15,5;10,23;22,7;0,00;1001,4;
05/04/2024 14:24:30;21,1;1002,6;0,006;21,3;54,6;1001,4;653;11,8;15,5;10,19;22,7;0,00;1001,4;
05/04/2024 14:25:30;21,1;1002,5;0,006;21,3;54,6;1001,4;643;11,8;15,5;10,19;22,6;0,00;1001,4;
05/04/2024 14:26:30;21,2;1002,6;0,006;21,3;54,4;1001,4;643;11,7;15,4;10,16;22,6;0,00;1001,4;
05/04/2024 14:27:30;21,2;1002,5;0,006;21,3;54,6;1001,4;654;11,8;15,5;10,19;22,6;0,00;1001,4;
05/04/2024 14:28:30;21,2;1002,5;0,006;21,3;54,6;1001,4;654;11,8;15,5;10,19;22,7;0,00;1001,4;
05/04/2024 14:29:30;21,2;1002,6;0,006;21,3;54,5;1001,4;659;11,8;15,4;10,18;22,7;0,00;1001,4;
05/04/2024 14:30:30;21,2;1002,5;0,006;21,4;54,5;1001,3;663;11,9;15,5;10,23;22,7;0,00;1001,4;
05/04/2024 14:31:30;21,2;1002,5;0,006;21,4;54,5;1001,4;658;11,9;15,5;10,23;22,8;0,00;1001,4;
05/04/2024 14:32:30;21,2;1002,5;0,006;21,4;54,5;1001,3;653;11,9;15,5;10,23;22,8;0,00;1001,4;
05/04/2024 14:33:30;21,3;1002,5;0,006;21,4;54,7;1001,3;667;11,9;15,5;10,27;22,8;0,00;1001,4;
05/04/2024 14:34:30;21,3;1002,5;0,006;21,4;54,5;1001,3;663;11,9;15,5;10,23;22,9;0,00;1001,3;
05/04/2024 14:35:30;21,3;1002,5;0,006;21,5;54,2;1001,3;664;11,9;15,6;10,24;22,8;0,00;1001,4;
05/04/2024 14:36:30;21,2;1002,5;0,006;21,5;54,2;1001,3;661;11,9;15,6;10,24;22,8;0,00;1001,4;
05/04/2024 14:37:30;21,3;1002,5;0,006;21,5;55,6;1001,3;714;12,3;15,8;10,50;22,8;0,00;1001,4;
05/04/2024 14:38:30;21,3;1002,5;0,006;21,6;56,3;1001,3;868;12,5;15,9;10,70;22,8;0,00;1001,4;
05/04/2024 14:39:30;21,3;1002,5;0,006;21,6;54,0;1001,3;757;11,9;15,6;10,26;22,8;0,00;1001,3;
05/04/2024 14:40:30;21,3;1002,5;0,006;21,6;53,9;1001,3;703;11,9;15,6;10,24;22,8;0,00;1001,3;
05/04/2024 14:41:30;21,3;1002,4;0,006;21,6;54,0;1001,2;695;11,9;15,6;10,26;22,8;0,00;1001,3;
05/04/2024 14:42:30;21,3;1002,4;0,006;21,6;53,5;1001,2;688;11,8;15,5;10,16;22,9;0,00;1001,3;
05/04/2024 14:43:30;21,3;1002,4;0,006;21,5;53,9;1001,2;677;11,8;15,5;10,18;22,9;0,00;1001,3;
05/04/2024 14:44:30;21,3;1002,4;0,006;21,6;54,0;1001,2;674;11,9;15,6;10,26;22,9;0,00;1001,3;
05/04/2024 14:45:30;21,3;1002,4;0,006;21,6;54,0;1001,3;676;11,9;15,6;10,26;22,9;0,00;1001,3;
05/04/2024 14:46:30;21,3;1002,4;0,006;21,6;53,9;1001,2;676;11,9;15,6;10,24;23,0;0,00;1001,3;
05/04/2024 14:47:30;21,3;1002,5;0,006;21,6;53,9;1001,3;673;11,9;15,6;10,24;23,0;0,00;1001,4;
05/04/2024 14:48:30;21,3;1002,4;0,006;21,6;53,9;1001,2;673;11,9;15,6;10,24;23,0;0,00;1001,4;
05/04/2024 14:49:30;21,3;1002,5;0,006;21,7;53,7;1001,3;676;11,9;15,7;10,26;23,0;0,00;1001,3;
05/04/2024 14:50:30;21,3;1002,4;0,006;21,7;53,8;1001,2;674;11,9;15,7;10,28;23,0;0,00;1001,3;
05/04/2024 14:51:30;21,3;1002,4;0,006;21,7;53,5;1001,2;673;11,9;15,6;10,22;23,0;0,00;1001,3;
05/04/2024 14:52:30;21,3;1002,5;0,006;21,7;53,5;1001,3;659;11,9;15,6;10,22;23,1;0,00;1001,3;
05/04/2024 14:53:30;21,3;1002,4;0,006;21,7;53,7;1001,2;665;11,9;15,7;10,26;23,1;0,00;1001,3;
05/04/2024 14:54:30;21,3;1002,4;0,006;21,6;53,9;1001,2;666;11,9;15,6;10,24;23,0;0,00;1001,3;
05/04/2024 14:55:30;21,4;1002,4;0,006;21,7;53,8;1001,2;666;11,9;15,7;10,28;23,0;0,00;1001,2;
05/04/2024 14:56:30;21,4;1002,4;0,006;21,7;53,8;1001,2;676;11,9;15,7;10,28;23,0;0,00;1001,3;
05/04/2024 14:57:30;21,4;1002,4;0,006;21,6;53,9;1001,2;676;11,9;15,6;10,24;23,0;0,00;1001,3;
05/04/2024 14:58:30;21,4;1002,4;0,006;21,7;53,8;1001,2;688;11,9;15,7;10,28;23,0;0,00;1001,3;
05/04/2024 14:59:30;21,3;1002,4;0,006;21,6;54,2;1001,2;734;12,0;15,6;10,30;23,0;0,00;1001,3;
05/04/2024 15:00:30;21,3;1002,4;0,006;21,7;54,1;1001,3;714;12,0;15,7;10,34;23,0;0,00;1001,3;
05/04/2024 15:01:30;21,3;1002,4;0,006;21,7;54,2;1001,2;717;12,1;15,7;10,36;23,0;0,00;1001,3;
05/04/2024 15:02:30;21,4;1002,5;0,006;21,6;54,2;1001,3;742;12,0;15,6;10,30;23,0;0,01;1001,4;
05/04/2024 15:03:30;21,4;1002,5;0,006;21,7;54,1;1001,2;730;12,0;15,7;10,34;23,0;0,00;1001,4;
05/04/2024 15:04:30;21,4;1002,4;0,006;21,7;53,8;1001,3;714;11,9;15,7;10,28;23,0;0,00;1001,3;
05/04/2024 15:05:30;21,4;1002,4;0,006;21,7;54,0;1001,2;713;12,0;15,7;10,32;23,1;0,00;1001,3;
05/04/2024 15:06:30;21,4;1002,4;0,006;21,7;53,9;1001,2;703;12,0;15,7;10,30;23,1;0,00;1001,3;
05/04/2024 15:07:30;21,4;1002,4;0,006;21,7;54,0;1001,2;705;12,0;15,7;10,32;23,1;0,00;1001,3;
05/04/2024 15:08:30;21,4;1002,4;0,006;21,7;54,0;1001,2;707;12,0;15,7;10,32;23,1;0,00;1001,2;
05/04/2024 15:09:30;21,4;1002,4;0,006;21,7;54,3;1001,2;719;12,1;15,7;10,38;23,2;0,00;1001,3;
05/04/2024 15:10:30;21,4;1002,4;0,006;21,7;54,9;1001,2;772;12,2;15,8;10,49;23,2;0,00;1001,3;
05/04/2024 15:11:30;21,4;1002,4;0,006;21,8;54,7;1001,2;804;12,3;15,9;10,51;23,2;0,00;1001,3;
05/04/2024 15:12:30;21,5;1002,4;0,006;21,8;55,1;1001,2;846;12,4;15,9;10,59;23,2;0,00;1001,3;
05/04/2024 15:13:30;21,5;1002,5;0,006;21,8;54,9;1001,2;860;12,3;15,9;10,55;23,2;0,00;1001,3;
05/04/2024 15:14:30;21,5;1002,4;0,006;21,8;54,5;1001,2;858;12,2;15,9;10,47;23,3;0,00;1001,2;
05/04/2024 15:15:30;21,5;1002,4;0,006;21,8;54,4;1001,2;864;12,2;15,8;10,45;23,3;0,00;1001,2;
05/04/2024 15:16:30;21,5;1002,4;0,006;21,8;54,3;1001,2;870;12,2;15,8;10,44;23,3;0,00;1001,2;
05/04/2024 15:17:30;21,5;1002,4;0,006;21,9;54,1;1001,1;847;12,2;15,9;10,46;23,3;0,00;1001,1;
05/04/2024 15:18:30;21,5;1002,3;0,006;21,8;54,3;1001,1;844;12,2;15,8;10,44;23,3;0,00;1001,1;
05/04/2024 15:19:30;21,5;1002,3;0,006;21,8;54,2;1001,1;846;12,1;15,8;10,42;23,3;0,00;1001,1;
05/04/2024 15:20:30;21,5;1002,3;0,006;21,8;54,0;1001,1;832;12,1;15,8;10,38;23,4;0,00;1001,1;
05/04/2024 15:21:30;21,5;1002,3;0,006;21,9;53,7;1001,0;824;12,1;15,8;10,38;23,4;0,00;1001,1;
05/04/2024 15:22:30;21,5;1002,3;0,006;21,8;53,7;1001,1;793;12,0;15,7;10,32;23,4;0,00;1001,1;
05/04/2024 15:23:30;21,5;1002,3;0,006;21,8;54,0;1001,0;794;12,1;15,8;10,38;23,4;0,00;1001,0;
05/04/2024 15:24:30;21,5;1002,3;0,006;21,8;53,8;1001,0;822;12,0;15,8;10,34;23,4;0,00;1001,0;
05/04/2024 15:25:30;21,5;1002,2;0,006;21,8;54,1;1001,0;811;12,1;15,8;10,40;23,4;0,00;1001,0;
05/04/2024 15:26:30;21,5;1002,3;0,006;21,9;54,5;1001,0;842;12,3;15,9;10,53;23,4;0,00;1001,0;
05/04/2024 15:27:30;21,5;1002,3;0,006;21,9;53,7;1001,0;818;12,1;15,8;10,38;23,4;0,00;1001,0;
05/04/2024 15:28:30;21,5;1002,3;0,006;21,9;53,4;1001,0;774;12,0;15,8;10,32;23,4;0,00;1001,0;
05/04/2024 15:29:30;21,5;1002,2;0,006;21,9;53,8;1001,0;779;12,1;15,8;10,40;23,4;0,00;1001,0;
05/04/2024 15:30:30;21,6;1002,2;0,006;22,0;53,6;1001,0;778;12,2;15,9;10,42;23,5;0,00;1001,0;
05/04/2024 15:31:30;21,6;1002,2;0,006;22,0;52,7;1000,9;715;11,9;15,8;10,25;23,5;0,00;1001,0;
05/04/2024 15:32:30;21,6;1002,2;0,006;22,0;52,7;1001,0;707;11,9;15,8;10,25;23,5;0,00;1001,0;
05/04/2024 15:33:30;21,6;1002,3;0,006;22,0;52,6;1000,9;690;11,9;15,7;10,23;23,5;0,00;1001,0;
05/04/2024 15:34:30;21,6;1002,2;0,006;22,1;52,7;1000,9;681;12,0;15,8;10,30;23,6;0,00;1000,9;
05/04/2024 15:35:30;21,6;1002,2;0,006;22,1;52,4;1000,8;678;11,9;15,8;10,25;23,6;0,00;1001,0;
05/04/2024 15:36:30;21,6;1002,2;0,006;22,1;52,6;1000,8;670;12,0;15,8;10,29;23,6;0,00;1001,0;
05/04/2024 15:37:30;21,6;1002,2;0,006;22,0;52,3;1000,8;663;11,8;15,7;10,17;23,6;0,00;1001,0;
05/04/2024 15:38:30;21,7;1002,1;0,006;22,1;52,5;1000,8;661;11,9;15,8;10,27;23,6;0,00;1000,9;
05/04/2024 15:39:30;21,7;1002,1;0,006;22,1;52,2;1000,8;664;11,9;15,8;10,21;23,6;0,00;1000,9;
05/04/2024 15:40:30;21,7;1002,1;0,006;22,1;52,2;1000,8;648;11,9;15,8;10,21;23,6;0,00;1000,9;
05/04/2024 15:41:30;21,7;1002,1;0,006;22,1;52,3;1000,8;650;11,9;15,8;10,23;23,7;0,00;1001,0;
05/04/2024 15:42:30;21,7;1002,1;0,006;22,1;52,8;1000,8;684;12,0;15,9;10,32;23,7;0,00;1001,0;
05/04/2024 15:43:30;21,7;1002,2;0,006;22,1;52,3;1000,8;726;11,9;15,8;10,23;23,6;0,00;1001,0;
05/04/2024 15:44:30;21,7;1002,1;0,006;22,1;52,9;1000,8;717;12,1;15,9;10,34;23,6;0,00;1000,9;
05/04/2024 15:45:30;21,7;1002,1;0,006;22,1;52,7;1000,7;714;12,0;15,8;10,30;23,6;0,00;1000,9;
05/04/2024 15:46:30;21,7;1002,1;0,006;22,1;52,4;1000,7;709;11,9;15,8;10,25;23,6;0,00;1000,9;
05/04/2024 15:47:30;21,7;1002,1;0,007;22,1;52,0;1000,7;660;11,8;15,7;10,17;23,6;0,00;1000,9;
05/04/2024 15:48:30;21,7;1002,0;0,007;22,1;52,3;1000,6;671;11,9;15,8;10,23;23,6;0,00;1000,9;
05/04/2024 15:49:30;21,7;1002,0;0,006;22,1;52,2;1000,6;669;11,9;15,8;10,21;23,6;0,00;1000,8;
05/04/2024 15:50:30;21,7;1002,0;0,006;22,1;52,3;1000,6;658;11,9;15,8;10,23;23,6;0,00;1000,8;
05/04/2024 15:51:30;21,7;1002,0;0,006;22,1;52,3;1000,6;660;11,9;15,8;10,23;23,6;0,00;1000,8;
05/04/2024 15:52:30;21,7;1002,0;0,006;22,1;51,9;1000,5;640;11,8;15,7;10,15;23,6;0,00;1000,8;
05/04/2024 15:53:30;21,7;1001,9;0,006;22,1;51,9;1000,5;623;11,8;15,7;10,15;23,7;0,00;1000,7;
05/04/2024 15:54:30;21,7;1001,9;0,006;22,1;52,0;1000,5;615;11,8;15,7;10,17;23,7;0,00;1000,8;
05/04/2024 15:55:30;21,7;1001,9;0,006;22,1;52,0;1000,5;614;11,8;15,7;10,17;23,7;0,00;1000,8;
05/04/2024 15:56:30;21,7;1002,0;0,006;22,1;51,8;1000,6;604;11,7;15,7;10,13;23,7;0,00;1000,8;
05/04/2024 15:57:30;21,7;1001,9;0,006;22,2;51,8;1000,5;593;11,8;15,8;10,19;23,7;0,00;1000,8;
05/04/2024 15:58:30;21,7;1002,0;0,006;22,2;51,8;1000,6;592;11,8;15,8;10,19;23,7;0,00;1000,8;
05/04/2024 15:59:30;21,7;1002,0;0,006;22,1;52,0;1000,6;597;11,8;15,7;10,17;23,7;0,00;1000,8;
05/04/2024 16:00:30;21,7;1002,0;0,006;22,1;52,1;1000,6;608;11,8;15,8;10,19;23,7;0,00;1000,8;
05/04/2024 16:01:30;21,7;1001,9;0,006;22,1;52,3;1000,5;632;11,9;15,8;10,23;23,7;0,00;1000,8;
05/04/2024 16:02:30;21,7;1002,0;0,006;22,1;52,2;1000,5;642;11,9;15,8;10,21;23,7;0,00;1000,8;
05/04/2024 16:03:30;21,7;1001,9;0,006;22,1;52,1;1000,5;651;11,8;15,8;10,19;23,6;0,00;1000,8;
05/04/2024 16:04:30;21,7;1001,9;0,006;22,1;51,7;1000,5;623;11,7;15,7;10,11;23,6;0,00;1000,8;
05/04/2024 16:05:30;21,7;1001,9;0,006;22,1;52,0;1000,5;632;11,8;15,7;10,17;23,5;0,00;1000,7;
05/04/2024 16:06:30;21,7;1001,9;0,006;22,1;52,1;1000,5;633;11,8;15,8;10,19;23,5;0,00;1000,7;
05/04/2024 16:07:30;21,7;1001,8;0,006;22,1;52,0;1000,4;640;11,8;15,7;10,17;23,5;0,00;1000,7;
05/04/2024 16:08:30;21,7;1001,8;0,006;22,1;51,6;1000,4;620;11,7;15,7;10,09;23,6;0,00;1000,6;
05/04/2024 16:09:30;21,7;1001,8;0,006;22,1;51,9;1000,4;600;11,8;15,7;10,15;23,6;0,00;1000,6;
05/04/2024 16:10:30;21,7;1001,7;0,006;22,1;51,6;1000,3;610;11,7;15,7;10,09;23,6;0,00;1000,6;
05/04/2024 16:11:30;21,7;1001,7;0,006;22,1;51,3;1000,3;607;11,6;15,6;10,03;23,6;0,00;1000,6;
05/04/2024 16:12:30;21,7;1001,7;0,006;22,1;51,2;1000,3;594;11,6;15,6;10,01;23,6;0,00;1000,6;
05/04/2024 16:13:30;21,7;1001,7;0,007;22,1;51,7;1000,4;606;11,7;15,7;10,11;23,6;0,00;1000,6;
05/04/2024 16:14:30;21,7;1001,8;0,007;22,1;51,6;1000,3;617;11,7;15,7;10,09;23,6;0,00;1000,6;
05/04/2024 16:15:30;21,7;1001,8;0,007;22,1;51,8;1000,4;630;11,7;15,7;10,13;23,6;0,00;1000,7;
05/04/2024 16:16:30;21,7;1001,8;0,006;22,1;51,6;1000,4;636;11,7;15,7;10,09;23,6;0,00;1000,7;
05/04/2024 16:17:30;21,7;1001,8;0,007;22,1;51,4;1000,4;626;11,6;15,6;10,05;23,6;0,00;1000,7;
05/04/2024 16:18:30;21,7;1001,7;0,007;22,1;52,0;1000,4;632;11,8;15,7;10,17;23,6;0,00;1000,6;
05/04/2024 16:19:30;21,7;1001,7;0,007;22,1;51,9;1000,3;647;11,8;15,7;10,15;23,6;0,00;1000,6;
05/04/2024 16:20:30;21,7;1001,7;0,007;22,1;51,9;1000,3;646;11,8;15,7;10,15;23,6;0,00;1000,6;
05/04/2024 16:21:30;21,7;1001,7;0,007;22,1;51,8;1000,3;647;11,7;15,7;10,13;23,6;0,00;1000,6;
05/04/2024 16:22:30;21,7;1001,7;0,007;22,1;51,8;1000,2;647;11,7;15,7;10,13;23,6;0,00;1000,6;
05/04/2024 16:23:30;21,7;1001,6;0,007;22,1;51,7;1000,2;642;11,7;15,7;10,11;23,6;0,00;1000,5;
05/04/2024 16:24:30;21,8;1001,6;0,007;22,1;51,5;1000,2;636;11,6;15,7;10,07;23,6;0,00;1000,5;
05/04/2024 16:25:30;21,7;1001,6;0,007;22,1;51,4;1000,2;632;11,6;15,6;10,05;23,6;0,00;1000,5;
05/04/2024 16:26:30;21,7;1001,5;0,007;22,1;51,5;1000,2;634;11,6;15,7;10,07;23,6;0,00;1000,5;
05/04/2024 16:27:30;21,7;1001,6;0,007;22,1;51,4;1000,3;634;11,6;15,6;10,05;23,7;0,00;1000,5;
05/04/2024 16:28:30;21,7;1001,6;0,007;22,1;51,3;1000,2;640;11,6;15,6;10,03;23,7;0,00;1000,5;
05/04/2024 16:29:30;21,7;1001,6;0,007;22,1;51,4;1000,2;635;11,6;15,6;10,05;23,7;0,00;1000,5;
05/04/2024 16:30:30;21,7;1001,6;0,007;22,1;51,1;1000,3;628;11,5;15,6;9,99;23,7;0,00;1000,5;
05/04/2024 16:31:30;21,7;1001,6;0,007;22,1;51,2;1000,2;630;11,6;15,6;10,01;23,7;0,00;1000,5;
05/04/2024 16:32:30;21,7;1001,5;0,007;22,1;51,1;1000,1;630;11,5;15,6;9,99;23,6;0,00;1000,5;
05/04/2024 16:33:30;21,7;1001,5;0,007;22,1;51,3;1000,2;629;11,6;15,6;10,03;23,6;0,00;1000,4;
05/04/2024 16:34:30;21,7;1001,6;0,007;22,1;51,1;1000,2;628;11,5;15,6;9,99;23,6;0,00;1000,5;
05/04/2024 16:35:30;21,7;1001,6;0,007;22,1;51,0;1000,2;625;11,5;15,6;9,97;23,6;0,00;1000,4;
05/04/2024 16:36:30;21,7;1001,6;0,007;22,1;50,9;1000,2;623;11,5;15,6;9,95;23,6;0,00;1000,5;
05/04/2024 16:37:30;21,7;1001,6;0,007;22,0;51,2;1000,2;627;11,5;15,5;9,95;23,6;0,00;1000,5;
05/04/2024 16:38:30;21,7;1001,6;0,007;22,1;50,9;1000,2;629;11,5;15,6;9,95;23,5;0,00;1000,5;
05/04/2024 16:39:30;21,7;1001,6;0,007;22,1;51,1;1000,3;630;11,5;15,6;9,99;23,6;0,00;1000,5;
05/04/2024 16:40:30;21,7;1001,7;0,007;22,0;50,9;1000,2;624;11,4;15,5;9,90;23,6;0,00;1000,5;
05/04/2024 16:41:30;21,7;1001,6;0,007;22,1;50,8;1000,2;614;11,4;15,6;9,93;23,6;0,00;1000,5;
05/04/2024 16:42:30;21,7;1001,6;0,007;22,1;50,7;1000,2;615;11,4;15,5;9,91;23,6;0,00;1000,5;
05/04/2024 16:43:30;21,7;1001,6;0,007;22,1;50,9;1000,3;617;11,5;15,6;9,95;23,6;0,00;1000,5;
05/04/2024 16:44:30;21,7;1001,6;0,007;22,1;50,8;1000,3;621;11,4;15,6;9,93;23,6;0,00;1000,5;
05/04/2024 16:45:30;21,7;1001,6;0,007;22,1;51,0;1000,2;647;11,5;15,6;9,97;23,6;0,00;1000,5;
05/04/2024 16:46:30;21,7;1001,6;0,007;22,1;50,8;1000,2;638;11,4;15,6;9,93;23,6;0,00;1000,5;
05/04/2024 16:47:30;21,7;1001,5;0,007;22,1;50,5;1000,2;633;11,4;15,5;9,87;23,7;0,00;1000,5;
05/04/2024 16:48:30;21,7;1001,6;0,007;22,1;50,4;1000,2;629;11,3;15,5;9,85;23,7;0,00;1000,5;
05/04/2024 16:49:30;21,7;1001,5;0,007;22,1;51,0;1000,2;652;11,5;15,6;9,97;23,6;0,00;1000,5;
05/04/2024 16:50:30;21,8;1001,6;0,007;22,1;52,0;1000,3;756;11,8;15,7;10,17;23,6;0,01;1000,5;
05/04/2024 16:51:30;21,8;1001,6;0,007;22,1;51,4;1000,2;765;11,6;15,6;10,05;23,5;0,00;1000,5;
05/04/2024 16:52:30;21,8;1001,5;0,007;22,1;50,9;1000,2;740;11,5;15,6;9,95;23,5;0,01;1000,5;
05/04/2024 16:53:30;21,7;1001,6;0,007;22,1;50,0;1000,2;714;11,2;15,4;9,78;23,4;0,00;1000,5;
05/04/2024 16:54:30;21,7;1001,6;0,007;22,1;50,8;1000,2;710;11,4;15,6;9,93;23,3;0,00;1000,5;
05/04/2024 16:55:30;21,7;1001,5;0,007;22,0;50,6;1000,2;712;11,3;15,4;9,84;23,3;0,00;1000,5;
05/04/2024 16:56:30;21,7;1001,6;0,007;22,0;50,6;1000,2;703;11,3;15,4;9,84;23,3;0,00;1000,5;
05/04/2024 16:57:30;21,6;1001,6;0,007;21,9;51,3;1000,1;687;11,4;15,5;9,92;23,3;0,00;1000,4;
05/04/2024 16:58:30;21,6;1001,6;0,007;21,9;51,9;1000,2;769;11,6;15,6;10,03;23,2;0,00;1000,5;
05/04/2024 16:59:30;21,6;1001,6;0,007;21,9;51,6;1000,2;747;11,5;15,5;9,97;23,2;0,00;1000,5;
05/04/2024 17:00:30;21,6;1001,6;0,007;21,9;51,3;1000,3;737;11,4;15,5;9,92;23,2;0,00;1000,5;
05/04/2024 17:01:30;21,6;1001,6;0,007;21,8;51,4;1000,2;739;11,3;15,4;9,88;23,2;0,01;1000,5;
05/04/2024 17:02:30;21,6;1001,6;0,007;21,9;51,7;1000,3;739;11,5;15,5;9,99;23,2;0,00;1000,5;
05/04/2024 17:03:30;21,6;1001,6;0,007;21,9;51,1;1000,3;733;11,3;15,4;9,88;23,2;0,00;1000,5;
05/04/2024 17:04:30;21,6;1001,6;0,007;21,9;52,1;1000,2;756;11,6;15,6;10,07;23,2;0,01;1000,5;
